actual_squared_residual,certificate,certificate_passed,chebyshev_budget,converged,coverage_slack,covered,family,hessian_product_saving,name,raw_certificate_excess,reference_certificate_passed,reference_selected_degree,same_acceptance_decision_as_reference,selected_degree,tolerance
3.92023953717749e-09,1e-08,False,50,True,1.136868401806654e-13,True,single_outlier,0.0,single_outlier_k100_1,-6.07976046282251e-09,False,50,True,50,0.0001
4.200505793128241e-13,1e-12,False,73,True,1.1368683772186337e-13,True,single_outlier,0.0,single_outlier_k100_1,-5.799494206871758e-13,False,73,True,73,1e-06
6.595649217808719e-05,0.0001,False,27,True,1.1371465109335958e-13,True,single_outlier,0.0,single_outlier_k100_2,-3.4043507821912816e-05,False,27,True,27,0.01
6.6342638829844454e-09,1e-08,False,50,True,1.1368684048921426e-13,True,single_outlier,0.0,single_outlier_k100_2,-3.3657361170155548e-09,False,50,True,50,0.0001
6.362991577373365e-13,1e-12,False,73,True,1.1368683772188795e-13,True,single_outlier,0.0,single_outlier_k100_2,-3.6370084226266346e-13,False,73,True,73,1e-06
3.6633553110831536e-05,0.0001,False,27,True,1.1371131746114432e-13,True,single_outlier,0.0,single_outlier_k100_3,-6.336644688916847e-05,False,27,True,27,0.01
3.846058423895534e-09,1e-08,False,50,True,1.13686840172232e-13,True,single_outlier,0.0,single_outlier_k100_3,-6.1539415761044665e-09,False,50,True,50,0.0001
4.1396379382954843e-13,1e-12,False,73,True,1.1368683772186266e-13,True,single_outlier,0.0,single_outlier_k100_3,-5.860362061704515e-13,False,73,True,73,1e-06
9.424245192088575e-05,0.0001,False,84,True,1.1371992885929763e-13,True,single_outlier,0.0,single_outlier_k1000_0,-5.757548079114258e-06,False,84,True,84,0.01
9.196410241216574e-09,1e-08,False,157,True,1.1368684097599424e-13,True,single_outlier,0.0,single_outlier_k1000_0,-8.035897587834265e-10,False,157,True,157,0.0001
8.964850797431649e-13,1e-12,False,230,True,1.1368683772193602e-13,True,single_outlier,0.0,single_outlier_k1000_0,-1.0351492025683504e-13,False,230,True,230,1e-06
4.734525179700272e-05,0.0001,False,84,True,1.1371459726491757e-13,True,single_outlier,0.0,single_outlier_k1000_1,-5.265474820299729e-05,False,84,True,84,0.01
4.863289669049125e-09,1e-08,False,157,True,1.1368684048337547e-13,True,single_outlier,0.0,single_outlier_k1000_1,-5.136710330950875e-09,False,157,True,157,0.0001
5.087207534602013e-13,1e-12,False,230,True,1.1368683772189194e-13,True,single_outlier,0.0,single_outlier_k1000_1,-4.912792465397987e-13,False,230,True,230,1e-06
9.662695360756672e-05,0.0001,False,84,True,1.1372019994575394e-13,True,single_outlier,0.0,single_outlier_k1000_2,-3.3730463924332805e-06,False,84,True,84,0.01
9.412783655280396e-09,1e-08,False,157,True,1.1368684100059305e-13,True,single_outlier,0.0,single_outlier_k1000_2,-5.872163447196041e-10,False,157,True,157,0.0001
9.165244001664276e-13,1e-12,False,230,True,1.1368683772193831e-13,True,single_outlier,0.0,single_outlier_k1000_2,-8.347559983357236e-14,False,230,True,230,1e-06
4.4845268141701e-05,0.0001,False,84,True,1.1371431304968143e-13,True,single_outlier,0.0,single_outlier_k1000_3,-5.515473185829901e-05,False,84,True,84,0.01
5.2088747214244794e-09,1e-08,False,157,True,1.1368684052266393e-13,True,single_outlier,0.0,single_outlier_k1000_3,-4.791125278575521e-09,False,157,True,157,0.0001
4.554422728945361e-13,1e-12,False,230,True,1.1368683772188588e-13,True,single_outlier,0.0,single_outlier_k1000_3,-5.445577271054639e-13,False,230,True,230,1e-06
