actual_squared_residual,certificate,certificate_passed,chebyshev_budget,converged,coverage_slack,covered,family,hessian_product_saving,name,raw_certificate_excess,reference_certificate_passed,reference_selected_degree,same_acceptance_decision_as_reference,selected_degree,tolerance
3.0192422040076725e-13,1e-12,False,23,True,1.136868377218016e-13,True,three_point,0.0,three_point_k10_0,-6.980757795992327e-13,True,3,False,23,1e-06
4.521465995544339e-17,8.634210013624966e-08,True,9,True,8.495816507132751e-13,True,three_point,0.6666666666666667,three_point_k10_1,-8.6342100091035e-08,True,3,True,3,0.01
2.8522094289526295e-09,1e-08,False,16,True,1.1368683954277696e-13,True,three_point,0.0,three_point_k10_1,-7.147790571047371e-09,True,3,False,16,0.0001
2.481477745297152e-13,1e-12,False,23,True,1.1368683772179549e-13,True,three_point,0.0,three_point_k10_1,-7.518522254702848e-13,True,3,False,23,1e-06
2.850137965274897e-18,9.129134603824696e-08,True,9,True,8.495816530858199e-13,True,three_point,0.6666666666666667,three_point_k10_2,-9.129134603539682e-08,True,3,True,3,0.01
3.0459483450287067e-09,1e-08,False,16,True,1.1368683956480254e-13,True,three_point,0.0,three_point_k10_2,-6.954051654971294e-09,True,3,False,16,0.0001
2.986560109880547e-13,1e-12,False,23,True,1.1368683772180122e-13,True,three_point,0.0,three_point_k10_2,-7.013439890119453e-13,True,3,False,23,1e-06
1.0803100911837472e-17,8.899290770969515e-08,True,9,True,8.495816680566238e-13,True,three_point,0.6666666666666667,three_point_k10_3,-8.899290769889205e-08,True,3,True,3,0.01
2.825554162598328e-09,1e-08,False,16,True,1.1368683953974662e-13,True,three_point,0.0,three_point_k10_3,-7.174445837401672e-09,True,3,False,16,0.0001
2.411986777158043e-13,1e-12,False,23,True,1.1368683772179468e-13,True,three_point,0.0,three_point_k10_3,-7.588013222841957e-13,True,3,False,23,1e-06
1.4460248773140725e-06,5.226481005138339e-05,True,27,True,3.0909804310748197e-10,True,three_point,0.8518518518518519,three_point_k100_0,-5.081878517406932e-05,True,3,True,4,0.01
7.67274873119211e-09,1e-08,False,50,True,1.1368684060727631e-13,True,three_point,0.0,three_point_k100_0,-2.32725126880789e-09,True,3,False,50,0.0001
7.520861463508425e-13,1e-12,False,73,True,1.136868377219011e-13,True,three_point,0.0,three_point_k100_0,-2.4791385364915746e-13,False,73,True,73,1e-06
4.1564227789404776e-07,1.385711237844589e-05,True,27,True,1.0608944041483696e-10,True,three_point,0.7037037037037037,three_point_k100_1,-1.3441470100551843e-05,True,3,True,8,0.01
6.817038744021929e-09,1e-08,False,50,True,1.1368684050999336e-13,True,three_point,0.0,three_point_k100_1,-3.182961255978071e-09,True,3,False,50,0.0001
6.772398030803716e-13,1e-12,False,73,True,1.136868377218926e-13,True,three_point,0.0,three_point_k100_1,-3.227601969196284e-13,False,73,True,73,1e-06
