system,plant,horizon,state_index,barrier_stage,newton_iteration,barrier_weight,weyl_lower,weyl_upper,exact_lower,exact_upper,weyl_condition_number,exact_condition_number,interval_chebyshev_degree,maximum_control_fraction,newton_decrement_half
266,double_integrator,40,1,0,0,0.1,0.2225038733077797,223.91752777731298,0.22250387330778404,223.9175277773131,1006.3533926332052,1006.3533926331861,59,0.0,334.6061381685255
267,double_integrator,40,1,0,1,0.1,0.22250388107914454,4223.742653247623,0.22251680936334148,4022.8866622861415,18982.781930645244,18079.02366475731,255,0.995,206.58387813388694
268,double_integrator,40,1,0,2,0.1,0.22250392753965126,9851.548969170522,0.22252481481781464,9646.936195577397,44275.84302939969,43352.18165882097,389,0.9967771779486643,117.42977516147515
269,double_integrator,40,1,0,3,0.1,0.22250409136988103,9548.76611227418,0.22253539267156802,9341.408853452316,42915.01362283146,41977.18278116311,383,0.996725273513435,60.13766015460332
270,double_integrator,40,1,0,4,0.1,0.22250420045283903,6369.822026540215,0.22254988331909742,6160.2671266590005,28627.873152850134,27680.388031595867,313,0.9959663248757662,22.4562594540782
271,double_integrator,40,1,0,5,0.1,0.22250390692201938,12196.250621957284,0.22256569926623715,11985.092654147913,54813.647053090564,53849.68435684749,432,0.9971099361902795,5.312187907133479
272,double_integrator,40,1,0,6,0.1,0.22250394077904845,3293.550774085346,0.22258426918794869,3083.139516202593,14802.213221724094,13851.560703057638,225,0.9942925201626711,0.1562655470669236
273,double_integrator,40,1,0,7,0.1,0.22250516021496164,1028.1146784752652,0.2225862353302016,821.9386250696948,4620.632966363595,3692.6749933587203,126,0.9888500848370707,0.09535470042889148
274,double_integrator,40,1,0,8,0.1,0.22250765302111708,471.1459773935163,0.22258501493740793,345.1678757987795,2117.437180233986,1550.723780286119,85,0.9798953011349102,0.05612881809564042
275,double_integrator,40,1,0,9,0.1,0.22250788249790354,474.35975657245206,0.22258469721794513,333.1364210632488,2131.8784361579706,1496.6726159842708,86,0.9800246233252589,0.029463715737929004
276,double_integrator,40,1,0,10,0.1,0.22250789875385885,476.75616048805125,0.22258450905583305,333.1328598301978,2142.6482527500975,1496.6578817335164,86,0.98011944648274,0.011783537792584333
277,double_integrator,40,1,0,11,0.1,0.22250790791607677,478.47273625593436,0.22258434272906136,334.03225946243356,2150.3628376048537,1500.699713946327,86,0.9801865454461812,0.002469288789576747
278,double_integrator,40,1,0,12,0.1,0.22250791223260036,479.40064872784467,0.22258424597252996,334.628205030087,2154.53304072486,1503.3777595894403,86,0.9802225347561908,0.0001157784559183569
279,double_integrator,40,1,0,13,0.1,0.22250791330226022,479.6354979372335,0.22258422142832401,334.78535461697743,2155.588494894044,1504.0839483978614,86,0.9802316123834255,2.9230196572254147e-07
280,double_integrator,40,1,1,0,0.03,0.0825050853230791,300.49662021804494,0.08255412456238356,245.42662488746367,3642.1587716846734,2972.917781981959,112,0.980232088937725,0.5537685967850638
281,double_integrator,40,1,1,1,0.03,0.08250425502130813,3071081.403184859,0.08254272508929301,3070879.437043842,37223309.299522795,37203514.10402101,11252,0.9999011604446886,0.07425520322748377
282,double_integrator,40,1,1,2,0.03,0.08250400356553775,783682.418100477,0.08253603509811984,783480.456010732,9498719.870944835,9492586.54210032,5684,0.9998043172353768,0.040157055398724384
283,double_integrator,40,1,1,3,0.03,0.08250399737175773,203176.50063233214,0.08253638892070222,202974.55412475337,2462626.1406078525,2459212.92146381,2894,0.999615529405001,0.025935168793608358
284,double_integrator,40,1,1,4,0.03,0.08250397681216812,54401.112156916286,0.0825364393285422,54199.22370462778,659375.6356832114,656670.2434167762,1498,0.9992558652269578,0.016387624818634865
285,double_integrator,40,1,1,5,0.03,0.08250396702722276,15557.751314535873,0.08253646675742386,15356.06707715481,188569.73640312938,186051.9074833499,801,0.9986012743928372,0.010140988040794743
286,double_integrator,40,1,1,6,0.03,0.082503961700155,5073.960404527453,0.08253648370708133,4872.928336158273,61499.597109867274,59039.68908406736,458,0.9975129803267424,0.005679999339489463
287,double_integrator,40,1,1,7,0.03,0.08250395832392908,2097.0148818358402,0.0825364953204341,1897.767653315586,25417.14269759626,22993.072893970373,295,0.995998174563396,0.0021185215973062847
288,double_integrator,40,1,1,8,0.03,0.08250395576488304,1216.2944161660714,0.08253650444621498,1020.7371984946303,14742.255748708896,12367.09993164049,224,0.9945023106281707,0.00030340610994738257
289,double_integrator,40,1,1,9,0.03,0.08250395447373596,985.5649113243693,0.0825365091065012,793.8551234556144,11945.668757466781,9618.229945141748,202,0.9937247824242537,6.488496409114491e-06
290,double_integrator,40,1,1,10,0.03,0.08250395425896535,955.0085275444897,0.08253650988448963,764.2311760703938,11575.306130744793,9259.31054196428,199,0.9935950203460627,4.267717846209067e-09
291,double_integrator,40,1,2,0,0.01,0.04250390028963437,467.22286122824244,0.04252954181247071,325.21652529752726,10992.47029200721,7646.83820793399,194,0.9935916237119883,0.18504475719931726
292,double_integrator,40,1,2,1,0.01,0.04250387534188592,1188.0637594290563,0.04252798677839557,993.6793619486596,27951.89261856002,23365.30452585293,309,0.9967797909152741,0.029523586174728583
293,double_integrator,40,1,2,2,0.01,0.042503876065310905,3451.922225206135,0.042524421567268815,3251.9008374317154,81214.29254833033,76471.37145152173,526,0.9982399717612739,0.005105189036967943
294,double_integrator,40,1,2,3,0.01,0.042503876280502687,2464.7025024470104,0.04252445080383073,2265.595941989575,57987.71119559312,53277.48857806491,445,0.9978875775691695,0.0005105482879392974
295,double_integrator,40,1,2,4,0.01,0.04250387630780674,2295.995711753718,0.0425244776154413,2097.1307606052787,54018.501633273605,49315.85002807366,429,0.9978032722560378,1.2093621175192885e-05
296,double_integrator,40,1,2,5,0.01,0.04250387630819812,2289.3248211217315,0.042524483404075525,2090.469345927871,53861.553815037994,49159.19438841487,428,0.9977997279385851,1.8705653334997237e-08
297,double_integrator,40,2,0,0,0.1,0.2225038733077797,223.91752777731298,0.22250387330778404,223.9175277773131,1006.3533926332052,1006.3533926331861,59,0.0,590.1908020704824
298,double_integrator,40,2,0,1,0.1,0.22250388007101646,4223.742653247623,0.22251646657823468,4022.88666638418,18982.782016653073,18079.05153378737,255,0.995,368.28405964216347
299,double_integrator,40,2,0,2,0.1,0.22250389500071793,11284.126685199682,0.22252339559785825,11079.454721695462,50714.28832813589,49790.06675647772,416,0.9969931283129405,221.47199667245877
300,double_integrator,40,2,0,3,0.1,0.22250405971510623,13557.555695991228,0.22253222095079753,13350.049363017648,60931.72283395771,59991.534286486,456,0.9972614364821717,126.16602702945995
301,double_integrator,40,2,0,4,0.1,0.2225044250812933,11349.938572905397,0.22254294319736645,11140.016515351457,51009.94539213605,50057.82863881566,417,0.9970020343847181,63.80379483892964
302,double_integrator,40,2,0,5,0.1,0.22250387603954924,6871.199159387543,0.2225562855106825,6659.402589848231,30881.25601086703,29922.32987069955,325,0.9961214245263299,23.572304024325902
303,double_integrator,40,2,0,6,0.1,0.22250463705403306,13762.259931262437,0.2225714023608363,13548.972894864331,61851.564594226445,60874.72492489633,459,0.9972822190679547,4.651200204280285
304,double_integrator,40,2,0,7,0.1,0.22250583372367183,3689.5756519291717,0.22258745304761968,3476.848015644452,16581.92771930297,15620.143759408693,238,0.9946284925254707,0.16159639262201375
305,double_integrator,40,2,0,8,0.1,0.22250800932412995,1128.6630746826706,0.22258933452278312,919.3825432101635,5072.460439114056,4130.398004833695,132,0.9894877703742098,0.10312325919785767
306,double_integrator,40,2,0,9,0.1,0.22250716586788766,648.3881172214345,0.22258970938792538,478.8011664914206,2914.010048586081,2151.0480776852737,100,0.9846542934313831,0.060044415478647695
307,double_integrator,40,2,0,10,0.1,0.22250620108936736,654.0670339316135,0.22259010187170072,480.83764592599323,2939.545193479413,2160.193296479753,100,0.9847558871539821,0.03177506812509267
308,double_integrator,40,2,0,11,0.1,0.22250567520839487,657.878278920637,0.2225904066993667,483.8881529673146,2956.6808950130367,2173.894913723123,101,0.9848229482068731,0.01338955933121816
309,double_integrator,40,2,0,12,0.1,0.2225053209293194,660.5638547062402,0.22259062442176653,486.256573708625,2968.7553176136116,2184.5330411907294,101,0.9848696744245853,0.00317154739636287
310,double_integrator,40,2,0,13,0.1,0.22250512867695849,662.0988394109503,0.22259075115148802,487.64096783362425,2975.656531370164,2190.7512567840326,101,0.9848961884902302,0.00019016244504608623
311,double_integrator,40,2,0,14,0.1,0.22250507474079317,662.5463648116819,0.22259078870344892,488.0467388453235,2977.668556923989,2192.5738333023905,101,0.9849038924707897,7.530162378474283e-07
312,double_integrator,40,2,1,0,0.03,0.0825042326687952,355.3751252338275,0.0825682644372315,269.6906907403676,4307.356286318601,3266.2753974365874,122,0.9849044054118292,0.63935151129834
313,double_integrator,40,2,1,1,0.03,0.0825038890617757,5266223.042820731,0.08255446615922639,5266021.076103125,63829997.624446385,63788445.629898705,14734,0.9999245220270592,0.08606724323496617
314,double_integrator,40,2,1,2,0.03,0.08250388560493059,1343756.869510433,0.08254435189141357,1343554.9051596445,16287194.956429148,16276763.63522825,7443,0.9998505704684535,0.04760589476610771
315,double_integrator,40,2,1,3,0.03,0.08250388888896597,348278.6182299035,0.08254472663858567,348076.6629810425,4221360.022175659,4216824.952429287,3789,0.9997064130443978,0.03026186453988488
316,double_integrator,40,2,1,4,0.03,0.0825038977125141,93144.3665812049,0.08254481491201579,92942.44521521436,1128969.2870725654,1125963.4577202864,1960,0.999431795684905,0.018522057466514554
317,double_integrator,40,2,1,5,0.03,0.0825039025395658,26528.307316194747,0.08254486155051387,26326.504738368512,321540.0302243007,318935.71863656025,1046,0.9989320647480017,0.010872656494771678
318,double_integrator,40,2,1,6,0.03,0.08250390545280656,8546.925120811833,0.08254488938002504,8345.497821557314,103594.188346645,101102.5380764134,594,0.9981014787608434,0.005773742683728187
319,double_integrator,40,2,1,7,0.03,0.08250390729825635,3440.27309781964,0.08254490690298098,3239.8455733591754,41698.305092180126,39249.490912469286,377,0.9969460240980716,0.0021136388339137806
320,double_integrator,40,2,1,8,0.03,0.08250390860109152,1929.3854030168834,0.08254491915627397,1730.9459817843344,23385.381804703466,20969.745921094294,283,0.9958061359198893,0.0003017022208473834
321,double_integrator,40,2,1,9,0.03,0.08250390925374373,1533.7730742751733,0.08254492521796256,1337.3990804877017,18590.307879327258,16202.075136130488,252,0.995214613485368,6.421215194755593e-06
322,double_integrator,40,2,2,0,0.01,0.042503885326161644,642.9740047138193,0.0425373908009731,469.67110957549255,15127.417170920637,11041.370914662404,227,0.9951161601871646,0.21112790307836032
323,double_integrator,40,2,2,1,0.01,0.04250391712872777,1884.0906769556507,0.04253569697917513,1686.4142462136253,44327.45977857702,39647.034514075785,389,0.9975458704940502,0.03153480872332562
324,double_integrator,40,2,2,2,0.01,0.04250387408930883,5795.573931105621,0.04253148250347607,5594.791020928413,136354.0160816401,131544.69798862888,681,0.9986603228810697,0.005789782309843954
325,double_integrator,40,2,2,3,0.01,0.042503873584507704,4085.7082689704985,0.04253150990582564,3885.4612511630944,96125.55102412369,91354.88628939773,572,0.9983908574211906,0.0006137020375607958
326,double_integrator,40,2,2,4,0.01,0.04250387351581435,3791.992234543717,0.04253155587607871,3591.8852355264216,89215.21548225098,84452.24167185072,551,0.9983259400303098,1.4320738397217033e-05
327,double_integrator,40,2,2,5,0.01,0.04250387347304931,3780.2728398633158,0.04253156650885761,3580.171363711917,88939.4902387025,84176.80460855614,550,0.9983231841547109,2.04755649201108e-08
328,double_integrator,40,3,0,0,0.1,0.2225038733077797,223.91752777731298,0.22250387330778404,223.9175277773131,1006.3533926332052,1006.3533926331861,59,0.0,713.1359870581484
329,double_integrator,40,3,0,1,0.1,0.22250387898112267,4223.742653247623,0.2225163080989509,4022.8866733211817,18982.78210963669,18079.064441120612,255,0.995,407.9605239359404
330,double_integrator,40,3,0,2,0.1,0.22250391328939956,13404.766904696882,0.22252283279184634,13200.033639103218,60245.083812355166,59319.90651696796,453,0.997245610085201,228.40287226861298
331,double_integrator,40,3,0,3,0.1,0.22250405093538655,21923.70715460995,0.2225317643384727,21716.08056529695,98531.72138864305,97586.43054780534,579,0.9978533042939708,114.49180892979166
332,double_integrator,40,3,0,4,0.1,0.22250404619936226,12434.072648748397,0.22254311582566363,12226.61247168602,55882.45634691759,54940.420989091086,436,0.9971382196430597,47.77608723578517
333,double_integrator,40,3,0,5,0.1,0.22250465511205614,6942.094116177633,0.2225576647045666,6729.197681013416,31199.770237083387,30235.748968457527,326,0.9961419430047277,12.911728257138371
334,double_integrator,40,3,0,6,0.1,0.22250440694421725,17361.490706418383,0.2225777716263906,17147.21101764556,78027.62626077325,77039.18900953022,516,0.9975844105607161,0.47688598793122106
335,double_integrator,40,3,0,7,0.1,0.22250423122333612,4583.130438978944,0.22258514772353205,4369.231548581269,20597.94734590318,19629.48378751754,265,0.9952105323057745,0.14899994137539121
336,double_integrator,40,3,0,8,0.1,0.22250518365687416,1347.70774228576,0.2225868232310383,1135.8451291527754,6056.9723371661485,5102.930679655745,144,0.9905675695713864,0.09982997197497262
337,double_integrator,40,3,0,9,0.1,0.222506175056141,580.8193662151975,0.22258805369867232,426.6738008631776,2610.3516725711083,1916.8764620260597,95,0.9832652427408751,0.06425554634936982
338,double_integrator,40,3,0,10,0.1,0.22250567605777938,585.5283437454352,0.22258896968295153,423.40741451768656,2631.5209306992583,1902.1940535542901,95,0.9833745088312493,0.039062119712029615
339,double_integrator,40,3,0,11,0.1,0.22250529422201581,589.2209658643479,0.222589738151295,425.92383647848743,2648.121106172077,1913.4926884589152,95,0.9834587102686279,0.020817992762049403
340,double_integrator,40,3,0,12,0.1,0.22250500403648021,592.0906613934205,0.2225903751138529,428.2638469596422,2661.021777723012,1923.9998438413575,96,0.9835232706091189,0.007700298116129051
341,double_integrator,40,3,0,13,0.1,0.22250480297524966,594.200145492999,0.22259086165286374,430.05045575949305,2670.5048050540054,1932.0220631077298,96,0.9835702490985124,0.0010977512601236656
342,double_integrator,40,3,0,14,0.1,0.22250470957162355,595.2465475416689,0.2225911068337455,430.9459617762808,2675.208757098514,1936.043033822356,96,0.9835934039989769,2.2107035776828826e-05
343,double_integrator,40,3,0,15,0.1,0.22250469481722124,595.416174817278,0.2225911469287059,431.09145108205223,2675.971288185127,1936.6963018530437,96,0.9835971483167308,1.2879440085768462e-08
344,double_integrator,40,3,1,0,0.03,0.08250411965177751,335.22837523304077,0.08257168236642308,262.5177250051497,4063.171350084437,3179.2706346976383,118,0.9835972405045632,0.5939180192095737
345,double_integrator,40,3,1,1,0.03,0.08250388970826641,4460352.641224095,0.08255620013431303,4460150.674652446,54062331.57001315,54025629.41845797,13560,0.9999179862025228,0.08211498776486949
346,double_integrator,40,3,1,2,0.03,0.08250389546215929,1137799.2243410887,0.08254460833717056,1137597.2605638574,13790854.57683564,13781605.891412139,6849,0.9998376058006192,0.04611712927001157
347,double_integrator,40,3,1,3,0.03,0.08250390033206478,294749.0120436105,0.0825449119764184,294547.0590209591,3572546.3991071167,3568324.8303069957,3486,0.9996808467043452,0.029296106899911224
348,double_integrator,40,3,1,4,0.03,0.08250390806581523,78763.84819131327,0.08254502362858848,78561.93527219685,954668.0883102115,951746.4750593137,1802,0.9993819624839567,0.018043462885861422
349,double_integrator,40,3,1,5,0.03,0.08250391186114395,22409.024799577815,0.08254508118694587,22207.25305111044,271611.66415106156,269031.8154853595,962,0.9988371385411711,0.010760022359452776
350,double_integrator,40,3,1,6,0.03,0.0825039141374154,7215.296376951424,0.08254511534942507,7013.975165228445,87453.98872753963,84971.41394178568,546,0.9979285558383536,0.005845696066755685
351,double_integrator,40,3,1,7,0.03,0.08250391559096855,2907.0555163238087,0.08254513710216929,2706.964718145443,35235.364230907304,32793.75155431541,347,0.9966563289364555,0.002190715155935414
352,double_integrator,40,3,1,8,0.03,0.08250391665193113,1632.689334811818,0.08254515287415792,1435.1820724307017,19789.234269929686,17386.630498082322,260,0.9953856488927622,0.0003239823144936004
353,double_integrator,40,3,1,9,0.03,0.0825039171986108,1296.2924610322386,0.08254516092752213,1101.7235454019456,15711.889871988593,13346.918620333197,232,0.9947113073085492,7.380352752299827e-06
354,double_integrator,40,3,2,0,0.01,0.0425038879697095,565.9804769934153,0.04253827648314333,405.2902983772743,13315.969527229197,9527.661482426985,213,0.9945946770016321,0.20056763332090552
355,double_integrator,40,3,2,1,0.01,0.04250391945568683,1579.1733576095462,0.042536782800460214,1382.8449200584869,37153.59378223789,32509.39137887799,356,0.9972838251933202,0.02905132498239543
356,double_integrator,40,3,2,2,0.01,0.04250387361618931,4578.857497816278,0.04253306587158965,4378.484306884089,107728.00472642652,102943.06834365161,606,0.9984846984546102,0.005534186524494762
357,double_integrator,40,3,2,3,0.01,0.04250387332225723,3298.239264621353,0.0425331068628075,3098.5491613488853,77598.55765649065,72850.28980702958,514,0.9981965197406006,0.0005291136863284566
358,double_integrator,40,3,2,4,0.01,0.04250387335111929,3089.927699625826,0.04253317822856084,2890.4003652500783,72697.55568158017,67956.36925408944,498,0.9981321320370503,8.557566665128307e-06
359,double_integrator,40,4,0,0,0.1,0.2225038733077797,223.91752777731298,0.22250387330778404,223.9175277773131,1006.3533926332052,1006.3533926331861,59,0.0,631.4220711942173
360,double_integrator,40,4,0,1,0.1,0.22250387731087623,4223.742653247446,0.2225166308432586,4022.8866935491615,18982.782252131947,18079.038309648393,255,0.9949999999999999,260.05264316224293
361,double_integrator,40,4,0,2,0.1,0.2225039072165529,18891.10118580145,0.2225239719528022,18686.27706301338,84902.33462469315,83974.22039085647,538,0.9976854926470888,96.55701876972387
362,double_integrator,40,4,0,3,0.1,0.22250387557826617,19063.48306039024,0.22253432129806897,18854.600730346046,85677.08320066822,84726.70921215629,540,0.9976961057437035,24.91714377066041
363,double_integrator,40,4,0,4,0.1,0.22250409314193992,11543.765214358886,0.2225488806961876,11331.547409504026,51881.136438217705,50917.11705786234,421,0.9970278114771369,1.5061287647682293
364,double_integrator,40,4,0,5,0.1,0.22250416031394032,3112.446858223214,0.22255881207081205,2901.0052987462245,13988.263652381753,13034.780657542353,219,0.9941163278513901,0.12029202622039656
365,double_integrator,40,4,0,6,0.1,0.22250396120366434,973.2975532287528,0.2225603201175204,766.3291999004573,4374.293149495282,3443.242710541601,122,0.9884495654312732,0.09234858904528057
366,double_integrator,40,4,0,7,0.1,0.22250392280060888,424.70997676684965,0.22256086833129216,295.7339675093449,1908.7752315604903,1328.7779191674038,81,0.977693175373585,0.06410479887294214
367,double_integrator,40,4,0,8,0.1,0.222503891164178,327.7705878207021,0.2225614980780824,264.6281797212649,1473.1004752579872,1189.011495727909,71,0.968995380452677,0.038013649869257794
368,double_integrator,40,4,0,9,0.1,0.22250387430719387,329.65077588125996,0.2225621775175809,260.7840739230078,1481.5507231399336,1171.73581257942,71,0.9692718283574803,0.017667106677429652
369,double_integrator,40,4,0,10,0.1,0.22250387780889413,331.2127567214602,0.22256279927070552,260.58159946438457,1488.5707160840352,1170.8227984113212,72,0.9694959510049813,0.005027071115646404
370,double_integrator,40,4,0,11,0.1,0.22250389233192552,332.2215895469244,0.22256322983662852,260.8754201917782,1493.1046197219996,1172.1407007944329,72,0.9696381245371356,0.0004536143895039936
371,double_integrator,40,4,0,12,0.1,0.22250390038976164,332.5862274457344,0.222563389927733,261.0172243642164,1494.7433589395096,1172.776998269884,72,0.9696890254984109,3.829823306173004e-06
372,double_integrator,40,4,1,0,0.03,0.08250388169991885,256.38905533345405,0.08255061924712784,233.3645505386005,3107.599909856196,2826.9267107492947,103,0.9696940915607576,0.36422220730801547
373,double_integrator,40,4,1,1,0.03,0.08250388599159804,1306775.524595431,0.0825380477852855,1306573.5603231261,15838957.267158415,15829954.734597635,7340,0.9998484704578038,0.057190968699011926
374,double_integrator,40,4,1,2,0.03,0.08250390311999464,333022.56304765516,0.08253179896556541,332820.6083086763,4036446.1613810346,4032634.84475285,3706,0.9996997591874646,0.034073204517840336
375,double_integrator,40,4,1,3,0.03,0.08250390395068749,86167.15271133641,0.08253201920024088,85965.23481051845,1044400.9142020533,1041598.5897782027,1885,0.999409181219292,0.02241626156999719
376,double_integrator,40,4,1,4,0.03,0.08250390432448199,23028.957417097983,0.08253211298232298,22827.178315519064,279125.6681202229,276585.4100985912,975,0.9988530529297581,0.014870883758457668
377,double_integrator,40,4,1,5,0.03,0.08250390454997794,6604.915002013376,0.08253216709328935,6403.638725571602,80055.7869114225,77589.61082814314,522,0.9978317478244341,0.0100565133016263
378,double_integrator,40,4,1,6,0.03,0.08250390468742881,2199.6975913698516,0.08253219940314328,2000.1620405283106,26661.73921953807,24234.92957891697,302,0.9961035404191897,0.006199264614937667
379,double_integrator,40,4,1,7,0.03,0.08250390479412639,959.4431885266048,0.08253222413788286,765.8136465711052,11629.063993040356,9278.965332276699,199,0.9936143530535274,0.002558875453152361
380,double_integrator,40,4,1,8,0.03,0.08250390489410159,593.4605395364208,0.08253224720522329,418.7776984380572,7193.120620147141,5074.109970575885,157,0.9909922757087201,0.0004398532163222175
381,double_integrator,40,4,1,9,0.03,0.0825039049524757,493.7739381728941,0.08253226065803447,345.92263761165157,5984.855364813582,4191.36268476824,143,0.9894600275237712,1.3384160412407384e-05
382,double_integrator,40,4,1,10,0.03,0.08250390496440888,478.44287493525087,0.08253226340818051,337.61693026443515,5799.033089908229,4090.7266603689304,141,0.989147469636808,1.594568126155353e-08
383,double_integrator,40,4,2,0,0.01,0.04250388386013089,308.45245286069303,0.04252758918660945,249.8833326257644,7257.041588851715,5875.7935120489865,158,0.9891363628385383,0.13481481937483047
384,double_integrator,40,4,2,1,0.01,0.04250387370970323,559.2855876856911,0.042526427763044335,396.0606781996579,13158.46154413007,9313.283504706607,212,0.9945410223263655,0.020055668351454947
385,double_integrator,40,4,2,2,0.01,0.04250387343966726,1104.2355392207246,0.04252392138545034,912.1346552907113,25979.644909025712,21449.918671018906,298,0.9966299876178756,0.002886046267006623
386,double_integrator,40,4,2,3,0.01,0.0425038734155638,902.9745507553565,0.04252403959572719,714.6606749898646,21244.523809086797,16806.039167117924,269,0.9961630712590619,0.00016610436558239008
387,double_integrator,40,4,2,4,0.01,0.04250387340827137,879.0193114315935,0.04252407928914133,691.2765713072314,20680.922488832133,16256.120834666755,266,0.9960935690094203,9.35917339413273e-07
388,double_integrator,40,5,0,0,0.1,0.2225038733077797,223.91752777731298,0.22250387330778404,223.9175277773131,1006.3533926332052,1006.3533926331861,59,0.0,392.9159581571662
389,double_integrator,40,5,0,1,0.1,0.22250387333248295,4223.742653247446,0.22252405485321822,4022.8898163070153,18982.782591546144,18078.449176924274,255,0.9949999999999999,0.2864885771376523
390,double_integrator,40,5,0,2,0.1,0.22250387364140461,1249.78895711695,0.2225311974688269,1052.836071584615,5616.931232087922,4731.184137595362,139,0.990127740878793,0.07935703542489549
391,double_integrator,40,5,0,3,0.1,0.2225038754370816,493.765266135715,0.22253270448840334,326.50811330889843,2219.131083293599,1467.2365307361529,87,0.9807557839514561,0.05454964828426596
392,double_integrator,40,5,0,4,0.1,0.22250387546034767,298.6024445339645,0.22253349685285467,234.52121180267687,1342.0100837172984,1053.869260670221,68,0.9634507848851417,0.035571453829500194
393,double_integrator,40,5,0,5,0.1,0.22250387418062484,246.76910928167067,0.2225340510937138,226.95687776516465,1109.05533753245,1019.874831063891,62,0.9340975429528926,0.020814677840211793
394,double_integrator,40,5,0,6,0.1,0.2225038735734579,232.36432548250238,0.22253445461786092,225.4431875466667,1044.3158662844094,1013.0709329204806,60,0.8922853384672398,0.007885172142632886
395,double_integrator,40,5,0,7,0.1,0.22250387333247068,228.24004989047884,0.22253479007013258,225.07575790592193,1025.780120013628,1011.4182947978092,60,0.8508181924601512,0.001027590834156536
396,double_integrator,40,5,0,8,0.1,0.22250387330815147,227.23111333458814,0.22253496029125033,224.99804300968,1021.2456527437156,1011.0682955846848,59,0.8305752328301772,1.6177187998779648e-05
397,double_integrator,40,5,0,9,0.1,0.22250387330972776,227.11714548163428,0.22253498521631446,224.98984928319553,1020.7334465835784,1011.0313623922765,59,0.8277316566562868,6.238513509737987e-09
398,double_integrator,40,5,1,0,0.03,0.0825038733083773,224.73674903752382,0.08252639125053766,224.09793369658797,2723.9539190786627,2715.469927871443,97,0.8276750007931504,0.03480270928292335
399,double_integrator,40,5,1,1,0.03,0.08250387340195528,225.9114296164924,0.08251389857120799,224.42400280868202,2738.191799988126,2719.8327396324416,97,0.8828367948665687,0.00028713237530658263
400,double_integrator,40,5,1,2,0.03,0.0825038733839914,225.68411717218547,0.08251417898308776,224.36757430869352,2735.43662758476,2719.139632410089,97,0.8762210384036428,4.6901461349144735e-07
401,double_integrator,40,5,2,0,0.01,0.04250387333266287,224.370484256031,0.04251118122100192,223.93304761971194,5278.824414423649,5267.6270380622045,134,0.8759762356798285,0.009872638388282059
402,double_integrator,40,5,2,1,0.01,0.0425038733077827,225.04797284775492,0.04250752382516943,224.13217010440698,5294.763872885612,5272.764676348766,135,0.913214358802736,9.623995568274686e-05
403,double_integrator,40,5,2,2,0.01,0.04250387330778164,224.92554867900446,0.04250756022801933,224.09794972562656,5291.88356671073,5271.955118654631,135,0.9089129508680218,1.9939019105289437e-07
404,double_integrator,40,6,0,0,0.1,0.2225038733077797,223.91752777731298,0.22250387330778404,223.9175277773131,1006.3533926332052,1006.3533926331861,59,0.0,137.33129425520917
405,double_integrator,40,6,0,1,0.1,0.2225038959169383,236.70315887868924,0.2225327332186533,225.44717160293885,1063.8157947897307,1013.0966727552028,61,0.9121531286482812,0.05359043788662121
406,double_integrator,40,6,0,2,0.1,0.22250390507530943,227.76781928575858,0.22254248181380892,224.4635918825802,1023.6576261826394,1008.632554346988,59,0.8422961703047003,0.020268042184536574
407,double_integrator,40,6,0,3,0.1,0.22250390710988455,225.29851142551755,0.2225432235845071,224.21296446438154,1012.5597988454776,1007.5029958359545,59,0.745850095296981,0.006394753617340446
408,double_integrator,40,6,0,4,0.1,0.22250390838758216,224.62165255904512,0.2225430999888335,224.1446572529473,1009.5177841450499,1007.1966161350056,59,0.6605503301728601,0.0005361769839955986
409,double_integrator,40,6,0,5,0.1,0.2225039088663926,224.48158518723454,0.22254304358671217,224.1300591187481,1008.888276753958,1007.1312745006903,59,0.6289601082484725,3.329004876603709e-06
410,double_integrator,40,6,1,0,0.03,0.08250388398763192,223.94367931968156,0.0825245438423493,223.8409324226127,2714.3410527588344,2712.416476366438,97,0.6262899443464329,0.10048203383403978
411,double_integrator,40,6,1,1,0.03,0.0825038774615993,224.57736879445977,0.08251927731524872,223.92720073758875,2722.0219910147534,2713.635019876856,97,0.8122106970340826,0.02052188637568557
412,double_integrator,40,6,1,2,0.03,0.08250387333268694,225.49132978636598,0.08251387486534403,224.08418283256023,2733.0999221951597,2715.715183637267,97,0.8696349267395105,0.0006937156195221874
413,double_integrator,40,6,1,3,0.03,0.08250387333051143,225.261172781092,0.08251397692606313,224.04706361022943,2730.3102713577246,2715.261970841466,97,0.8601991131747165,5.9918730742430135e-06
414,double_integrator,40,6,2,0,0.01,0.04250387331541104,224.22878469310288,0.04251178838338563,223.82651913720565,5275.490613035544,5265.045947224396,134,0.859747079601074,0.04156497121568392
415,double_integrator,40,6,2,1,0.01,0.04250387331293316,225.7334931031479,0.042511203949503584,223.99324066732495,5310.892290714157,5269.040155470369,135,0.9295229074995397,0.009294249614942345
416,double_integrator,40,6,2,2,0.01,0.04250387330954465,228.6718833837402,0.042510318208418406,224.4066296332671,5380.024585486183,5278.874378993178,136,0.9550612372148665,0.0008470137993691134
417,double_integrator,40,6,2,3,0.01,0.04250387330955322,227.66207294310038,0.04251031000013895,224.2570238823884,5356.2665050559235,5275.356116708051,135,0.9496329622375256,6.536748152125283e-05
418,double_integrator,40,6,2,4,0.01,0.042503873309562595,227.57973876291408,0.04251031472706837,224.23913200605307,5354.329406767566,5274.934646938033,135,0.9490985622719773,5.896926934800239e-07
