repeat,system,method,products,accepted_degree_two,total_ns
0,362,cg,5,False,23458
2,345,cost_gated_certificate,13560,False,42618959
3,304,certificate,238,False,824625
4,420,interval_chebyshev,255,False,762125
4,411,cg,6,False,40792
1,417,certificate,135,False,451333
2,336,interval_chebyshev,144,False,443041
0,450,certificate,2,True,52042
2,281,certificate,2,True,39584
4,253,interval_chebyshev,139,False,431541
1,359,cost_gated_certificate,2,True,38417
1,345,certificate,13560,False,41101791
4,367,cg,4,False,49125
2,351,cost_gated_certificate,2,True,110167
2,312,interval_chebyshev,122,False,367541
2,430,cost_gated_certificate,61,False,216000
1,268,cg,5,False,26000
2,346,certificate,6849,False,20851292
3,244,certificate,102,False,426167
1,450,direct,0,False,34917
2,321,direct,0,False,18917
1,321,interval_chebyshev,252,False,794625
3,244,cost_gated_certificate,102,False,375167
0,242,cost_gated_certificate,69,False,247416
4,233,cost_gated_certificate,602,False,1861166
3,439,interval_chebyshev,107,False,331167
2,262,direct,0,False,29625
0,368,cost_gated_certificate,71,False,349041
4,309,cg,11,False,54917
3,413,cg,6,False,26667
2,412,interval_chebyshev,97,False,281250
0,350,direct,0,False,34750
4,442,direct,0,False,19459
0,436,certificate,2,True,61459
4,301,direct,0,False,17125
2,252,certificate,2,True,45708
3,324,interval_chebyshev,681,False,1989958
0,389,interval_chebyshev,255,False,779292
0,306,interval_chebyshev,100,False,305333
0,452,cg,2,False,13959
2,432,certificate,2,True,41792
3,292,direct,0,False,15500
1,340,cost_gated_certificate,96,False,326416
2,302,cost_gated_certificate,325,False,988000
2,438,certificate,2,True,35666
2,357,direct,0,False,14250
4,316,interval_chebyshev,1960,False,5925542
0,385,direct,0,False,51291
4,241,cost_gated_certificate,69,False,274417
4,324,cost_gated_certificate,681,False,2095458
2,357,cost_gated_certificate,514,False,1599584
1,321,cost_gated_certificate,2,True,46833
3,408,interval_chebyshev,59,False,183667
4,246,cost_gated_certificate,2,True,37458
2,412,cost_gated_certificate,97,False,325792
1,368,certificate,71,False,244250
3,340,interval_chebyshev,96,False,299333
1,347,certificate,2,True,36541
4,262,cost_gated_certificate,2,True,35083
4,316,cg,2,False,20666
1,331,certificate,579,False,1784708
1,452,certificate,2,True,46333
4,284,interval_chebyshev,1498,False,4802333
4,337,interval_chebyshev,95,False,294750
2,256,interval_chebyshev,15719,False,48429125
2,315,cost_gated_certificate,3789,False,11548500
3,360,cost_gated_certificate,2,True,67542
3,245,cg,2,False,28417
0,320,interval_chebyshev,283,False,875709
0,326,certificate,551,False,1647541
2,307,interval_chebyshev,100,False,297083
1,292,cg,10,False,42667
1,252,certificate,2,True,38292
2,409,cost_gated_certificate,59,False,200500
0,234,cost_gated_certificate,414,False,1238041
4,240,direct,0,False,27334
3,400,interval_chebyshev,97,False,293375
2,246,cg,2,False,12584
2,332,cg,7,False,30083
1,262,interval_chebyshev,402,False,1230625
2,379,cg,2,False,11875
4,259,certificate,2,True,37833
3,420,cg,3,False,17209
0,451,certificate,2,True,36459
3,233,certificate,602,False,1836000
4,340,cg,12,False,50042
4,289,direct,0,False,17625
4,369,cg,9,False,42500
2,360,cg,2,False,10625
2,280,interval_chebyshev,112,False,347000
1,402,cg,6,False,26667
2,377,certificate,2,True,37375
2,402,cost_gated_certificate,135,False,436833
1,294,direct,0,False,15542
2,436,cg,2,False,17458
2,432,cg,1,False,9708
0,408,direct,0,False,16750
2,268,interval_chebyshev,389,False,1177917
2,313,cost_gated_certificate,14734,False,44511416
3,364,interval_chebyshev,219,False,677958
0,366,certificate,81,False,363667
2,293,direct,0,False,29917
1,248,cost_gated_certificate,2,True,51750
2,262,certificate,2,True,38625
4,279,direct,0,False,16250
1,389,cg,3,False,24833
1,311,direct,0,False,15167
1,448,cg,2,False,14625
0,418,cost_gated_certificate,135,False,441833
0,389,cg,3,False,15833
1,258,certificate,2,True,36875
3,418,cg,7,False,30500
2,282,direct,0,False,14875
2,359,direct,0,False,15084
0,409,cost_gated_certificate,59,False,209500
0,381,cost_gated_certificate,143,False,455875
3,278,certificate,86,False,286666
0,230,certificate,2,True,35000
0,427,certificate,61,False,212291
3,343,interval_chebyshev,96,False,295625
3,273,cost_gated_certificate,126,False,411042
3,410,cost_gated_certificate,97,False,321750
4,333,cost_gated_certificate,326,False,1010500
3,424,interval_chebyshev,93,False,286833
0,284,direct,0,False,14917
1,331,cost_gated_certificate,579,False,1774708
2,356,cg,11,False,46166
2,442,interval_chebyshev,138,False,423625
4,400,interval_chebyshev,97,False,331916
3,366,cost_gated_certificate,81,False,300917
2,374,interval_chebyshev,3706,False,11316459
2,300,direct,0,False,32417
3,286,cost_gated_certificate,2,True,57250
0,396,certificate,59,False,212000
4,343,direct,0,False,17291
3,356,cg,11,False,53666
4,328,direct,0,False,15833
4,238,direct,0,False,15917
4,306,cost_gated_certificate,100,False,334125
0,410,interval_chebyshev,97,False,300041
2,347,certificate,2,True,38125
3,270,certificate,313,False,980959
3,426,direct,0,False,14542
1,278,direct,0,False,14458
2,296,cg,12,False,53250
4,346,interval_chebyshev,6849,False,21133000
4,283,certificate,2,True,54500
3,309,cost_gated_certificate,101,False,331917
1,235,cost_gated_certificate,215,False,670167
4,322,certificate,227,False,706125
2,268,cg,5,False,25500
4,376,direct,0,False,16708
0,322,cost_gated_certificate,227,False,716917
0,341,cost_gated_certificate,96,False,318792
2,243,interval_chebyshev,69,False,214792
3,430,interval_chebyshev,61,False,189250
1,297,interval_chebyshev,59,False,182667
1,317,direct,0,False,14792
4,403,direct,0,False,15583
4,355,interval_chebyshev,356,False,1099917
1,269,cost_gated_certificate,383,False,1233333
3,256,direct,0,False,31292
4,232,interval_chebyshev,617,False,1889625
3,353,cg,2,False,17375
1,403,cg,5,False,22875
4,235,cg,4,False,18083
2,431,cg,6,False,25959
4,393,interval_chebyshev,62,False,192625
0,383,certificate,158,False,523458
3,437,certificate,2,True,43958
1,242,certificate,69,False,239583
3,391,cg,3,False,16750
1,303,certificate,459,False,1401959
2,393,cg,3,False,16083
4,263,direct,0,False,18417
3,328,certificate,2,True,41750
1,380,interval_chebyshev,157,False,477500
0,293,cg,10,False,42792
4,306,interval_chebyshev,100,False,299292
3,305,interval_chebyshev,132,False,395417
4,429,cg,4,False,18708
3,381,cost_gated_certificate,143,False,457500
4,408,certificate,59,False,206083
1,370,cost_gated_certificate,72,False,279083
1,310,certificate,101,False,362041
4,371,interval_chebyshev,72,False,223250
4,298,cg,2,False,17375
1,408,certificate,59,False,217458
1,274,cost_gated_certificate,85,False,407291
2,443,certificate,2,True,50416
4,451,interval_chebyshev,163,False,471958
3,355,certificate,356,False,1047333
3,288,cg,2,False,18958
4,370,cg,10,False,39459
0,278,direct,0,False,68500
0,444,interval_chebyshev,3183,False,9796542
0,358,cg,13,False,73083
3,283,interval_chebyshev,2894,False,8861042
4,412,cost_gated_certificate,97,False,397125
1,398,certificate,97,False,326959
4,364,interval_chebyshev,219,False,674458
0,395,cost_gated_certificate,60,False,218708
0,292,direct,0,False,26625
4,358,direct,0,False,16750
3,422,direct,0,False,14125
0,230,interval_chebyshev,59,False,187959
3,429,cost_gated_certificate,61,False,214292
2,313,certificate,14734,False,44712333
3,236,interval_chebyshev,121,False,373000
2,414,certificate,134,False,530667
0,387,cost_gated_certificate,266,False,975708
0,374,cg,2,False,35167
3,311,certificate,101,False,380000
0,329,cg,2,False,15250
4,407,interval_chebyshev,59,False,178041
2,384,direct,0,False,28417
2,385,certificate,298,False,919250
4,347,certificate,2,True,43125
3,315,direct,0,False,17041
1,316,direct,0,False,16292
3,339,certificate,95,False,310417
3,311,cost_gated_certificate,101,False,323083
3,357,direct,0,False,14625
0,413,certificate,97,False,318000
4,406,cost_gated_certificate,59,False,201791
0,372,direct,0,False,14250
2,297,interval_chebyshev,59,False,181500
1,443,certificate,2,True,35500
2,288,certificate,2,True,34625
4,290,cost_gated_certificate,2,True,35042
3,412,cg,6,False,27875
2,449,cg,2,False,11334
4,293,cost_gated_certificate,526,False,1572834
4,449,cost_gated_certificate,2,True,33375
2,415,cg,6,False,26542
1,364,certificate,219,False,669750
0,351,cost_gated_certificate,2,True,33666
3,443,interval_chebyshev,6301,False,19620958
0,236,certificate,121,False,453583
2,351,interval_chebyshev,347,False,1069334
2,441,direct,0,False,42917
4,438,interval_chebyshev,116,False,362208
4,409,interval_chebyshev,59,False,183333
3,352,cg,1,False,16583
0,427,cost_gated_certificate,61,False,241291
1,431,cost_gated_certificate,97,False,330125
3,448,cg,2,False,15500
1,363,cg,6,False,27417
0,267,interval_chebyshev,255,False,781625
4,247,direct,0,False,19166
0,388,interval_chebyshev,59,False,184459
4,440,cost_gated_certificate,2,True,46833
2,382,cost_gated_certificate,141,False,486875
0,412,certificate,97,False,339292
2,255,cg,9,False,43125
4,390,interval_chebyshev,139,False,426875
1,330,interval_chebyshev,453,False,1470500
0,422,direct,0,False,36750
2,259,interval_chebyshev,2086,False,6552208
4,403,cost_gated_certificate,135,False,474166
4,357,cost_gated_certificate,514,False,1597542
2,425,direct,0,False,25291
2,403,direct,0,False,16917
3,449,direct,0,False,14500
0,264,interval_chebyshev,270,False,875167
2,396,direct,0,False,33292
1,340,certificate,96,False,353333
0,348,interval_chebyshev,1802,False,5497583
3,391,certificate,87,False,320042
1,279,cg,10,False,47416
1,368,cost_gated_certificate,71,False,244792
3,331,cost_gated_certificate,579,False,1764250
1,414,cost_gated_certificate,134,False,431791
4,451,certificate,2,True,40083
4,308,cost_gated_certificate,101,False,330833
4,231,cg,3,False,18250
4,257,certificate,7937,False,24106500
1,263,direct,0,False,69750
3,420,direct,0,False,20292
3,403,cost_gated_certificate,135,False,502209
4,425,interval_chebyshev,71,False,216583
0,243,cg,7,False,36458
0,248,certificate,2,True,49833
2,315,certificate,3789,False,11623042
3,257,cg,3,False,31625
4,395,direct,0,False,38292
2,274,cg,5,False,27209
1,345,cg,3,False,16208
3,267,cg,3,False,15208
0,255,cost_gated_certificate,156,False,544458
0,378,certificate,2,True,70750
2,280,cg,8,False,40292
2,373,cost_gated_certificate,2,True,47459
1,400,cg,4,False,21792
1,298,cost_gated_certificate,2,True,39542
4,350,interval_chebyshev,546,False,1695917
1,353,cg,2,False,15250
2,245,direct,0,False,21542
0,393,interval_chebyshev,62,False,193208
4,351,cost_gated_certificate,2,True,49209
0,328,cg,1,False,9667
0,343,direct,0,False,19625
1,259,interval_chebyshev,2086,False,6336041
4,358,cost_gated_certificate,498,False,1548875
1,319,cg,1,False,11500
1,289,cost_gated_certificate,2,True,40792
1,310,cost_gated_certificate,101,False,337792
1,264,certificate,2,True,35916
1,234,certificate,414,False,1297208
1,323,cost_gated_certificate,389,False,1217375
0,300,cost_gated_certificate,456,False,1457250
3,298,certificate,2,True,73041
1,275,direct,0,False,27708
3,446,cg,1,False,14958
2,295,interval_chebyshev,429,False,1346334
2,269,cost_gated_certificate,383,False,1226458
1,253,cost_gated_certificate,2,True,60334
0,306,certificate,100,False,339458
4,416,cost_gated_certificate,136,False,442625
0,402,cg,6,False,32167
4,275,direct,0,False,19750
3,351,cost_gated_certificate,2,True,42458
0,291,cost_gated_certificate,194,False,607375
4,311,direct,0,False,16500
0,242,direct,0,False,14375
1,365,cost_gated_certificate,122,False,420833
2,329,direct,0,False,27333
2,252,cg,2,False,17708
0,232,cg,5,False,23542
1,392,cost_gated_certificate,68,False,247250
2,328,certificate,2,True,40834
1,325,certificate,572,False,1804291
1,434,cost_gated_certificate,2,True,70083
2,359,certificate,2,True,44250
4,361,cost_gated_certificate,538,False,1649916
1,392,direct,0,False,21500
3,303,cg,10,False,49875
0,381,cg,3,False,16416
0,312,interval_chebyshev,122,False,376083
2,435,cg,1,False,8625
0,271,interval_chebyshev,432,False,1450292
1,265,certificate,2,True,103917
0,342,direct,0,False,30500
2,352,interval_chebyshev,260,False,844625
2,278,interval_chebyshev,86,False,272917
1,388,certificate,2,True,75042
4,390,direct,0,False,62167
2,383,certificate,158,False,552792
2,257,interval_chebyshev,7937,False,24437250
4,327,direct,0,False,61042
3,329,interval_chebyshev,255,False,758959
2,239,interval_chebyshev,69,False,207667
2,399,interval_chebyshev,97,False,290834
4,372,cg,7,False,42792
2,319,cost_gated_certificate,2,True,81917
2,310,cost_gated_certificate,101,False,368375
0,280,cost_gated_certificate,112,False,421125
1,353,interval_chebyshev,232,False,762458
1,265,interval_chebyshev,265,False,829667
0,371,cost_gated_certificate,72,False,273875
3,242,interval_chebyshev,69,False,211083
3,368,cost_gated_certificate,71,False,301542
2,380,direct,0,False,24583
1,343,certificate,96,False,331000
1,248,certificate,2,True,41791
1,436,certificate,2,True,38875
2,430,cg,4,False,24167
4,433,certificate,2,True,37167
1,291,cg,9,False,39875
0,316,interval_chebyshev,1960,False,6061125
4,295,cg,12,False,57375
1,444,direct,0,False,27333
4,401,interval_chebyshev,134,False,415875
4,326,direct,0,False,14708
2,264,interval_chebyshev,270,False,805917
4,231,cost_gated_certificate,255,False,823833
2,270,interval_chebyshev,313,False,945208
0,378,cg,1,False,10125
0,438,direct,0,False,16667
4,260,cost_gated_certificate,2,True,48875
0,342,interval_chebyshev,96,False,287959
3,431,cost_gated_certificate,97,False,323000
4,251,cg,2,False,13541
4,272,interval_chebyshev,225,False,689416
1,343,direct,0,False,15042
3,326,direct,0,False,14541
4,361,cg,4,False,24375
1,230,direct,0,False,14042
3,316,cost_gated_certificate,2,True,40041
2,404,cost_gated_certificate,2,True,35333
2,428,certificate,61,False,213375
1,374,direct,0,False,14916
3,304,interval_chebyshev,238,False,721375
0,236,interval_chebyshev,121,False,373625
2,314,cg,3,False,16834
2,327,cost_gated_certificate,550,False,1696333
3,243,certificate,69,False,238666
3,252,cg,2,False,12709
2,256,cost_gated_certificate,15719,False,47619500
3,238,interval_chebyshev,69,False,210083
1,448,direct,0,False,45000
4,413,cost_gated_certificate,97,False,355875
1,253,cg,2,False,16375
0,407,cost_gated_certificate,59,False,206083
3,269,direct,0,False,14916
0,263,direct,0,False,16834
3,423,interval_chebyshev,151,False,467958
4,266,cost_gated_certificate,2,True,38708
2,373,cg,2,False,13708
4,366,cg,4,False,18834
2,373,direct,0,False,14208
4,284,certificate,2,True,46417
2,320,cost_gated_certificate,2,True,35500
3,307,direct,0,False,15583
1,344,cg,10,False,50583
1,280,cg,8,False,33458
2,365,cost_gated_certificate,122,False,398417
0,433,certificate,2,True,34667
2,242,certificate,69,False,237542
4,296,certificate,428,False,1320333
2,444,direct,0,False,15792
3,312,certificate,122,False,408000
1,395,direct,0,False,14792
0,278,certificate,86,False,297917
3,362,direct,0,False,14167
1,384,interval_chebyshev,212,False,657542
0,367,cg,4,False,20084
1,333,cost_gated_certificate,326,False,1010750
0,293,certificate,526,False,1632416
4,381,direct,0,False,17458
0,289,interval_chebyshev,202,False,636667
3,267,cost_gated_certificate,255,False,810458
2,244,direct,0,False,62958
4,394,cg,3,False,33584
1,292,cost_gated_certificate,309,False,998791
3,440,interval_chebyshev,105,False,326500
3,371,interval_chebyshev,72,False,271083
1,399,interval_chebyshev,97,False,400459
4,377,certificate,2,True,82959
4,407,cg,4,False,26667
0,239,cost_gated_certificate,69,False,243167
0,311,interval_chebyshev,101,False,308666
0,383,cg,9,False,39917
1,299,interval_chebyshev,416,False,1283417
0,318,cost_gated_certificate,2,True,47958
4,439,cost_gated_certificate,2,True,38542
2,262,cg,1,False,10792
4,343,interval_chebyshev,96,False,300500
2,448,direct,0,False,24583
3,339,interval_chebyshev,95,False,301750
4,325,interval_chebyshev,572,False,1768875
4,244,cost_gated_certificate,102,False,353292
4,303,interval_chebyshev,459,False,1418459
2,313,direct,0,False,25209
0,442,interval_chebyshev,138,False,427792
2,291,interval_chebyshev,194,False,713625
0,253,cg,2,False,29667
0,368,interval_chebyshev,71,False,222667
0,338,cg,7,False,32667
4,324,interval_chebyshev,681,False,2107583
2,397,cg,4,False,23667
1,353,direct,0,False,48459
2,423,certificate,151,False,533250
0,282,cg,2,False,15542
2,311,direct,0,False,20125
2,443,direct,0,False,17875
4,438,direct,0,False,16458
0,301,interval_chebyshev,417,False,1255458
3,336,direct,0,False,13667
0,308,cg,9,False,41334
3,297,cg,1,False,8125
2,433,direct,0,False,13875
2,346,direct,0,False,14375
1,396,cg,3,False,17333
0,440,interval_chebyshev,105,False,314417
1,276,cost_gated_certificate,86,False,289625
4,427,certificate,61,False,208917
2,394,interval_chebyshev,60,False,180875
4,436,cost_gated_certificate,2,True,40541
3,277,cost_gated_certificate,86,False,281500
4,277,cg,9,False,37125
1,301,certificate,417,False,1238541
2,419,cost_gated_certificate,59,False,201166
1,419,interval_chebyshev,59,False,176500
1,316,cg,2,False,12209
4,422,direct,0,False,14292
3,424,certificate,93,False,304166
4,434,cost_gated_certificate,2,True,34500
1,249,direct,0,False,14334
3,271,cost_gated_certificate,432,False,1290625
3,346,cg,3,False,15125
0,264,cost_gated_certificate,2,True,34625
4,447,cost_gated_certificate,2,True,33875
0,364,cg,4,False,19334
1,430,cost_gated_certificate,61,False,206000
1,342,direct,0,False,14125
4,448,interval_chebyshev,281,False,907459
0,242,certificate,69,False,304458
1,319,cost_gated_certificate,2,True,55292
2,248,cg,1,False,17000
4,445,interval_chebyshev,1623,False,4873375
4,329,direct,0,False,29958
4,401,cost_gated_certificate,134,False,428542
0,253,certificate,2,True,37375
4,286,cg,1,False,10084
4,250,direct,0,False,16292
4,262,direct,0,False,16250
4,302,certificate,325,False,976834
2,364,direct,0,False,20042
4,387,interval_chebyshev,266,False,776792
4,436,cg,2,False,15166
4,231,direct,0,False,14584
0,430,cg,4,False,25875
1,304,interval_chebyshev,238,False,694334
1,233,cost_gated_certificate,602,False,1783709
4,344,interval_chebyshev,118,False,348000
3,410,interval_chebyshev,97,False,287291
3,258,cost_gated_certificate,2,True,36375
1,371,cg,10,False,40542
4,332,direct,0,False,13834
3,434,direct,0,False,14583
3,350,interval_chebyshev,546,False,1594500
0,368,cg,8,False,35916
0,398,interval_chebyshev,97,False,284833
4,368,cost_gated_certificate,71,False,232792
4,425,certificate,71,False,234291
1,234,interval_chebyshev,414,False,1208125
0,422,certificate,2,True,36208
4,248,certificate,2,True,33125
1,320,cost_gated_certificate,2,True,33708
4,306,cg,6,False,30541
4,291,cg,9,False,35708
3,255,cg,9,False,34458
1,303,cg,10,False,38625
4,397,cg,4,False,19875
1,375,cg,2,False,10708
0,417,interval_chebyshev,135,False,396375
1,321,cg,1,False,6708
0,337,interval_chebyshev,95,False,277958
0,286,certificate,2,True,33458
2,392,cost_gated_certificate,68,False,227334
1,336,cg,4,False,18708
3,426,cg,3,False,13542
0,300,certificate,456,False,1342708
2,320,direct,0,False,12917
0,322,certificate,227,False,689750
4,378,cost_gated_certificate,2,True,33542
3,305,cg,5,False,22791
0,302,cost_gated_certificate,325,False,962959
0,328,certificate,2,True,33250
4,365,interval_chebyshev,122,False,358375
3,254,cost_gated_certificate,2,True,32333
1,439,interval_chebyshev,107,False,319125
3,247,certificate,2,True,32667
0,299,interval_chebyshev,416,False,1225333
4,248,direct,0,False,12958
4,272,certificate,225,False,750041
4,370,interval_chebyshev,72,False,219250
4,312,certificate,122,False,413959
2,442,cg,6,False,30500
0,401,interval_chebyshev,134,False,399292
3,243,interval_chebyshev,69,False,205750
0,407,cg,4,False,20458
3,260,cg,2,False,12334
4,267,cg,3,False,15333
0,287,cg,1,False,7625
0,364,certificate,219,False,701041
3,274,cg,5,False,30500
0,244,cg,8,False,37000
4,419,certificate,59,False,222875
1,417,cg,7,False,30667
0,452,certificate,2,True,44292
1,294,interval_chebyshev,445,False,1334250
1,375,certificate,2,True,39042
1,251,cg,2,False,13542
2,440,certificate,2,True,38041
1,444,certificate,2,True,34458
3,289,certificate,2,True,33500
3,379,direct,0,False,18666
3,286,cg,1,False,10084
2,445,cost_gated_certificate,2,True,35541
3,388,certificate,2,True,33750
4,288,cost_gated_certificate,2,True,33125
2,337,interval_chebyshev,95,False,283416
3,262,direct,0,False,15083
4,364,direct,0,False,14417
3,323,interval_chebyshev,389,False,1194458
0,381,certificate,143,False,449083
4,296,direct,0,False,14667
3,420,interval_chebyshev,255,False,747834
0,325,direct,0,False,14167
3,306,cost_gated_certificate,100,False,323458
1,263,certificate,2,True,37958
2,364,cost_gated_certificate,219,False,706500
0,237,cg,3,False,17875
0,347,certificate,2,True,44833
1,250,cost_gated_certificate,2,True,36958
3,341,interval_chebyshev,96,False,289917
2,284,certificate,2,True,38000
4,369,certificate,72,False,239875
4,434,certificate,2,True,35625
0,302,certificate,325,False,995833
4,366,certificate,81,False,303375
4,319,interval_chebyshev,377,False,1141041
1,346,interval_chebyshev,6849,False,21104167
2,439,interval_chebyshev,107,False,326084
2,422,certificate,2,True,136250
4,396,cost_gated_certificate,59,False,215625
4,246,cg,2,False,21917
1,343,interval_chebyshev,96,False,293834
2,318,direct,0,False,40584
0,266,cost_gated_certificate,2,True,59084
0,395,certificate,60,False,267875
3,294,interval_chebyshev,445,False,1407500
3,309,certificate,101,False,370792
1,441,cg,2,False,18167
2,288,direct,0,False,26250
4,273,direct,0,False,17792
3,421,direct,0,False,13959
2,267,certificate,255,False,791208
2,361,cg,4,False,22208
0,363,direct,0,False,15583
2,263,cost_gated_certificate,2,True,43000
3,280,interval_chebyshev,112,False,368333
4,271,cg,8,False,34542
1,294,cg,11,False,41792
4,418,certificate,135,False,432292
4,421,cost_gated_certificate,541,False,1619667
2,232,interval_chebyshev,617,False,1872292
0,327,cost_gated_certificate,550,False,1678959
2,449,interval_chebyshev,202,False,603084
2,372,interval_chebyshev,103,False,326000
4,357,certificate,514,False,1556709
1,389,direct,0,False,42042
2,443,interval_chebyshev,6301,False,19219958
3,351,interval_chebyshev,347,False,1115625
3,359,direct,0,False,56250
0,336,certificate,144,False,484750
4,263,interval_chebyshev,303,False,972625
3,405,cost_gated_certificate,61,False,286167
2,366,certificate,81,False,335250
2,337,direct,0,False,36167
1,329,direct,0,False,19167
4,232,cg,5,False,30542
0,390,direct,0,False,15208
4,418,interval_chebyshev,135,False,482875
2,411,cg,6,False,35917
0,297,cost_gated_certificate,2,True,72917
0,287,direct,0,False,24458
3,302,certificate,325,False,1073667
1,233,direct,0,False,24708
0,239,certificate,69,False,276209
3,344,cg,10,False,69792
3,320,interval_chebyshev,283,False,915000
0,409,cg,5,False,29917
4,424,direct,0,False,21250
2,348,cg,2,False,15083
4,329,interval_chebyshev,255,False,733541
3,341,cost_gated_certificate,96,False,309292
2,298,cg,2,False,12208
1,380,cg,2,False,11250
3,332,interval_chebyshev,436,False,1261791
3,345,cg,3,False,14417
2,248,interval_chebyshev,859,False,2461084
4,357,interval_chebyshev,514,False,1663333
1,429,cg,4,False,35708
1,313,direct,0,False,35416
3,437,cost_gated_certificate,2,True,73959
2,375,direct,0,False,52791
0,399,certificate,97,False,346000
2,322,interval_chebyshev,227,False,676750
2,405,interval_chebyshev,61,False,177792
2,263,direct,0,False,20458
0,345,cost_gated_certificate,13560,False,39576917
1,323,direct,0,False,17583
3,314,direct,0,False,15708
2,350,cg,1,False,11750
3,313,direct,0,False,13459
4,452,cg,2,False,14291
3,435,interval_chebyshev,366,False,1062875
4,367,interval_chebyshev,71,False,204917
1,434,interval_chebyshev,691,False,2000625
4,340,direct,0,False,13458
3,404,interval_chebyshev,59,False,175708
2,350,cost_gated_certificate,2,True,42000
0,335,cost_gated_certificate,265,False,921750
4,311,cost_gated_certificate,101,False,433792
1,352,cost_gated_certificate,2,True,72166
2,433,certificate,2,True,50291
1,359,direct,0,False,36417
1,372,cost_gated_certificate,103,False,349792
0,281,cg,3,False,24042
2,258,cost_gated_certificate,2,True,39500
2,381,direct,0,False,18333
1,418,cost_gated_certificate,135,False,456625
3,424,cg,3,False,22000
1,384,cg,10,False,45458
1,309,interval_chebyshev,101,False,311084
2,311,interval_chebyshev,101,False,324041
2,426,cg,3,False,20042
3,386,certificate,269,False,884958
3,286,direct,0,False,21708
4,334,direct,0,False,16334
1,281,interval_chebyshev,11252,False,35703834
1,285,interval_chebyshev,801,False,2580458
4,363,direct,0,False,70417
4,272,cost_gated_certificate,225,False,774750
4,298,cost_gated_certificate,2,True,63208
2,388,direct,0,False,24583
3,402,certificate,135,False,442834
3,250,cost_gated_certificate,2,True,41500
1,381,direct,0,False,17250
3,448,cost_gated_certificate,2,True,43208
4,404,direct,0,False,14875
4,335,cost_gated_certificate,265,False,823125
2,304,direct,0,False,16333
3,314,cg,3,False,25250
2,367,cg,4,False,20250
3,264,cost_gated_certificate,2,True,38041
4,415,certificate,135,False,421250
1,300,interval_chebyshev,456,False,1369375
0,266,cg,2,False,13750
1,372,direct,0,False,15292
2,325,cg,13,False,55208
1,322,cg,11,False,45833
2,341,direct,0,False,16917
2,260,cost_gated_certificate,2,True,41625
1,438,interval_chebyshev,116,False,346334
1,389,cost_gated_certificate,255,False,777250
2,272,direct,0,False,14625
3,402,direct,0,False,14583
0,257,cg,3,False,19125
1,436,cost_gated_certificate,2,True,41750
3,294,cost_gated_certificate,445,False,1346792
3,240,interval_chebyshev,69,False,211333
3,352,direct,0,False,19834
2,364,interval_chebyshev,219,False,650459
2,402,interval_chebyshev,135,False,400291
4,326,cost_gated_certificate,551,False,1671250
1,306,interval_chebyshev,100,False,307584
0,426,interval_chebyshev,63,False,188791
4,296,interval_chebyshev,428,False,1276375
0,397,cost_gated_certificate,59,False,208416
1,303,direct,0,False,15333
2,296,direct,0,False,13875
2,236,interval_chebyshev,121,False,362042
2,341,certificate,96,False,313833
4,444,cg,2,False,13834
1,347,direct,0,False,13792
2,393,certificate,62,False,216375
4,283,cost_gated_certificate,2,True,35750
2,273,cg,4,False,19959
3,249,interval_chebyshev,464,False,1392375
1,290,cost_gated_certificate,2,True,39625
4,299,cg,4,False,19250
2,335,cg,3,False,14542
4,320,cost_gated_certificate,2,True,34084
1,280,direct,0,False,14292
0,413,interval_chebyshev,97,False,296292
1,433,cost_gated_certificate,2,True,37417
2,428,direct,0,False,13667
3,281,certificate,2,True,38041
1,302,interval_chebyshev,325,False,970208
0,366,direct,0,False,22291
3,444,interval_chebyshev,3183,False,9441125
1,306,cost_gated_certificate,100,False,371709
0,336,cg,4,False,26500
2,261,interval_chebyshev,631,False,1857084
0,391,direct,0,False,28083
0,331,interval_chebyshev,579,False,1713875
3,277,cg,9,False,37959
0,245,direct,0,False,19333
4,345,cost_gated_certificate,13560,False,39475791
4,360,cg,2,False,26250
0,323,direct,0,False,30500
3,280,cost_gated_certificate,112,False,376542
4,338,direct,0,False,15125
0,382,direct,0,False,14750
2,308,certificate,101,False,325792
4,322,cg,11,False,44292
1,328,interval_chebyshev,59,False,177792
2,294,direct,0,False,14500
4,431,cg,6,False,32333
0,296,certificate,428,False,1270083
0,408,cost_gated_certificate,59,False,202750
3,360,interval_chebyshev,255,False,740125
0,425,cost_gated_certificate,71,False,231292
2,395,cg,3,False,15791
1,380,direct,0,False,14291
4,319,direct,0,False,14875
2,418,interval_chebyshev,135,False,400708
0,254,direct,0,False,13125
2,256,certificate,15719,False,76907375
1,300,cg,5,False,49500
2,362,interval_chebyshev,540,False,1685875
3,419,interval_chebyshev,59,False,180875
1,275,certificate,86,False,380417
1,325,interval_chebyshev,572,False,1764875
0,288,cost_gated_certificate,2,True,74917
1,305,interval_chebyshev,132,False,425000
2,341,interval_chebyshev,96,False,296500
0,283,interval_chebyshev,2894,False,9174125
4,269,cg,6,False,38875
4,446,interval_chebyshev,845,False,2694167
1,242,cg,7,False,47625
1,298,interval_chebyshev,255,False,735375
3,346,cost_gated_certificate,6849,False,20331166
4,420,direct,0,False,61583
2,340,cost_gated_certificate,96,False,364667
3,393,direct,0,False,21208
3,420,certificate,255,False,785708
4,316,direct,0,False,15917
1,259,direct,0,False,16125
2,427,cost_gated_certificate,61,False,211458
1,269,direct,0,False,14083
