method,converged,failure,converged_stages,newton_updates,linear_systems,matrix_products,degree_two_acceptances,line_search_backtracks,maximum_linear_relative_residual,final_scaled_gradient,quadratic_objective,terminal_barrier_objective,maximum_control_fraction,feasibility_violation,solution_json,plant,horizon,state_index
interval_chebyshev,True,,3,31,34,18043,0,1,0.04860062397594095,8.3271100897727e-08,-92.80284537112608,-92.43977351818722,0.9960728561281321,0.0,"[-0.9960728561281321,-0.9948849272391301,-0.9930908082897546,-0.9902097393062824,-0.9851679784382662,-0.975111567647652,-0.9498246497928731,-0.8392010829862879,0.25691711909415343,0.7897361879915497,0.8546669146116205,0.8652795013556887,0.8550212647870551,0.8270970445810564,0.7765788354368888,0.6946095281241891,0.576857680501128,0.4378917811168451,0.3066715613820705,0.20238440958041903,0.1277607424087467,0.0775056763967088,0.04497060069560589,0.024576330494510384,0.01221089463248884,0.0050120032812715045,0.001050361648946656,-0.0009436967776986472,-0.0017871365643243656,-0.0019928958436250584,-0.0018737537813501453,-0.001613426649134921,-0.0013143355936945857,-0.0010290914781555032,-0.0007808100859929272,-0.0005758922215783344,-0.0004118034924818342,-0.0002815880424694514,-0.00017627862967475535,-8.596418837172041e-05]",double_integrator,40,0
cg,True,,3,33,36,285,0,1,0.04942094779817579,6.552559529110168e-08,-92.80284433503905,-92.43977351784497,0.9960728616540983,0.0,"[-0.9960728616540983,-0.9948849362314858,-0.9930908391335509,-0.9902096913933733,-0.9851679318956854,-0.9751110580338223,-0.9498246974341822,-0.8392015513849964,0.25692228455348076,0.789741413684995,0.8546517493470326,0.8652779416589648,0.8550205554166522,0.8270821098714051,0.77658818342046,0.6946055198152354,0.5768884587052129,0.4378793869170909,0.3066737622168136,0.20242778141634568,0.1277582225541485,0.0774736475785783,0.04495133299132713,0.024578564768416706,0.012219928172947736,0.005013076565209153,0.0010394954135556876,-0.0009609200878281632,-0.0018016863914780024,-0.001997857804285542,-0.0018670527062081665,-0.0015976960398110171,-0.001295005260025053,-0.0010119571756569523,-0.0007700520487251323,-0.0005730460235060105,-0.0004157566368428806,-0.0002893705486887877,-0.00018425146582330636,-9.096022958066768e-05]",double_integrator,40,0
direct,True,,3,36,39,0,0,0,0.0,6.926050173086552e-08,-92.80284446544604,-92.43977351820045,0.9960728785161875,0.0,"[-0.9960728785161875,-0.9948849332135863,-0.993090834718845,-0.9902096801902615,-0.9851679034864468,-0.9751109546310095,-0.9498243922589343,-0.8391972531026836,0.2569161045060216,0.7897356717926565,0.8546628546647665,0.8652777394437334,0.8550205120489086,0.8270980366762911,0.7765789020766705,0.6946088486679454,0.5768580971562095,0.43789239012022213,0.3066722893735976,0.20238520084719167,0.12776152741099933,0.07750638663808637,0.044971167467000306,0.024576700585574866,0.012211037438518374,0.00501191293911767,0.001050058085379401,-0.0009441691509173064,-0.0017877140474530113,-0.0019935044068674105,-0.0018743201868369024,-0.0016138894874915077,-0.0013146540801280986,-0.0010292504476516933,-0.0007808204572593381,-0.0005757870683791939,-0.0004116306138529192,-0.00028140046531036176,-0.00017612474240218714,-8.587918221004915e-05]",double_integrator,40,0
certificate,True,,3,29,32,25264,2,1,0.0460126353428355,1.5345811091108968e-07,-325.5755276980387,-325.0707523202756,0.997799711513865,0.0,"[-0.997799711513865,-0.9973217477408686,-0.9966721986567052,-0.9957617048057128,-0.9944348343525664,-0.9924033583275673,-0.989079003163465,-0.983098223746318,-0.970614654809244,-0.9362177160058125,-0.7366363120632943,0.5168649248874841,0.8115407172235809,0.8558858407323248,0.8600995373033256,0.8448072649215345,0.8105183001510069,0.7509161787538624,0.6576075030867474,0.5313749925944726,0.3932275252944086,0.27061961792115424,0.1767189400291144,0.11079036716842666,0.06681950810617775,0.03851583202851633,0.02085330597728341,0.010193741796843644,0.0040241476368445385,0.0006577021989320139,-0.0010122561866875196,-0.0016956018444242854,-0.0018363426952467264,-0.001703733246751769,-0.0014544007139795964,-0.0011738552155334122,-0.0009035834972970684,-0.0006581922232779137,-0.00043574141923209854,-0.0002234207328876849]",double_integrator,40,1
cost_gated_certificate,True,,3,29,32,25264,2,1,0.0460126353428355,1.5345811091108968e-07,-325.5755276980387,-325.0707523202756,0.997799711513865,0.0,"[-0.997799711513865,-0.9973217477408686,-0.9966721986567052,-0.9957617048057128,-0.9944348343525664,-0.9924033583275673,-0.989079003163465,-0.983098223746318,-0.970614654809244,-0.9362177160058125,-0.7366363120632943,0.5168649248874841,0.8115407172235809,0.8558858407323248,0.8600995373033256,0.8448072649215345,0.8105183001510069,0.7509161787538624,0.6576075030867474,0.5313749925944726,0.3932275252944086,0.27061961792115424,0.1767189400291144,0.11079036716842666,0.06681950810617775,0.03851583202851633,0.02085330597728341,0.010193741796843644,0.0040241476368445385,0.0006577021989320139,-0.0010122561866875196,-0.0016956018444242854,-0.0018363426952467264,-0.001703733246751769,-0.0014544007139795964,-0.0011738552155334122,-0.0009035834972970684,-0.0006581922232779137,-0.00043574141923209854,-0.0002234207328876849]",double_integrator,40,1
interval_chebyshev,True,,3,31,34,25296,0,1,0.04908280557023143,1.6798341147262724e-07,-325.5755277262176,-325.07075232027347,0.9977997126920803,0.0,"[-0.9977997126920803,-0.9973217220140237,-0.9966722205917024,-0.9957617086529922,-0.9944348306122395,-0.9924033614606707,-0.9890790305135323,-0.9830982379491358,-0.9706146322896099,-0.936217792590617,-0.7366363146783876,0.5168649312169769,0.8115407111367622,0.8558858627264839,0.8600995677264947,0.844807296009522,0.8105183301511396,0.7509162086985923,0.6576075310056901,0.5313750194063442,0.39322755165630047,0.270619643108802,0.1767189631580021,0.11079038755189832,0.06681952515201811,0.03851584528056632,0.02085331524873669,0.010193747222127821,0.0040241496392683165,0.0006577014079860094,-0.0010122590342820403,-0.0016956059980775917,-0.001836347465871164,-0.0017037380600580581,-0.0014544051388841537,-0.0011738589698060855,-0.0009035864349624233,-0.0006581943096641203,-0.0004357427008045563,-0.00022342130859551724]",double_integrator,40,1
cg,True,,3,47,50,439,0,3,0.04844717688021815,3.9162869922197955e-08,-325.57552949101097,-325.0707523199283,0.9977997181368795,0.0,"[-0.9977997181368795,-0.9973217486063669,-0.9966722284369869,-0.9957617159820079,-0.9944350036043702,-0.9924034882841636,-0.9890790765987256,-0.983098398020643,-0.9706151758575154,-0.9362136706885416,-0.7366422857381838,0.5168606501631416,0.8115506981560553,0.8558889285343612,0.8601064370668665,0.8448050714676226,0.8105260206323786,0.7509294012416605,0.6576007423399506,0.5313848660639474,0.3931604398215496,0.27063782504549283,0.1767473925869119,0.11076452950314715,0.0667835404547824,0.038511481198273606,0.020880145418040803,0.010229434497229213,0.004048762190615869,0.0006635407072677425,-0.0010222485124845146,-0.0017136458947328774,-0.0018549675352576296,-0.0017184045029050602,-0.0014637999980301976,-0.0011788246644360912,-0.000905785097259669,-0.0006591489386934993,-0.0004364281618570822,-0.0002241407374257601]",double_integrator,40,1
direct,True,,3,31,34,0,0,1,0.0,6.571584743495821e-09,-325.5755283380938,-325.0707523203777,0.9977997168889515,0.0,"[-0.9977997168889515,-0.9973217474198582,-0.996672226274665,-0.9957617115881219,-0.9944349956142801,-0.9924034695395149,-0.9890789704028806,-0.9830984113091353,-0.9706153050555136,-0.9362144038326763,-0.7366365287279836,0.5168655593204321,0.8115391660375321,0.8558852699597814,0.8601017524843145,0.8448094701945374,0.8105194778982482,0.7509172772951683,0.6576082086563596,0.5313753791987826,0.393227587502462,0.27061934246942854,0.17671827709101068,0.11078928863414751,0.06681800403177618,0.03851390968001879,0.020851003199184686,0.010191128254843336,0.004021317757538841,0.0006547656339857574,-0.0010151844150168283,-0.0016984107741966667,-0.001838933822542087,-0.001706027227729954,-0.0014563418417451604,-0.001175413462848051,-0.0009047542964238543,-0.0006589944929286838,-0.0004362145776836385,-0.00022362153256083592]",double_integrator,40,1
certificate,True,,3,31,34,24833,6,1,0.048262544410042504,2.0767495627984673e-07,-577.7090907515408,-577.1113349024236,0.9983231743431064,0.0,"[-0.9983231743431064,-0.9980262052704129,-0.9976408839104662,-0.9971299918826017,-0.9964352065676095,-0.9954600806282136,-0.9940373918192691,-0.9918552480226075,-0.9882774366342765,-0.9818274010946052,-0.9683234944593795,-0.931099731761461,-0.72144433162694,0.457467563973068,0.78195920788785,0.8326598583193211,0.8364438742686731,0.8171245597866077,0.7754240523671757,0.7054686625438369,0.6026050494059904,0.47528638497544096,0.347040281250636,0.23872879413173975,0.15729409494987232,0.10014215883338179,0.061700995937424216,0.03662638765812018,0.020709931008419717,0.010893757529833922,0.00504556838299334,0.0017174709015537798,-5.2526431429259015e-05,-0.0008899746583977351,-0.0011918680582395987,-0.0012024281308828221,-0.001065084788610906,-0.0008571754894342544,-0.0006122290325814123,-0.00033333225391694545]",double_integrator,40,2
cost_gated_certificate,True,,3,31,34,24833,6,1,0.048262544410042504,2.0767495627984673e-07,-577.7090907515408,-577.1113349024236,0.9983231743431064,0.0,"[-0.9983231743431064,-0.9980262052704129,-0.9976408839104662,-0.9971299918826017,-0.9964352065676095,-0.9954600806282136,-0.9940373918192691,-0.9918552480226075,-0.9882774366342765,-0.9818274010946052,-0.9683234944593795,-0.931099731761461,-0.72144433162694,0.457467563973068,0.78195920788785,0.8326598583193211,0.8364438742686731,0.8171245597866077,0.7754240523671757,0.7054686625438369,0.6026050494059904,0.47528638497544096,0.347040281250636,0.23872879413173975,0.15729409494987232,0.10014215883338179,0.061700995937424216,0.03662638765812018,0.020709931008419717,0.010893757529833922,0.00504556838299334,0.0017174709015537798,-5.2526431429259015e-05,-0.0008899746583977351,-0.0011918680582395987,-0.0012024281308828221,-0.001065084788610906,-0.0008571754894342544,-0.0006122290325814123,-0.00033333225391694545]",double_integrator,40,2
interval_chebyshev,True,,3,32,35,38777,0,1,0.04834383916025224,1.6554923677352386e-07,-577.7090909861477,-577.1113349024639,0.9983231756784632,0.0,"[-0.9983231756784632,-0.9980262040129577,-0.9976408807771848,-0.9971300197209799,-0.9964352067588564,-0.9954600967111974,-0.994037341403725,-0.9918552670847386,-0.9882774307244003,-0.9818274448482169,-0.9683239956083278,-0.9310995364496191,-0.7214442728948433,0.45746762164061755,0.7819593543841458,0.8326599949201061,0.8364439512328125,0.8171246238028438,0.7754241248206908,0.7054687322728128,0.6026051125283446,0.47528644259987834,0.3470403339661866,0.23872884240126874,0.15729413939512787,0.10014220045212906,0.06170103563874042,0.036626426118393215,0.020709968633397215,0.010893794402838393,0.005045604250008865,0.001717505222162012,-5.249438310544283e-05,-0.0008899456696907244,-0.0011918428571657967,-0.0012024072845961058,-0.0010650686294963194,-0.0008571640675710642,-0.0006122220911846757,-0.000333329222345249]",double_integrator,40,2
cg,True,,3,52,55,523,0,3,0.04977292439999857,5.98535845462502e-08,-577.7090943543042,-577.1113349003003,0.9983231780891235,0.0,"[-0.9983231780891235,-0.9980262187487213,-0.997640894588329,-0.9971300642781823,-0.9964352352788588,-0.995460137397076,-0.9940374550955555,-0.9918554351710855,-0.9882779199786279,-0.9818274274861571,-0.96832997969382,-0.9311007406256784,-0.7214772383395072,0.45754027405254327,0.781945318220722,0.8326948873017531,0.8364570392411615,0.8171027562498339,0.7753702579117892,0.7054564616661085,0.6026058961421509,0.47520277689323476,0.34703941088101126,0.23886953639724556,0.1573580621194395,0.10008985947498862,0.061623927408339725,0.0365928442121189,0.020726645272175333,0.010933913407581835,0.005080898479154867,0.001733655591158061,-5.508094450150825e-05,-0.0009023534953333078,-0.0012037677524478585,-0.0012070495527803833,-0.0010610000526108168,-0.0008476497515637208,-0.0006028759248844693,-0.00032880985878177963]",double_integrator,40,2
direct,True,,3,31,34,0,0,1,0.0,5.414975219915896e-09,-577.7090941108873,-577.11133490267,0.9983231751098777,0.0,"[-0.9983231751098777,-0.9980262147711009,-0.9976408891449166,-0.9971300566928408,-0.9964352244157003,-0.9954601204448122,-0.9940374230297351,-0.9918554564413176,-0.9882778666882791,-0.9818272210912782,-0.9683297055991532,-0.9310997382598314,-0.721444848145399,0.4574691690592555,0.7819615405283171,0.8326603737827171,0.8364451364402942,0.8171257078161978,0.7754251502561508,0.7054701900733821,0.6026062219824749,0.4752873968794759,0.34704115026817334,0.23872953210786574,0.15729469672932492,0.10014264334602634,0.061701381500180105,0.03662669483554923,0.020710188377953288,0.010893996936208666,0.00504581749156528,0.0017177479903438535,-5.221477725697818e-05,-0.0008896336379374818,-0.0011915131320080952,-0.0012020821752512193,-0.0010647741364739637,-0.0008569252113012507,-0.0006120580513529704,-0.0003332490814500147]",double_integrator,40,2
certificate,True,,3,35,38,35303,10,0,0.0496306861110835,1.306648549795002e-07,-704.0164551469244,-703.4356429945786,0.998129748593819,0.0,"[-0.998129748593819,-0.9978236757725932,-0.997429847122211,-0.9969131131140885,-0.9962191063365865,-0.9952603709141099,-0.9938891169530104,-0.9918399609862733,-0.988597360299992,-0.983047471420321,-0.9723882959454848,-0.9476218246692742,-0.8629741259630527,-0.26850163364300145,0.5658060404018918,0.7351020531464646,0.7649438641357538,0.7510155142533872,0.7071879693231646,0.6340732802396698,0.5344594535862468,0.42109315965999206,0.31241162653102256,0.22131894265921842,0.1515126051185978,0.10094712644690883,0.06563946282846861,0.041636352626544706,0.025681753507725096,0.01530420491521643,0.008708203003936914,0.00462561634713086,0.002180074842547473,0.0007777130081715021,2.4094484021445465e-05,-0.00033677395288446703,-0.00046599022543120035,-0.0004599932684068064,-0.0003708110826657185,-0.00021884364774965465]",double_integrator,40,3
cost_gated_certificate,True,,3,35,38,35303,10,0,0.0496306861110835,1.306648549795002e-07,-704.0164551469244,-703.4356429945786,0.998129748593819,0.0,"[-0.998129748593819,-0.9978236757725932,-0.997429847122211,-0.9969131131140885,-0.9962191063365865,-0.9952603709141099,-0.9938891169530104,-0.9918399609862733,-0.988597360299992,-0.983047471420321,-0.9723882959454848,-0.9476218246692742,-0.8629741259630527,-0.26850163364300145,0.5658060404018918,0.7351020531464646,0.7649438641357538,0.7510155142533872,0.7071879693231646,0.6340732802396698,0.5344594535862468,0.42109315965999206,0.31241162653102256,0.22131894265921842,0.1515126051185978,0.10094712644690883,0.06563946282846861,0.041636352626544706,0.025681753507725096,0.01530420491521643,0.008708203003936914,0.00462561634713086,0.002180074842547473,0.0007777130081715021,2.4094484021445465e-05,-0.00033677395288446703,-0.00046599022543120035,-0.0004599932684068064,-0.0003708110826657185,-0.00021884364774965465]",double_integrator,40,3
interval_chebyshev,True,,3,38,41,102306,0,0,0.04970099007513749,9.649172360251667e-08,-704.0164532671533,-703.4356429947235,0.9981297080752652,0.0,"[-0.9981297080752652,-0.997823680778768,-0.9974298478108116,-0.9969131173346599,-0.9962191119109103,-0.9952603727255322,-0.9938891126550284,-0.9918399498623642,-0.988597260635543,-0.9830474575597631,-0.9723881939466044,-0.947621610979466,-0.86295536817143,-0.2685100767477932,0.5657974539966463,0.7351029285734787,0.7649441271652929,0.7510141017598344,0.707186518804989,0.6340712259547541,0.5344574087448096,0.4210912353936858,0.3124099095782311,0.22131746497025712,0.151511440688621,0.10094638363916963,0.06563926114938538,0.04163681452739725,0.025682983373951775,0.015306263803687705,0.00871108817522961,0.004629248086711482,0.002184292479250384,0.0007822819517418267,2.8724870536300345e-05,-0.00033239826239423673,-0.000462175361330664,-0.00045699621135526634,-0.0003688027376359907,-0.00021787905937311374]",double_integrator,40,3
cg,True,,3,46,49,491,0,1,0.04910308242475298,1.784478343557916e-08,-704.016453377556,-703.4356429945482,0.9981297241124174,0.0,"[-0.9981297241124174,-0.9978236747881901,-0.9974298511086657,-0.9969131097835368,-0.9962191060795116,-0.9952603743636688,-0.9938891161576507,-0.9918399781815942,-0.9885972492251514,-0.9830474332566672,-0.9723881049383596,-0.9476213099941879,-0.8629531152778193,-0.26850375041569186,0.5657718726268594,0.735094637854345,0.7649674059516264,0.7510213082144297,0.7071986312153073,0.6340528488481457,0.534455388631225,0.42107596976623735,0.312417090415814,0.22134504671057176,0.1515170045022826,0.10093211760002342,0.06562731110254,0.041636507764523364,0.02568950158881476,0.015311464402747636,0.008710738353798013,0.0046240507202611495,0.0021775887472172107,0.0007774095762068254,2.7490590543390362e-05,-0.00032998320469606023,-0.0004573876824812892,-0.0004516828939863531,-0.00036475423850513417,-0.00021620291362801328]",double_integrator,40,3
direct,True,,3,31,34,0,0,1,0.0,6.350320609095262e-07,-704.016472410416,-703.4356429877116,0.9981297347743665,0.0,"[-0.9981297347743665,-0.9978236889720852,-0.9974298716385476,-0.9969131414411635,-0.9962191576049645,-0.9952604662564282,-0.9938893008299542,-0.9918403344212874,-0.9885982801225394,-0.9830507741820925,-0.9724016802983682,-0.9476754086198171,-0.8629533158715612,-0.2684510697904673,0.5658212215631322,0.7351092242094006,0.7649465307717832,0.751014826232232,0.707186050087838,0.6340695732023458,0.534454707318365,0.42108796809768567,0.312406685351781,0.22131467863788817,0.15150921917878568,0.10094469611191915,0.06563801758317796,0.041635917582351294,0.025682348381440456,0.015305823396841013,0.008710790955483771,0.004629055531422789,0.0021841757458845226,0.0007822191727526284,2.8699108998195768e-05,-0.00033240040355924137,-0.0004621645681493098,-0.00045698086585512003,-0.00036878906399794687,-0.00021787117201808005]",double_integrator,40,3
certificate,True,,3,34,37,9023,16,0,0.0489592370615732,8.997710394776149e-08,-629.4686713668418,-629.0592239023355,0.9960923489548644,0.0,"[-0.9960923489548644,-0.9954030719156505,-0.994479952562082,-0.9932121630122083,-0.9914155845171511,-0.9887645586670517,-0.9846435031682318,-0.9777709499952135,-0.9651097617457594,-0.9379287233317175,-0.8620266213609844,-0.548772105762881,0.112549461169399,0.43574556409346404,0.5238748520631401,0.5238257773744827,0.4808326141992438,0.413952186859369,0.3372572253686632,0.26230641174697633,0.19652028962623475,0.1429167933378057,0.10144030559993608,0.07050987234388331,0.04807661946997385,0.03216870448369222,0.021108032636868237,0.013558101077200511,0.008497963139391248,0.005170551714955704,0.0030274988968369125,0.0016795419340704144,0.000855449893706663,0.00036964114000493194,9.752733088064892e-05,-4.273819084325857e-05,-0.00010342578106482505,-0.00011646665868527233,-9.970636738821091e-05,-6.0902705330889236e-05]",double_integrator,40,4
cost_gated_certificate,True,,3,34,37,9023,16,0,0.0489592370615732,8.997710394776149e-08,-629.4686713668418,-629.0592239023355,0.9960923489548644,0.0,"[-0.9960923489548644,-0.9954030719156505,-0.994479952562082,-0.9932121630122083,-0.9914155845171511,-0.9887645586670517,-0.9846435031682318,-0.9777709499952135,-0.9651097617457594,-0.9379287233317175,-0.8620266213609844,-0.548772105762881,0.112549461169399,0.43574556409346404,0.5238748520631401,0.5238257773744827,0.4808326141992438,0.413952186859369,0.3372572253686632,0.26230641174697633,0.19652028962623475,0.1429167933378057,0.10144030559993608,0.07050987234388331,0.04807661946997385,0.03216870448369222,0.021108032636868237,0.013558101077200511,0.008497963139391248,0.005170551714955704,0.0030274988968369125,0.0016795419340704144,0.000855449893706663,0.00036964114000493194,9.752733088064892e-05,-4.273819084325857e-05,-0.00010342578106482505,-0.00011646665868527233,-9.970636738821091e-05,-6.0902705330889236e-05]",double_integrator,40,4
interval_chebyshev,True,,3,34,37,52383,0,0,0.049842539874196665,4.69616023471471e-06,-629.4686800947422,-629.0592238976636,0.9960960807193113,0.0,"[-0.9960960807193113,-0.9954030617854381,-0.9944793008049727,-0.99321179319229,-0.9914165274527973,-0.9887654327838888,-0.9846433668874692,-0.9777709678768381,-0.9651092832703195,-0.9379268805137514,-0.8620207308867655,-0.5487732930471916,0.11254924677609413,0.43574491981738933,0.5238744184767855,0.5238248309751559,0.4808316162052193,0.4139513695644997,0.33725668686895294,0.2623061844260159,0.19652036657657754,0.142917122994424,0.1014408018869478,0.07051042993824064,0.048077134312584376,0.03216909461326639,0.021108255587761804,0.01355816239979151,0.008497912546477679,0.005170468092698166,0.003027469064914726,0.0016796391647305915,0.0008557172969107055,0.0003700830243514024,9.810940458488205e-05,-4.20808220943624e-05,-0.00010277514243761432,-0.00011590585630441714,-9.930382743505936e-05,-6.0699137239130334e-05]",double_integrator,40,4
