system,plant,horizon,state_index,barrier_stage,newton_iteration,barrier_weight,preconditioned_weyl_lower,preconditioned_weyl_upper,preconditioned_exact_lower,preconditioned_exact_upper,interval_chebyshev_degree,raw_gradient_norm,preconditioned_gradient_norm
301,double_integrator,40,2,0,4,0.1,0.021224685013281626,857.4053096111173,0.022715615798784713,827.7423265766008,371,149.2181174835977,54.06840878978816
302,double_integrator,40,2,0,5,0.1,0.022643333444678806,621.0619221323271,0.027338845257183667,591.4190022808007,306,87.4908289663288,32.2908606474887
303,double_integrator,40,2,0,6,0.1,0.025207083770569332,1350.5349134766325,0.03143355512345516,1320.857286940949,427,45.898088328351584,16.29934389938164
304,double_integrator,40,2,0,7,0.1,0.02863058465820913,368.57646456402824,0.03574760431364984,338.96891963391795,210,21.26079378686907,6.436096251197021
305,double_integrator,40,2,0,8,0.1,0.03210149803651894,118.92009964516194,0.03619064664896736,89.7172642477206,113,10.12930819679083,3.0911551089745593
306,double_integrator,40,2,0,9,0.1,0.03331805783731322,54.68829071021486,0.036449543309641556,36.00579543777779,75,4.644748198848896,1.4310401111975732
307,double_integrator,40,2,0,10,0.1,0.03239673440035928,50.485616837518585,0.03666900939237276,34.383705171464655,73,2.031515490566302,0.6307902976716693
308,double_integrator,40,2,0,11,0.1,0.03190755178911732,50.66084649218632,0.03682001202663667,34.233741997709345,74,0.8149050304550285,0.2540934346927114
309,double_integrator,40,2,0,12,0.1,0.03158456662456663,50.784321240949694,0.03693083420830408,34.22805551239601,74,0.26748077327350817,0.08350800885991734
310,double_integrator,40,2,0,13,0.1,0.03141040340954683,50.85489525036165,0.03699018448418577,34.23970551494308,75,0.05280146377670187,0.016486170098245864
311,double_integrator,40,2,0,14,0.1,0.031361580778784696,50.87547113085506,0.03700612892992998,34.24418218233829,75,0.003141219459971191,0.0009807809930230799
312,double_integrator,40,2,1,0,0.03,0.010217590228102182,36.752655518080154,0.013552625020848206,31.476973320513913,111,8.24390207792344,1.918514476623072
313,double_integrator,40,2,1,1,0.03,0.011580987368569603,242145.61094036838,0.01492741480362662,242115.9116116562,8433,398.8232301353226,85.67506608530448
314,double_integrator,40,2,1,2,0.03,0.014236090104738142,61802.33860426282,0.018322121665649938,61772.63957920215,3843,198.17256803544203,42.564328711778955
315,double_integrator,40,2,1,3,0.03,0.013511874945197996,16033.223602859205,0.01795290546528524,16003.525746293522,2009,97.55966989878537,20.948236179561672
316,double_integrator,40,2,1,4,0.03,0.013283148132078504,4302.913182229392,0.01799489852277787,4273.2196889943825,1050,47.21584775925953,10.134178868900433
317,double_integrator,40,2,1,5,0.03,0.013185087169624193,1240.1058597001906,0.01801951929838264,1210.427846357767,566,22.10512339476846,4.742329372659935
318,double_integrator,40,2,1,6,0.03,0.01313045117459528,413.375643820517,0.018035312464164142,383.74846767233896,328,9.686901485370013,2.0774037086460213
319,double_integrator,40,2,1,7,0.03,0.013097203595588596,178.58704506225536,0.018045373790027797,149.11031539737667,216,3.6873648012109843,0.7906616026840527
320,double_integrator,40,2,1,8,0.03,0.013074332799163098,109.12094415178382,0.018052448558073607,80.01530869570624,169,1.0149874377854367,0.21763615723715926
321,double_integrator,40,2,1,9,0.03,0.01306305869978053,90.93187156595809,0.018055930669824628,62.329168919422216,154,0.12978972762989383,0.027829838778348624
322,double_integrator,40,2,2,0,0.01,0.005125238022417821,49.97559250566598,0.008346047511928106,33.75443845376272,183,7.203135277889273,1.6657409991281908
323,double_integrator,40,2,2,1,0.01,0.005923028237158193,107.0384280110375,0.009084688848108606,78.0541903745523,248,3.5669739876617665,0.8305323650180011
324,double_integrator,40,2,2,2,0.01,0.007607452818416131,286.8767385466682,0.01480990811422898,257.32257306461497,359,2.9557015605767427,0.6995973257874658
325,double_integrator,40,2,2,3,0.01,0.007069997237520387,208.26222534505342,0.013339576316623929,178.78428981235726,317,0.5408602200463809,0.13097308904719393
326,double_integrator,40,2,2,4,0.01,0.0068526484254946615,194.75803985416692,0.013324062020986412,165.3014250209079,311,0.03052659945020718,0.008114904530421123
327,double_integrator,40,2,2,5,0.01,0.006807077545684677,194.21921711024044,0.013328361214183062,164.76346525263506,312,0.000454304721614693,0.0001444365970045033
328,double_integrator,40,3,0,0,0.1,0.010352667866386707,37.311002894450155,0.010835146649342861,30.893971840117878,111,550.8640253719823,189.18050895681233
329,double_integrator,40,3,0,1,0.1,0.014425671359103236,214.6086338175649,0.014986674989119913,185.07064325091807,225,412.77118353298374,143.00428413708843
330,double_integrator,40,3,0,2,0.1,0.01658414370529601,736.0398675318442,0.0176725636168977,706.3787166835044,389,301.8386215309815,106.42136602998491
331,double_integrator,40,3,0,3,0.1,0.019061860059020403,1392.993966316717,0.02095782377748648,1363.3146339285663,499,206.14042373234122,74.38930749304093
332,double_integrator,40,3,0,4,0.1,0.02282668891695287,797.2481878082389,0.02473795292533281,767.596796726398,345,128.90487843271603,47.383074388430614
333,double_integrator,40,3,0,5,0.1,0.025212958551407202,685.6555963666615,0.029687303999165776,656.0043628976732,305,65.0953276856135,24.29174242271223
334,double_integrator,40,3,0,6,0.1,0.031761499493801366,1870.0096745183778,0.03529330932970871,1840.3257407976594,448,42.61319419200414,13.880168668402128
335,double_integrator,40,3,0,7,0.1,0.030644416468146352,498.57310167808384,0.0374110363626475,468.9378685710176,236,22.43612590487605,7.202689021817542
336,double_integrator,40,3,0,8,0.1,0.03166336183487175,151.33159948402064,0.03748469517795148,121.94514582895332,128,10.852662053532825,3.5070506176915184
337,double_integrator,40,3,0,9,0.1,0.032667787845443795,62.66389348755526,0.037756586898073166,38.13714684101443,81,5.147042375105183,1.674466236680944
338,double_integrator,40,3,0,10,0.1,0.033550040399528434,47.33441269102762,0.037987188383347414,33.87426617189574,70,2.3740512079866343,0.7756923572224849
339,double_integrator,40,3,0,11,0.1,0.034415565975484966,47.504188420632815,0.03819710105160936,33.65686508566439,69,1.0328537100437665,0.33811164781631103
340,double_integrator,40,3,0,12,0.1,0.03522310384631576,47.63612844495799,0.03837711709033607,33.63891543400304,68,0.39327912896774825,0.12883324689849146
341,double_integrator,40,3,0,13,0.1,0.03554009345506048,47.73311621965125,0.038515902500997234,33.652215354512535,68,0.10823183001707216,0.035457255876294204
342,double_integrator,40,3,0,14,0.1,0.03539027753461295,47.781226658670555,0.03858452208561674,33.66233900309271,68,0.013518817612037663,0.004428823041417639
343,double_integrator,40,3,0,15,0.1,0.03536633628898465,47.789025613870976,0.03859530886240994,33.664096342111804,68,0.0003202313746223663,0.00010490906994606449
344,double_integrator,40,3,1,0,0.03,0.011419809444179018,35.826368161722144,0.01424197038142911,31.39888939557936,104,7.801266960390708,1.8262320279749558
345,double_integrator,40,3,1,1,0.03,0.010147103492793531,205094.09822328168,0.014969555689869232,205064.39891332752,8291,366.42693292294433,78.70151862921627
346,double_integrator,40,3,1,2,0.03,0.010607070504649558,52333.021584982635,0.016734611021295077,52303.32263366049,4097,182.1249357324151,39.11077983417969
347,double_integrator,40,3,1,3,0.03,0.011025161755060046,13572.092283949183,0.016604097222506345,13542.394714070339,2047,89.69510625300282,19.25645294752369
348,double_integrator,40,3,1,4,0.03,0.011166591574779082,3641.73992292403,0.016605524323467766,3612.047524642724,1054,43.44556184310716,9.323706564839105
349,double_integrator,40,3,1,5,0.03,0.011238896445152795,1050.7135600856193,0.01661775241264132,1021.0396382503518,564,20.373447801937367,4.370441516065045
350,double_integrator,40,3,1,6,0.03,0.011282412806929307,352.1513337579694,0.016625778036806524,322.5393314287468,326,8.95600563440655,1.9205921178019587
351,double_integrator,40,3,1,7,0.03,0.011310278670312856,154.07129418888383,0.016631122145589632,124.65349243085606,216,3.4293698326876965,0.7353385207179152
352,double_integrator,40,3,1,8,0.03,0.011330606879911356,95.47974561361991,0.016635050750178,66.61805792570195,170,0.9560815659238421,0.20500540887411167
353,double_integrator,40,3,1,9,0.03,0.011341041721472097,80.01322268122547,0.016637041162251964,52.096862671588575,155,0.12592708959355828,0.027001602246486418
354,double_integrator,40,3,2,0,0.01,0.0045524600858544454,46.43566019668189,0.008100621610960876,33.088455259125624,187,6.669746567951729,1.5504611382930704
355,double_integrator,40,3,2,1,0.01,0.004345148930597753,93.01924091466489,0.008615904767589628,64.39775503451983,270,3.283682959516481,0.7696207460861566
356,double_integrator,40,3,2,2,0.01,0.004491340520545108,230.93575310807773,0.01092357858467222,201.4375676609966,419,2.5844007044032877,0.6182694822563949
357,double_integrator,40,3,2,3,0.01,0.004660236935084429,172.05675388072493,0.010528102633627655,142.66328226888604,355,0.4607484240170972,0.11344761078166513
358,double_integrator,40,3,2,4,0.01,0.00477814461631921,162.47921066253977,0.010423357792064783,133.11289534205102,341,0.025110062438705887,0.006870176466865278
359,double_integrator,40,4,0,0,0.1,0.010352667866386707,37.311002894450155,0.010835146649342861,30.893971840117878,111,523.9064539054182,181.52395625960145
360,double_integrator,40,4,0,1,0.1,0.015738293049237195,214.60863381755672,0.016341238173621313,185.07064459319878,216,331.5808805921183,116.13009647215944
361,double_integrator,40,4,0,2,0.1,0.01882270639962552,1029.6229728752323,0.019860754783420462,999.9501341085002,432,193.79827220211035,69.803584617459
362,double_integrator,40,4,0,3,0.1,0.02234862867992924,1315.9226292091782,0.023907025519183556,1286.2447993906255,448,95.22445076334222,35.03579726736496
363,double_integrator,40,4,0,4,0.1,0.02602964472328122,1036.0322644921268,0.028918156424816266,1006.3617646984512,368,39.5610715860279,12.471441668751991
364,double_integrator,40,4,0,5,0.1,0.028744775083751055,287.247330554678,0.03212723569516224,257.6727029749935,185,21.26785756097635,5.974422372123275
365,double_integrator,40,4,0,6,0.1,0.029729792164239974,97.26959476476138,0.03250332902535449,68.33544159300769,106,10.225949952270582,2.891142761150302
366,double_integrator,40,4,0,7,0.1,0.03008840796147984,48.54956133119981,0.032660812910961644,32.93362351122997,75,4.745565680588197,1.355628433854385
367,double_integrator,40,4,0,8,0.1,0.03048474744348932,37.31102820050651,0.032855864608838964,31.715467429749346,65,2.0812198448219177,0.6030751562667067
368,double_integrator,40,4,0,9,0.1,0.030418689434671208,37.31102841102583,0.03307142599128728,31.529428919840676,65,0.8342286730154889,0.24539244524899131
369,double_integrator,40,4,0,10,0.1,0.03037811190966287,37.31102853662823,0.03327273831987918,31.494838921927503,65,0.2837658795672118,0.08439613747883708
370,double_integrator,40,4,0,11,0.1,0.030363141053015248,37.31102859044132,0.0334133010965047,31.492024877062455,65,0.06539089473887656,0.019486870133884993
371,double_integrator,40,4,0,12,0.1,0.03036057202341815,37.311028606081834,0.03346520432978122,31.492854817746135,65,0.00553035503267345,0.0016480955556595902
372,double_integrator,40,4,1,0,0.03,0.009918207621964171,32.68291143483597,0.01240727077665243,30.926158735746107,106,4.131779856578212,0.9621557646802898
373,double_integrator,40,4,1,1,0.03,0.009069821425674909,60102.046884032854,0.011888865691495347,60072.34786986242,4748,196.34803405261403,42.12438739568448
374,double_integrator,40,4,1,2,0.03,0.009044426556439902,15331.795778388017,0.012358656851363989,15302.097991106255,2402,97.72696073487684,20.964786822712078
375,double_integrator,40,4,1,3,0.03,0.009079233686812172,3982.121739936588,0.012393878865156846,3952.428714604503,1222,48.245346602525004,10.348540854158225
376,double_integrator,40,4,1,4,0.03,0.009095851424637381,1079.2162091670061,0.012415824397002409,1049.5414375999305,636,23.47450637126138,5.034499143390566
377,double_integrator,40,4,1,5,0.03,0.009106305552361403,324.0878222665649,0.012429216332878456,294.4836032512725,348,11.098086634361735,2.3798525111463023
378,double_integrator,40,4,1,6,0.03,0.009112869229740764,121.54909074272489,0.012437242665480198,92.25757213630533,213,4.947210464067487,1.0608013400559817
379,double_integrator,40,4,1,7,0.03,0.009118048661924819,64.52589980740322,0.012443416322467326,38.239225786489044,156,1.9420396029799938,0.41641701895643424
380,double_integrator,40,4,1,8,0.03,0.009123031177213886,47.699111348084436,0.012449137114617233,32.661234593888054,134,0.5712587803711934,0.12249073982100239
381,double_integrator,40,4,1,9,0.03,0.009126011861833126,43.11581933137057,0.01245243721464818,32.2865377545894,127,0.08521505264645385,0.018272025223811203
382,double_integrator,40,4,1,10,0.03,0.009126628306626696,42.410942860674325,0.01245310634322059,32.242549016602155,126,0.002857003565257124,0.0006126058671275955
383,double_integrator,40,4,2,0,0.01,0.0038137271405194254,34.595291271039486,0.00628659647499056,31.136145245538962,176,3.2142128489122586,0.7407014366389361
384,double_integrator,40,4,2,1,0.01,0.0037905160232067168,46.1278491940279,0.006285455124339184,32.7122581902552,204,1.533658158218179,0.35779309511478025
385,double_integrator,40,4,2,2,0.01,0.003960636470582946,71.18301937954666,0.006703823966852022,44.546175204295565,248,0.9164724718350511,0.21918747862557847
386,double_integrator,40,4,2,3,0.01,0.003902452949281915,61.92964059952975,0.006761031552759978,38.14017347203023,233,0.1375723159125188,0.03419110518208431
387,double_integrator,40,4,2,4,0.01,0.0038866602928140544,60.828250285793516,0.006772260980322814,37.5110365884296,231,0.005940028221480782,0.0016132854314856154
388,double_integrator,40,5,0,0,0.1,0.010352667866386707,37.311002894450155,0.010835146649342861,30.893971840117878,111,417.2329712991499,146.26281027434976
389,double_integrator,40,5,0,1,0.1,0.024311758086421494,214.60863381755672,0.02561769420974456,185.070854843083,174,18.60639434313973,4.663555757748322
390,double_integrator,40,5,0,2,0.1,0.026627594800627714,77.8751305471892,0.028220838810427452,49.45678795326717,100,9.78283623400702,2.0990559636324018
391,double_integrator,40,5,0,3,0.1,0.027173218372483897,43.115420617017506,0.02870929974265842,31.455631862235542,74,4.758421818833512,1.0207636936365645
392,double_integrator,40,5,0,4,0.1,0.027309121482044195,37.31100310066153,0.028952431094187516,31.01244603512589,69,2.2415816313808596,0.48073760826233497
393,double_integrator,40,5,0,5,0.1,0.02739308201698155,37.31100313910835,0.029113002369527453,30.937782245864867,69,0.990159918646778,0.21231727236311265
394,double_integrator,40,5,0,6,0.1,0.02745465429187508,37.311003171013276,0.029223972863954843,30.91986936012077,68,0.37862957078008275,0.0811867324171375
395,double_integrator,40,5,0,7,0.1,0.027507695865745137,37.31100319983118,0.02931402941043919,30.915533381638788,68,0.10121337038457523,0.021702498476538816
396,double_integrator,40,5,0,8,0.1,0.027536596699051997,37.31100321485977,0.02936022725326067,30.914693974298984,68,0.01136823065704278,0.0024376436549605517
397,double_integrator,40,5,0,9,0.1,0.027541035262895502,37.311003217050214,0.029367099599879216,30.914610784894748,68,0.00022025232635045856,4.7228219124476806e-05
398,double_integrator,40,5,1,0,0.03,0.00907242382476847,32.68290381768967,0.010663290706944257,30.762342139753734,111,0.7353391563364785,0.17357010290483238
399,double_integrator,40,5,1,1,0.03,0.008206586522863301,32.682903724154734,0.009628501955097887,30.767531568683943,117,0.041656093092187735,0.009296724153580717
400,double_integrator,40,5,1,2,0.03,0.008204258567840954,32.682903724462115,0.009632939890229631,30.76671777837403,117,0.0016644340600289855,0.0003700320370361344
401,double_integrator,40,5,2,0,0.01,0.0035065607014856653,31.360589672503522,0.004787056288887998,30.721709683325656,175,0.2865517512894073,0.06630381336597843
402,double_integrator,40,5,2,1,0.01,0.00334550488830188,31.36058967131004,0.004479170578043129,30.724915522133443,179,0.019291845623491757,0.004335333007701734
403,double_integrator,40,5,2,2,0.01,0.003347364791744271,31.360589671310013,0.004483132390359082,30.724388431056568,179,0.0008168826350221412,0.0001840357310219785
404,double_integrator,40,6,0,0,0.1,0.010352667866386707,37.311002894450155,0.010835146649342861,30.893971840117878,111,247.13785829598228,88.80007772137435
405,double_integrator,40,6,0,1,0.1,0.012982861622842077,37.31100364186036,0.013326018805179309,30.920535510700766,99,1.6460092484837658,0.4913497727900039
406,double_integrator,40,6,0,2,0.1,0.01223847287753984,37.31100394461643,0.01348782610602901,30.906587991003015,102,0.40827918879650676,0.08767792445186369
407,double_integrator,40,6,0,3,0.1,0.012646859075933327,37.31100401187511,0.013456827997957246,30.90315729099575,101,0.1490494753423272,0.031960551950669214
408,double_integrator,40,6,0,4,0.1,0.013270350130370416,37.31100405411305,0.01348545969196913,30.902211307415314,98,0.033787573921934995,0.007244857596531933
409,double_integrator,40,6,0,5,0.1,0.01315298022459284,37.31100406994149,0.013494271390781567,30.902002054557343,99,0.002481242043716759,0.0005320452251311995
410,double_integrator,40,6,1,0,0.03,0.004751714802731548,32.6829040739494,0.004951960982469673,30.75852270733882,153,0.3527674652838048,0.09956930938787324
411,double_integrator,40,6,1,1,0.03,0.004916994813467748,32.68290385821279,0.0055888425274627975,30.760074796897236,151,0.1970003079649411,0.05735471155067531
412,double_integrator,40,6,1,2,0.03,0.0047722443850770815,32.68290372171982,0.007526468693419323,30.76325407674846,153,0.0307804725313383,0.006952550493176865
413,double_integrator,40,6,1,3,0.03,0.004685577538821516,32.6829037216479,0.006978812751926702,30.762608896604753,155,0.002295831284900791,0.0005096490745105504
414,double_integrator,40,6,2,0,0.01,0.002328904034087269,31.360589671561936,0.0031973137080060013,30.720336120296757,214,0.19813705218705652,0.049582261035788174
415,double_integrator,40,6,2,1,0.01,0.0023396638025494736,31.360589671480025,0.003941669285819939,30.722829406268012,214,0.10939049801172232,0.028840982047710587
416,double_integrator,40,6,2,2,0.01,0.002254650359917563,31.360589671368007,0.00591441024719937,30.729429354910856,218,0.047840004275489956,0.010627438989553914
417,double_integrator,40,6,2,3,0.01,0.00224826583026381,31.360589671368288,0.005433700055423721,30.727187969078393,218,0.009416021782550424,0.002090163885610291
418,double_integrator,40,6,2,4,0.01,0.0022427163187140626,31.3605896713686,0.005286216815805675,30.72691599351362,219,0.0007838398567456901,0.00017448028493974
419,double_integrator,40,7,0,0,0.1,0.010352667866386707,37.311002894450155,0.010835146649342861,30.893971840117878,111,40.7037605108674,18.474441062515243
420,double_integrator,40,7,0,1,0.1,0.012743948942719279,214.6086338175649,0.013234777815686999,185.07064309049633,240,35.438472783811875,12.80314077422394
421,double_integrator,40,7,0,2,0.1,0.0140235596671803,965.8907809740646,0.015556238333830774,936.2194630750748,484,48.538954433419676,11.567219439833165
422,double_integrator,40,7,0,3,0.1,0.015859707574976144,269.78380437984924,0.01747940105274255,240.20545356688126,241,21.958610226360904,4.876660429848966
423,double_integrator,40,7,0,4,0.1,0.01681635416634897,92.94154319085735,0.017493640547859117,63.9888086234242,138,10.738076600840479,2.385551820870598
424,double_integrator,40,7,0,5,0.1,0.016594501542833033,47.496054833588225,0.017541746879832936,31.906302631591032,99,5.138752985489904,1.142263178546505
425,double_integrator,40,7,0,6,0.1,0.01634061501825227,37.3110136709329,0.01758316983094814,31.09334600559621,89,2.3572008026744475,0.5243690178513187
426,double_integrator,40,7,0,7,0.1,0.016117102681323752,37.31101380332634,0.017626822448108818,30.975192858540204,89,0.9954599083099197,0.22157258220700515
427,double_integrator,40,7,0,8,0.1,0.015935228480921947,37.31101391480792,0.017661729036151333,30.946793296887122,90,0.35000649714881155,0.07791439707967426
428,double_integrator,40,7,0,9,0.1,0.015808365594482572,37.31101399670909,0.017685269952951034,30.939461714929344,90,0.07895181075836755,0.017575359852282355
429,double_integrator,40,7,0,10,0.1,0.01576273296291389,37.31101402729447,0.017692810581342592,30.937905383542684,90,0.006286144118414411,0.0013993504931605065
430,double_integrator,40,7,0,11,0.1,0.01575848986469599,37.31101403016001,0.017693422807017706,30.93778008905285,90,7.448961259109505e-05,1.65820378592145e-05
431,double_integrator,40,7,1,0,0.03,0.005537617533518597,32.68290706161974,0.006458207024180661,30.769282978405627,142,1.0947072347266387,0.2568910084597598
432,double_integrator,40,7,1,1,0.03,0.006627987821275624,7945.952124371972,0.00773959609698209,7916.255875606687,2020,70.84191432965291,15.190587310093676
433,double_integrator,40,7,1,2,0.03,0.006475452256280122,2048.3720219388188,0.009843470651206838,2018.6852125753571,1038,35.25674312855579,7.559998604601844
434,double_integrator,40,7,1,3,0.03,0.00623418143232881,552.5345719503647,0.009323941948365808,522.8860296995277,550,17.40981059531886,3.73309362990311
435,double_integrator,40,7,1,4,0.03,0.0061683592621990645,169.56821180136708,0.009303747560380451,140.09588816663364,306,8.471368513024572,1.8164560034362653
436,double_integrator,40,7,1,5,0.03,0.006137508696915657,69.76966966730066,0.00930422663507544,42.10937855968238,197,3.999605619404184,0.8576055139787179
437,double_integrator,40,7,1,6,0.03,0.006111822117595793,42.922267808669595,0.009305818325332244,31.331384609424994,155,1.773085270221104,0.38018938871754415
438,double_integrator,40,7,1,7,0.03,0.0060780918513892055,35.33408804141531,0.009307637147392318,30.94468695060194,141,0.6859755334718576,0.14708859360734275
439,double_integrator,40,7,1,8,0.03,0.006044376606912922,33.09377969744988,0.009308486757511114,30.86827595507119,137,0.1948299511865908,0.041775926572950366
440,double_integrator,40,7,1,9,0.03,0.006026103759602936,32.68290377999444,0.00930835389314115,30.849900259270854,136,0.026723851088223873,0.005730195150910705
441,double_integrator,40,7,1,10,0.03,0.0060227761982018365,32.6829037800232,0.009308254224876914,30.847363487891798,136,0.0007612306594131653,0.00016322498660464082
442,double_integrator,40,7,2,0,0.01,0.0027790692485248703,31.360589691018866,0.004234332465672495,30.74793532521037,196,0.9030166635570319,0.20134540657337735
443,double_integrator,40,7,2,1,0.01,0.0030843601725660257,22832.39487651072,0.006605701082107839,22802.696546714324,5018,69.57704200757068,14.921537797172268
444,double_integrator,40,7,2,2,0.01,0.002896302861405414,5841.560763984654,0.008091693928082466,5811.86567486854,2619,34.61934508402318,7.4243071579065205
445,double_integrator,40,7,2,3,0.01,0.002832362661156567,1532.614809417152,0.007733881173382243,1502.932422999904,1357,17.09722279217315,3.666450832269075
446,double_integrator,40,7,2,4,0.01,0.002806897470389225,429.86117830047976,0.0076961561887312615,400.2294988718173,722,8.321035305564873,1.7843315758879572
447,double_integrator,40,7,2,5,0.01,0.0027928664499464765,142.7137023082915,0.00768594933927006,113.31430283847251,417,3.9322247042114267,0.8431728633969509
448,double_integrator,40,7,2,6,0.01,0.002784725911238977,65.56838416649293,0.007681500333243906,38.7082953866017,283,1.7485376844641611,0.374926212984422
449,double_integrator,40,7,2,7,0.01,0.0027782651328713054,43.799357039795524,0.007678926188373334,31.416416664510784,232,0.6818812367542763,0.1462106845023759
450,double_integrator,40,7,2,8,0.01,0.002772134543579886,37.368371178373046,0.0076758915306410404,31.047335364884205,215,0.19760016723669702,0.04236992323624807
451,double_integrator,40,7,2,9,0.01,0.0027686878584219504,35.63060678929993,0.007673776944498024,30.97723047360209,210,0.028480570346201464,0.006106875293583337
452,double_integrator,40,7,2,10,0.01,0.0027680189292696453,35.3720867931792,0.007673327752238973,30.967568066899283,209,0.0008932583318935166,0.00019153469089905562
453,double_integrator,60,0,0,0,0.1,0.003091966932630916,53.89275520984583,0.0031981316932161268,47.37914926917183,244,477.403128589979,85.95811723798332
454,double_integrator,60,0,0,1,0.1,0.0036365057637932656,102.36656849796248,0.0037579819022634056,59.14335308057332,310,356.19796763941565,64.66437973397142
455,double_integrator,60,0,0,2,0.1,0.003980485292895921,404.05398467915313,0.0041421403913573795,357.8995409170525,588,237.26318570598409,44.07946078825121
456,double_integrator,60,0,0,3,0.1,0.0041549891650823545,423.564495704626,0.004791966435850492,377.40699373940083,589,123.23391142384281,23.445350545470674
457,double_integrator,60,0,0,4,0.1,0.004385073132020947,243.07117290206594,0.005523603785987467,197.0788876497833,435,45.036838211282536,7.620997043514236
458,double_integrator,60,0,0,5,0.1,0.005357425293237196,97.20592033170823,0.005616439262368132,56.20803395532733,249,22.781774321460134,2.9457261089020914
459,double_integrator,60,0,0,6,0.1,0.00518439637157964,60.209796215751965,0.0055239377610671984,48.043836310984986,199,10.991509741388251,1.4248330043318513
460,double_integrator,60,0,0,7,0.1,0.005081723228615996,53.892755220152964,0.005532514704293564,47.567059307728854,190,5.106159745735802,0.6648379708218137
461,double_integrator,60,0,0,8,0.1,0.004984192444482404,53.892755220238435,0.0055450263706332695,47.464318602615734,192,2.233903052511623,0.29284379855137377
462,double_integrator,60,0,0,9,0.1,0.004882276109225997,53.89275522032279,0.005557266445132773,47.43817572841739,194,0.8877174207854562,0.11732316099561974
463,double_integrator,60,0,0,10,0.1,0.004795401953717497,53.89275522038952,0.005564124396613469,47.43210503221822,196,0.29805357895311496,0.039692014832992076
464,double_integrator,60,0,0,11,0.1,0.004741182767962144,53.89275522042896,0.005564570520599674,47.43112863408413,197,0.07045470866379412,0.009411792498027823
465,double_integrator,60,0,0,12,0.1,0.004722073036093903,53.89275522044272,0.005563331699828579,47.431079983932364,198,0.006655823115371594,0.0008892327318792127
466,double_integrator,60,0,1,0,0.03,0.0016523899913583294,49.264656039471646,0.002030549439348088,47.325561229783254,319,3.005136865375379,0.3652992576169782
467,double_integrator,60,0,1,1,0.03,0.001995944633995905,13844.901597439508,0.0023824952843620483,13798.623259029515,4857,171.3346354912966,20.11036746082178
468,double_integrator,60,0,1,2,0.03,0.0019785698456104665,3566.5223737919664,0.0031509569602033455,3520.252456446021,2476,85.21930569258677,10.00230354791641
469,double_integrator,60,0,1,3,0.03,0.001887776236331204,958.5028405321243,0.002944209650416764,912.2668394071519,1315,42.0316770035667,4.933079705156593
470,double_integrator,60,0,1,4,0.03,0.0018645374071513468,290.30626450055377,0.002933843211111084,244.2224918763464,728,20.40987564545345,2.3952820016691554
471,double_integrator,60,0,1,5,0.03,0.0018533871551498675,115.94536548032701,0.002933844402857341,71.23195858479055,462,9.604894852283737,1.1271655802232465
472,double_integrator,60,0,1,6,0.03,0.0018469077507591398,68.92985287752549,0.0029339762410270365,48.07255211298185,357,4.236301461124014,0.4971347870673253
473,double_integrator,60,0,1,7,0.03,0.0018415961703995933,55.59673825748533,0.0029341789522728747,47.565038841727244,321,1.623172191051498,0.19048089525724599
474,double_integrator,60,0,1,8,0.03,0.0018366873132927416,51.653716304658296,0.002934319977015492,47.47331824494525,310,0.4515605073706317,0.052991081296268255
475,double_integrator,60,0,1,9,0.03,0.001834110277502948,50.61476575115246,0.0029343527064049964,47.451867683703895,307,0.05913636406738605,0.006939712009254962
476,double_integrator,60,0,1,10,0.03,0.001833668095254452,50.47419171222519,0.002934353335146267,47.44904416045898,306,0.0015463423094494242,0.00018146483072945617
477,double_integrator,60,0,2,0,0.01,0.0008363620424120356,48.344283296275826,0.001332368880609857,47.335763268541015,444,2.5924628274223585,0.31299616007707515
478,double_integrator,60,0,2,1,0.01,0.0009582041637769195,42569.82165908644,0.0019852517266170096,42523.54139646687,12292,176.03126567940254,20.677112530347788
479,double_integrator,60,0,2,2,0.01,0.0009033008500004674,10886.373829356293,0.001966115816199396,10840.096274216517,6403,87.52322182728776,10.280053252550273
480,double_integrator,60,0,2,3,0.01,0.0008756802249327143,2850.03419386808,0.0019694501289992165,2803.767217291822,3327,43.16145365728429,5.068950153211895
481,double_integrator,60,0,2,4,0.01,0.0008650891456394746,792.776953010529,0.001970312652316002,746.5517063379366,1766,20.95024720859425,2.4599833394301256
482,double_integrator,60,0,2,5,0.01,0.0008598308788350431,256.8112560262416,0.001970841231574128,210.7680750450475,1008,9.857109117424315,1.1571473779021155
483,double_integrator,60,0,2,6,0.01,0.0008568503231360261,112.69356017015853,0.0019711727610321043,68.21276737807852,669,4.357861522251838,0.5114619411138752
484,double_integrator,60,0,2,7,0.01,0.0008551043955231846,71.97594552271907,0.001971380120939307,48.38807896991149,536,1.6896659877865723,0.19828631749765113
485,double_integrator,60,0,2,8,0.01,0.0008539685779868884,59.938806800737126,0.001971519825492479,47.81470853852838,489,0.4857329099343708,0.05700125112936408
486,double_integrator,60,0,2,9,0.01,0.0008533863670752091,56.6991325376516,0.0019715921932556917,47.71978121575282,476,0.06879615579394784,0.008073298318514801
487,double_integrator,60,0,2,10,0.01,0.0008532761452065954,56.22521810907978,0.0019716059219011513,47.70720348355263,474,0.0020868774110195305,0.00024489717045102005
488,double_integrator,60,1,0,0,0.1,0.003091966932630916,53.89275520984583,0.0031981316932161268,47.37914926917183,244,1248.011078092297,235.72708669121266
