system,plant,horizon,state_index,barrier_stage,newton_iteration,barrier_weight,preconditioned_weyl_lower,preconditioned_weyl_upper,preconditioned_exact_lower,preconditioned_exact_upper,interval_chebyshev_degree,raw_gradient_norm,preconditioned_gradient_norm
33,double_integrator,20,0,2,8,0.01,0.04355930023911534,332.1797209778811,0.16299653941679315,319.0047068887776,162,0.48382695242274143,0.2848506755853828
34,double_integrator,20,0,2,9,0.01,0.043520668917555946,250.98962804955283,0.16300368447728197,237.835768542116,141,0.06835830284091045,0.04024559599079633
35,double_integrator,20,0,2,10,0.01,0.04351338101783727,239.141467148897,0.16300485277929755,225.99308897366203,137,0.0020638285177769214,0.0012150683273672747
36,double_integrator,20,1,0,0,0.1,0.07860498781300007,20.82827988412948,0.08472230682805822,14.841255294620595,30,49.02112559451955,41.64344881159295
37,double_integrator,20,1,0,1,0.1,0.12721344205686166,1400.707221064379,0.13576879228044475,1387.498513715607,194,34.674802544275,31.395433328773045
38,double_integrator,20,1,0,2,0.1,0.16583017813302525,4506.630472326106,0.1845621555670754,4493.416407034326,305,28.819136588851613,25.374768485826024
39,double_integrator,20,1,0,3,0.1,0.21858802816805914,6056.65131599692,0.24855127795281115,6043.436757330612,307,31.514539207096004,26.278932010391546
40,double_integrator,20,1,0,4,0.1,0.28995896611727684,5782.934929617633,0.35420405390815146,5769.720637461549,261,31.055139785716207,27.57578175092691
41,double_integrator,20,1,0,5,0.1,0.3598398217124694,14040.415636173755,0.4812060283828388,14027.199834774921,365,39.34814478134742,40.02654749383304
42,double_integrator,20,1,0,6,0.1,0.4678519870599418,3608.392469265778,0.6265295874889695,3595.1793360022248,162,20.089775976058174,20.413334490640146
43,double_integrator,20,1,0,7,0.1,0.5314827061388877,954.6312076490901,0.6426292533809175,941.4285821935734,79,9.568470736369472,9.832511841674602
44,double_integrator,20,1,0,8,0.1,0.5762491065918072,271.0096335025244,0.6541692234568873,257.85114601717135,40,4.397008289252792,4.581533422709761
45,double_integrator,20,1,0,9,0.1,0.6059908084802502,98.39252667625661,0.6632528580517599,85.6063233769224,24,1.9210281408116034,2.026182556152304
46,double_integrator,20,1,0,10,0.1,0.6012111525721158,99.20296494348653,0.6699739449765961,86.26146876570374,24,0.7638049458335766,0.8114881320552086
47,double_integrator,20,1,0,11,0.1,0.5960546152532182,99.78484656528369,0.6750989059140313,86.83617511076721,24,0.24507610305268945,0.2610218209559692
48,double_integrator,20,1,0,12,0.1,0.5933625557981753,100.10925577539436,0.6779805427019011,87.15864489503943,24,0.04585735996930183,0.04884941280606226
49,double_integrator,20,1,0,13,0.1,0.5926632402541425,100.196891015488,0.6787470731574909,87.24586422197919,24,0.0024321029629057974,0.0025907905571407688
50,double_integrator,20,1,1,0,0.03,0.18428338400378327,40.012303677289765,0.2481715033612774,28.43055074589998,28,5.75671901108053,3.929839581214621
