repeat,system,method,products,accepted_degree_two,total_ns
4,172,cg,5,False,21875
2,181,cg,9,False,34000
3,121,cost_gated_certificate,2,True,34583
3,52,cost_gated_certificate,1780,False,5125167
4,198,cg,3,False,42791
3,22,interval_chebyshev,63,False,186917
0,228,direct,0,False,37500
0,173,certificate,20,False,139500
1,157,cost_gated_certificate,42,False,155125
3,36,direct,0,False,11541
1,225,interval_chebyshev,185,False,535375
4,137,cg,3,False,19083
3,22,cg,1,False,7250
4,206,direct,0,False,9416
0,131,cg,13,False,50666
4,39,direct,0,False,10500
3,140,interval_chebyshev,20,False,60875
0,226,interval_chebyshev,118,False,348292
3,4,cg,4,False,19833
1,215,interval_chebyshev,51,False,150541
1,220,certificate,2,True,59542
3,164,interval_chebyshev,52,False,154042
1,8,cost_gated_certificate,26,False,110708
2,61,direct,0,False,10417
0,132,certificate,30,False,114792
2,37,direct,0,False,10500
3,62,cg,11,False,45292
2,105,interval_chebyshev,380,False,1169542
2,63,cg,10,False,60375
0,5,certificate,157,False,624417
1,9,interval_chebyshev,22,False,85083
4,3,interval_chebyshev,471,False,1322417
1,56,cost_gated_certificate,2,True,45291
3,220,direct,0,False,8250
2,44,cg,2,False,11209
1,46,direct,0,False,6875
0,42,direct,0,False,6833
4,14,certificate,29,False,107042
1,45,certificate,24,False,91458
1,43,interval_chebyshev,79,False,224709
4,162,cost_gated_certificate,30,False,109250
4,166,cg,3,False,14583
2,109,cg,4,False,17583
4,31,interval_chebyshev,359,False,1093625
4,217,certificate,2,True,89084
3,48,cost_gated_certificate,24,False,102833
4,102,cost_gated_certificate,406,False,1202125
1,171,direct,0,False,12959
4,38,interval_chebyshev,305,False,885250
2,152,cg,1,False,10625
2,3,direct,0,False,9792
3,21,certificate,2,True,41750
2,30,certificate,2,True,38041
1,143,cost_gated_certificate,14,False,45375
3,222,direct,0,False,10667
1,4,cg,4,False,19625
1,181,certificate,27,False,109500
2,93,cost_gated_certificate,62,False,206042
3,133,interval_chebyshev,171,False,502458
1,79,cost_gated_certificate,24,False,99708
4,65,cg,12,False,48458
4,105,certificate,380,False,1113583
1,124,cost_gated_certificate,2,True,53833
4,117,certificate,2012,False,5795083
2,186,cg,9,False,56458
0,166,certificate,17,False,115958
2,74,direct,0,False,11250
4,72,certificate,269,False,801250
4,0,certificate,30,False,122041
1,165,direct,0,False,12875
1,203,cost_gated_certificate,23,False,97000
0,120,certificate,2,True,44208
1,229,cost_gated_certificate,2,True,36875
2,207,cost_gated_certificate,21,False,65125
4,29,cg,2,False,15125
1,169,certificate,12,False,66500
3,36,cg,5,False,23041
2,173,direct,0,False,8334
0,222,interval_chebyshev,1168,False,3366166
1,98,cost_gated_certificate,133,False,404500
1,78,direct,0,False,8334
1,67,cost_gated_certificate,30,False,109417
4,111,cost_gated_certificate,20,False,58750
0,77,certificate,25,False,101000
2,34,cg,1,False,7291
0,14,cg,6,False,23958
4,26,cost_gated_certificate,8535,False,24333250
1,211,certificate,2,True,138084
1,24,direct,0,False,17167
4,214,interval_chebyshev,75,False,240333
0,146,cost_gated_certificate,18,False,57041
4,55,interval_chebyshev,259,False,774916
1,107,interval_chebyshev,97,False,293000
1,11,cg,7,False,34791
3,187,cost_gated_certificate,37,False,153917
1,64,direct,0,False,12083
2,18,direct,0,False,11208
2,162,cost_gated_certificate,30,False,120084
2,192,direct,0,False,21500
3,140,direct,0,False,7916
2,122,direct,0,False,8208
1,194,cost_gated_certificate,54,False,192417
4,215,cost_gated_certificate,2,True,41583
0,176,cg,7,False,35041
3,39,certificate,307,False,932500
4,220,direct,0,False,11000
0,203,direct,0,False,7917
4,154,cost_gated_certificate,2,True,38750
1,77,interval_chebyshev,23,False,72917
0,108,direct,0,False,11291
3,177,cg,6,False,27542
1,92,interval_chebyshev,62,False,187041
0,152,cost_gated_certificate,2,True,38083
2,164,certificate,2,True,37292
1,172,cost_gated_certificate,19,False,60625
3,29,cg,2,False,12209
2,39,certificate,307,False,933500
3,117,direct,0,False,9125
1,27,interval_chebyshev,4446,False,13403167
2,28,interval_chebyshev,2305,False,6773792
3,59,direct,0,False,39750
2,150,certificate,2,True,77084
3,209,interval_chebyshev,1688,False,4993500
0,10,direct,0,False,36042
2,47,certificate,24,False,130250
3,52,certificate,1780,False,5365584
3,115,cost_gated_certificate,22,False,129375
3,190,interval_chebyshev,51,False,151708
3,126,direct,0,False,11625
3,96,direct,0,False,8000
1,184,cost_gated_certificate,26,False,103834
1,180,cg,6,False,29708
0,164,cost_gated_certificate,2,True,43416
4,200,cg,2,False,11750
4,229,cg,2,False,10792
2,197,direct,0,False,8167
4,182,direct,0,False,7167
1,129,direct,0,False,6917
2,210,certificate,2,True,37000
0,131,interval_chebyshev,172,False,533333
2,136,direct,0,False,16583
3,193,interval_chebyshev,54,False,160500
4,189,interval_chebyshev,38,False,113042
0,131,cost_gated_certificate,172,False,542542
2,120,direct,0,False,10917
3,180,certificate,27,False,107791
3,39,cg,7,False,34708
1,43,certificate,79,False,255500
4,42,cost_gated_certificate,162,False,488167
1,46,interval_chebyshev,24,False,72416
2,204,cost_gated_certificate,21,False,62708
4,185,direct,0,False,9042
2,105,cost_gated_certificate,380,False,1130875
1,45,cg,3,False,17625
0,22,interval_chebyshev,63,False,187625
3,179,interval_chebyshev,26,False,78166
1,143,direct,0,False,10000
1,144,certificate,14,False,70417
1,38,cg,7,False,30791
4,128,cost_gated_certificate,218,False,647041
1,87,cost_gated_certificate,2,True,42667
4,125,certificate,2,True,38000
1,95,interval_chebyshev,159,False,468125
0,73,interval_chebyshev,377,False,1116667
2,184,direct,0,False,10125
3,48,interval_chebyshev,24,False,79667
3,106,direct,0,False,8584
3,116,interval_chebyshev,4007,False,11663458
4,105,interval_chebyshev,380,False,1074625
3,98,cg,14,False,57333
1,166,cost_gated_certificate,17,False,50750
0,174,interval_chebyshev,20,False,58250
4,140,cost_gated_certificate,20,False,57708
3,217,cg,2,False,10958
2,200,cost_gated_certificate,2,True,51666
4,206,certificate,21,False,89209
1,135,cost_gated_certificate,357,False,1009500
3,110,direct,0,False,9083
0,65,cost_gated_certificate,129,False,385500
1,56,interval_chebyshev,147,False,418916
1,227,direct,0,False,8000
4,180,interval_chebyshev,27,False,78250
0,44,interval_chebyshev,40,False,114667
1,187,certificate,37,False,128542
3,9,cost_gated_certificate,22,False,86250
1,87,cg,2,False,11458
3,121,direct,0,False,7458
3,119,cost_gated_certificate,2,True,112041
0,182,cg,10,False,61375
3,215,cg,2,False,11959
3,14,cost_gated_certificate,29,False,171416
1,48,interval_chebyshev,24,False,75375
2,197,interval_chebyshev,203,False,608209
3,225,direct,0,False,12500
1,193,cg,10,False,42416
3,128,cg,12,False,48375
1,134,cg,5,False,22750
3,29,cost_gated_certificate,2,True,63292
4,141,cost_gated_certificate,14,False,46292
1,220,cost_gated_certificate,2,True,42917
0,4,cost_gated_certificate,350,False,1080667
2,41,cg,8,False,36708
0,193,direct,0,False,9583
4,176,direct,0,False,8084
1,56,direct,0,False,8500
3,63,certificate,153,False,479625
4,89,cg,1,False,8792
1,196,interval_chebyshev,30,False,93750
4,78,certificate,24,False,104166
1,19,interval_chebyshev,232,False,703000
4,88,cg,2,False,12167
0,161,cost_gated_certificate,97,False,317334
2,154,interval_chebyshev,46,False,142083
3,195,cost_gated_certificate,54,False,188083
2,139,interval_chebyshev,35,False,110750
2,211,certificate,2,True,38334
1,182,direct,0,False,8375
2,130,interval_chebyshev,173,False,521875
2,208,direct,0,False,11584
0,134,certificate,341,False,1041958
3,20,certificate,2,True,37583
4,60,certificate,2,True,40542
4,98,cg,14,False,56958
4,2,cost_gated_certificate,467,False,1372750
2,68,certificate,189,False,563583
1,209,direct,0,False,8000
0,74,cost_gated_certificate,163,False,476667
1,52,direct,0,False,7375
4,34,certificate,2,True,35917
1,200,certificate,2,True,34042
3,203,direct,0,False,7542
0,85,certificate,976,False,2914083
3,85,interval_chebyshev,976,False,2940000
1,133,direct,0,False,36292
2,195,cost_gated_certificate,54,False,223666
2,103,interval_chebyshev,279,False,841791
1,222,cg,2,False,19500
4,183,interval_chebyshev,26,False,81250
3,14,direct,0,False,10375
4,11,cg,7,False,35291
0,219,direct,0,False,8459
3,37,cost_gated_certificate,194,False,604250
2,145,direct,0,False,11250
0,137,interval_chebyshev,133,False,401833
2,133,cost_gated_certificate,171,False,536417
1,8,cg,3,False,16500
3,144,cost_gated_certificate,14,False,45333
3,135,certificate,357,False,1092958
0,122,cg,1,False,9167
2,174,direct,0,False,12792
0,64,cost_gated_certificate,132,False,425125
4,62,certificate,102,False,331875
4,168,cost_gated_certificate,12,False,39750
0,149,cost_gated_certificate,2,True,49750
4,137,certificate,133,False,422625
2,195,interval_chebyshev,54,False,172583
1,3,cg,6,False,28708
1,105,direct,0,False,11750
0,165,certificate,2,True,39084
1,132,direct,0,False,8417
3,141,direct,0,False,7625
1,148,interval_chebyshev,1280,False,3882750
3,57,certificate,2,True,43917
4,45,cost_gated_certificate,24,False,93084
0,222,direct,0,False,7750
1,12,cost_gated_certificate,23,False,89500
3,3,direct,0,False,7167
3,114,direct,0,False,6959
4,133,cg,4,False,18292
4,29,cost_gated_certificate,2,True,34292
3,186,cost_gated_certificate,37,False,130125
3,67,interval_chebyshev,30,False,86917
0,191,certificate,51,False,166792
0,96,cg,12,False,45959
2,51,interval_chebyshev,4344,False,12463375
2,211,cg,1,False,33208
2,41,direct,0,False,43458
2,212,certificate,2,True,86750
2,34,certificate,2,True,43375
1,32,interval_chebyshev,223,False,651792
1,136,cg,3,False,17334
1,118,direct,0,False,12375
0,153,certificate,2,True,40875
3,129,direct,0,False,8833
2,70,interval_chebyshev,351,False,1024084
3,209,cg,1,False,10875
3,168,certificate,12,False,64833
0,9,cg,4,False,19833
4,85,direct,0,False,8583
2,43,cost_gated_certificate,79,False,257125
1,63,interval_chebyshev,153,False,491625
0,225,interval_chebyshev,185,False,622250
2,95,direct,0,False,13125
4,147,certificate,2,True,43375
1,104,certificate,263,False,759041
1,25,cost_gated_certificate,58,False,184750
2,184,interval_chebyshev,26,False,74959
0,23,direct,0,False,7958
3,160,direct,0,False,6750
1,10,direct,0,False,6708
4,225,interval_chebyshev,185,False,517625
1,38,certificate,305,False,863083
3,77,cg,2,False,10708
1,57,certificate,2,True,33458
0,138,cg,3,False,63208
0,118,direct,0,False,28667
1,82,cg,7,False,36250
1,153,interval_chebyshev,62,False,185625
1,130,certificate,173,False,551042
0,22,direct,0,False,10125
4,30,cg,2,False,12500
3,102,direct,0,False,7834
2,223,certificate,2,True,44916
3,220,cost_gated_certificate,2,True,41375
2,134,interval_chebyshev,341,False,997208
1,80,direct,0,False,12250
0,158,cost_gated_certificate,73,False,242667
0,183,direct,0,False,8542
1,48,certificate,24,False,96375
0,137,cg,3,False,18459
2,122,cg,1,False,7500
1,80,interval_chebyshev,24,False,71875
1,139,certificate,35,False,130625
3,175,interval_chebyshev,31,False,95041
0,87,certificate,2,True,37750
0,66,direct,0,False,8500
3,54,cost_gated_certificate,2,True,39291
4,43,direct,0,False,7791
0,23,interval_chebyshev,56,False,163584
2,103,cost_gated_certificate,279,False,828250
4,174,direct,0,False,8250
2,26,certificate,8535,False,24458208
0,56,cg,1,False,38417
2,132,cg,4,False,19500
1,25,interval_chebyshev,58,False,171625
3,212,interval_chebyshev,233,False,676125
2,8,certificate,26,False,169000
4,66,interval_chebyshev,129,False,376458
0,77,cost_gated_certificate,25,False,114750
3,101,direct,0,False,10084
1,206,cost_gated_certificate,21,False,65083
4,148,cost_gated_certificate,2,True,39125
4,208,certificate,31,False,158834
1,93,cost_gated_certificate,62,False,244667
4,229,certificate,2,True,47792
0,126,interval_chebyshev,62,False,177667
2,170,cost_gated_certificate,12,False,36042
1,175,cg,5,False,22125
1,189,direct,0,False,7750
1,86,interval_chebyshev,509,False,1436167
0,215,interval_chebyshev,51,False,144875
1,16,interval_chebyshev,1600,False,4678167
4,103,cg,10,False,55167
3,174,cost_gated_certificate,20,False,62375
2,143,certificate,14,False,118000
2,146,cost_gated_certificate,18,False,55000
1,113,certificate,20,False,93292
0,172,direct,0,False,10000
0,173,interval_chebyshev,20,False,61209
1,71,certificate,324,False,952708
2,226,cost_gated_certificate,2,True,45916
3,116,direct,0,False,8875
4,151,interval_chebyshev,178,False,512875
2,175,cost_gated_certificate,31,False,116542
0,206,cg,5,False,23125
1,29,cg,2,False,13834
0,57,cost_gated_certificate,2,True,38292
1,73,certificate,377,False,1109208
3,33,interval_chebyshev,162,False,475958
3,36,certificate,30,False,118500
2,74,cost_gated_certificate,163,False,497875
3,116,certificate,4007,False,11768583
1,145,interval_chebyshev,14,False,41375
2,82,cg,7,False,30834
2,196,cg,9,False,34500
1,135,direct,0,False,10500
2,56,direct,0,False,6917
2,92,direct,0,False,6666
3,103,cg,10,False,38583
2,211,interval_chebyshev,447,False,1261292
3,98,interval_chebyshev,133,False,375334
2,215,direct,0,False,7125
4,82,certificate,26,False,103375
4,125,interval_chebyshev,61,False,173667
2,214,interval_chebyshev,75,False,213708
0,228,certificate,2,True,34709
3,57,direct,0,False,7458
3,216,certificate,2,True,33958
2,164,direct,0,False,7625
4,117,cost_gated_certificate,2012,False,5996583
1,172,certificate,19,False,180042
1,224,cost_gated_certificate,2,True,55875
2,135,cost_gated_certificate,357,False,1074250
3,75,interval_chebyshev,79,False,239708
2,156,direct,0,False,15792
3,63,cost_gated_certificate,153,False,555375
1,121,cost_gated_certificate,2,True,47875
2,97,cost_gated_certificate,132,False,404750
3,39,cost_gated_certificate,307,False,907042
2,180,certificate,27,False,102666
3,72,direct,0,False,8500
3,11,cg,7,False,29917
2,124,certificate,2,True,35167
1,60,certificate,2,True,35167
4,120,cost_gated_certificate,2,True,34667
1,201,cg,2,False,11209
3,96,cg,12,False,46084
3,127,cg,11,False,42083
0,210,direct,0,False,7625
1,106,direct,0,False,7166
0,220,direct,0,False,6666
0,6,cg,3,False,14500
2,75,direct,0,False,7000
4,80,cost_gated_certificate,24,False,96458
0,55,cg,2,False,11250
1,92,certificate,2,True,34625
3,166,cost_gated_certificate,17,False,52083
2,181,certificate,27,False,103750
4,162,certificate,30,False,111375
0,49,certificate,24,False,94250
4,26,direct,0,False,7666
0,50,certificate,28,False,106833
2,81,cost_gated_certificate,24,False,93625
1,130,interval_chebyshev,173,False,501667
3,163,certificate,2,True,34042
3,67,certificate,30,False,181375
2,70,certificate,351,False,1088000
2,3,cost_gated_certificate,471,False,1385166
2,83,interval_chebyshev,4414,False,12883417
2,65,cost_gated_certificate,129,False,470208
0,71,certificate,324,False,962833
1,136,certificate,298,False,891208
1,107,cg,3,False,29209
4,105,direct,0,False,16750
4,68,cost_gated_certificate,189,False,577500
3,157,cost_gated_certificate,42,False,152666
4,159,direct,0,False,12667
2,125,interval_chebyshev,61,False,180167
1,209,cost_gated_certificate,2,True,46750
4,99,direct,0,False,11542
1,142,certificate,14,False,72500
3,103,certificate,279,False,823625
1,224,cg,1,False,9334
0,36,certificate,30,False,114084
1,141,direct,0,False,10458
0,57,interval_chebyshev,92,False,268750
2,206,direct,0,False,10291
0,145,cg,6,False,27291
2,61,interval_chebyshev,60,False,175542
4,130,interval_chebyshev,173,False,506958
4,134,direct,0,False,10125
3,87,interval_chebyshev,272,False,791042
3,183,certificate,26,False,103042
1,28,direct,0,False,9125
0,58,cg,1,False,9750
0,129,direct,0,False,7250
1,83,direct,0,False,7208
2,80,direct,0,False,7208
2,92,cost_gated_certificate,2,True,39542
3,209,certificate,2,True,36500
0,141,certificate,14,False,72167
1,217,cost_gated_certificate,2,True,37542
3,113,certificate,20,False,87333
2,189,direct,0,False,8000
2,149,cost_gated_certificate,2,True,36000
1,183,cost_gated_certificate,26,False,100958
3,46,cg,5,False,25833
0,1,interval_chebyshev,198,False,577750
2,177,certificate,33,False,121875
3,222,interval_chebyshev,1168,False,3318541
1,176,interval_chebyshev,33,False,94333
4,200,certificate,2,True,36208
1,203,interval_chebyshev,23,False,67708
0,136,cg,3,False,14250
2,39,direct,0,False,8000
1,170,certificate,12,False,59875
3,91,cost_gated_certificate,2,True,36208
2,104,cost_gated_certificate,263,False,763917
1,35,interval_chebyshev,137,False,392708
4,185,cg,10,False,41750
2,101,cg,6,False,24000
1,6,direct,0,False,7875
2,134,cg,5,False,20875
2,114,cg,9,False,34583
3,45,interval_chebyshev,24,False,71875
4,44,cost_gated_certificate,2,True,40041
3,130,interval_chebyshev,173,False,489791
0,141,direct,0,False,7417
0,20,certificate,2,True,35333
4,189,cost_gated_certificate,38,False,137167
2,105,direct,0,False,9000
0,175,certificate,31,False,114542
0,65,interval_chebyshev,129,False,368167
2,40,direct,0,False,9875
2,123,certificate,2,True,35708
2,60,cost_gated_certificate,2,True,36459
4,70,cost_gated_certificate,351,False,1052042
0,46,certificate,24,False,118916
3,57,cg,1,False,11583
1,152,certificate,2,True,49416
2,72,direct,0,False,15875
0,189,interval_chebyshev,38,False,117542
3,188,interval_chebyshev,38,False,117250
2,124,cg,1,False,8791
4,69,certificate,313,False,939625
3,222,cost_gated_certificate,2,True,38500
2,56,interval_chebyshev,147,False,423583
3,47,certificate,24,False,95375
2,192,interval_chebyshev,54,False,155833
4,225,cg,1,False,8375
0,143,direct,0,False,9125
2,187,direct,0,False,9250
2,19,cg,1,False,7667
0,8,cost_gated_certificate,26,False,99833
0,140,cost_gated_certificate,20,False,60416
1,12,certificate,23,False,96334
4,58,interval_chebyshev,68,False,198041
2,92,cg,1,False,7209
4,177,certificate,33,False,117375
4,87,cg,2,False,11208
1,228,certificate,2,True,34541
3,56,direct,0,False,7584
4,163,cost_gated_certificate,2,True,37792
2,16,cost_gated_certificate,2,True,34875
2,37,certificate,194,False,568042
4,9,cost_gated_certificate,22,False,88959
1,114,cg,9,False,35708
3,202,cost_gated_certificate,2,True,37750
1,53,direct,0,False,8208
0,10,cost_gated_certificate,22,False,89458
3,58,cost_gated_certificate,2,True,38459
4,66,cg,12,False,46625
3,169,cg,5,False,23917
1,120,certificate,2,True,38208
4,225,direct,0,False,7500
0,16,cg,2,False,10542
1,98,interval_chebyshev,133,False,381500
2,12,direct,0,False,7000
3,97,cg,13,False,48417
3,182,interval_chebyshev,26,False,79459
2,182,direct,0,False,6958
1,221,interval_chebyshev,2268,False,6391916
1,110,cost_gated_certificate,21,False,63916
0,201,certificate,2,True,37084
3,83,direct,0,False,7916
2,68,cg,5,False,21458
1,112,interval_chebyshev,20,False,60292
0,62,cost_gated_certificate,102,False,309084
0,83,certificate,4414,False,12498208
4,187,certificate,37,False,171666
3,168,cost_gated_certificate,12,False,38959
4,24,certificate,2,True,41750
0,118,cost_gated_certificate,1011,False,2843542
2,170,direct,0,False,10625
3,203,cost_gated_certificate,23,False,92166
1,34,certificate,2,True,35083
3,53,interval_chebyshev,928,False,2621416
4,100,certificate,181,False,534208
3,143,cost_gated_certificate,14,False,41958
1,85,certificate,976,False,2778250
3,159,cg,10,False,45583
4,220,cost_gated_certificate,2,True,40417
1,58,certificate,2,True,36000
1,229,certificate,2,True,35750
1,189,interval_chebyshev,38,False,116833
0,25,cg,7,False,31042
0,15,direct,0,False,8833
1,116,interval_chebyshev,4007,False,11563666
4,50,direct,0,False,38292
1,168,interval_chebyshev,12,False,39458
4,133,interval_chebyshev,171,False,497625
2,172,interval_chebyshev,19,False,57291
4,156,cost_gated_certificate,2,True,82750
1,117,certificate,2012,False,5993208
3,118,certificate,1011,False,2944959
0,75,cost_gated_certificate,79,False,304000
2,202,cg,2,False,19042
3,52,direct,0,False,13041
0,62,certificate,102,False,318416
3,55,direct,0,False,9167
0,56,direct,0,False,7083
0,14,cost_gated_certificate,29,False,109875
3,204,interval_chebyshev,21,False,62209
1,25,certificate,58,False,186708
1,168,cg,4,False,19375
3,150,direct,0,False,8000
3,224,cost_gated_certificate,2,True,43334
2,202,cost_gated_certificate,2,True,35875
2,166,direct,0,False,8375
3,45,direct,0,False,7291
0,55,direct,0,False,6542
2,72,interval_chebyshev,269,False,766917
1,172,interval_chebyshev,19,False,56500
0,89,interval_chebyshev,97,False,278375
2,12,interval_chebyshev,23,False,67833
4,116,cg,3,False,15542
1,213,interval_chebyshev,127,False,363583
3,162,direct,0,False,8125
2,198,interval_chebyshev,426,False,1212208
3,223,cg,1,False,7083
0,126,certificate,62,False,200791
2,216,cost_gated_certificate,2,True,35000
0,203,certificate,23,False,90500
3,150,cg,2,False,11000
3,69,interval_chebyshev,313,False,889750
2,150,cost_gated_certificate,2,True,34375
2,208,interval_chebyshev,31,False,91291
4,107,cg,3,False,15292
2,26,cost_gated_certificate,8535,False,24886458
4,8,cg,3,False,23083
2,2,cost_gated_certificate,467,False,1386750
1,188,cg,12,False,47792
0,127,direct,0,False,8750
1,75,interval_chebyshev,79,False,294958
3,176,cost_gated_certificate,33,False,185208
4,132,cost_gated_certificate,30,False,116125
3,98,direct,0,False,12916
0,29,direct,0,False,7917
2,36,certificate,30,False,114292
0,185,cost_gated_certificate,38,False,135917
4,36,direct,0,False,7542
3,105,interval_chebyshev,380,False,1091625
3,87,certificate,2,True,46625
3,118,cg,3,False,17166
2,217,cost_gated_certificate,2,True,38834
0,15,certificate,2,True,36667
1,124,certificate,2,True,35666
3,223,direct,0,False,8416
1,168,cost_gated_certificate,12,False,39125
4,117,direct,0,False,7542
1,60,cg,1,False,8375
4,169,interval_chebyshev,12,False,37209
3,153,interval_chebyshev,62,False,183417
1,46,certificate,24,False,97333
0,224,cg,1,False,8209
2,14,interval_chebyshev,29,False,87042
1,50,interval_chebyshev,28,False,84750
2,79,direct,0,False,8292
0,62,cg,11,False,43875
3,35,cost_gated_certificate,2,True,36750
0,212,cg,1,False,7542
4,10,cg,6,False,25208
0,192,cg,6,False,25208
2,56,cg,1,False,7208
0,209,cost_gated_certificate,2,True,36416
2,200,cg,2,False,11416
4,25,cost_gated_certificate,58,False,194792
3,17,cost_gated_certificate,2,True,36208
0,93,cost_gated_certificate,62,False,205542
4,104,cost_gated_certificate,263,False,780667
4,88,interval_chebyshev,154,False,467375
0,128,interval_chebyshev,218,False,634459
0,91,certificate,2,True,36042
4,35,certificate,2,True,34584
0,164,certificate,2,True,35375
4,61,interval_chebyshev,60,False,178000
0,195,certificate,54,False,182292
0,159,direct,0,False,8167
1,198,direct,0,False,7167
1,157,interval_chebyshev,42,False,124708
1,110,direct,0,False,7166
0,192,certificate,54,False,181375
3,42,certificate,162,False,492291
3,55,interval_chebyshev,259,False,781042
2,43,certificate,79,False,267625
2,219,cg,6,False,31375
0,126,cg,8,False,40750
3,97,certificate,132,False,419042
0,120,cg,2,False,14041
3,193,certificate,54,False,188041
1,108,interval_chebyshev,50,False,153708
4,25,certificate,58,False,198291
3,216,interval_chebyshev,42,False,128750
0,172,cg,5,False,23333
1,99,cg,4,False,18458
4,109,cost_gated_certificate,27,False,106791
4,106,direct,0,False,8250
4,174,interval_chebyshev,20,False,62708
1,38,cost_gated_certificate,305,False,921625
2,130,cg,13,False,53917
0,23,cost_gated_certificate,2,True,43250
4,181,cost_gated_certificate,27,False,106375
2,93,certificate,62,False,291458
3,128,direct,0,False,18458
1,154,interval_chebyshev,46,False,138292
4,131,interval_chebyshev,172,False,504958
4,134,interval_chebyshev,341,False,986083
0,53,certificate,2,True,66792
2,140,cg,2,False,15958
1,31,direct,0,False,9583
1,125,interval_chebyshev,61,False,179541
1,87,certificate,2,True,39584
0,157,cost_gated_certificate,42,False,149542
1,169,interval_chebyshev,12,False,37333
0,227,direct,0,False,8250
2,81,interval_chebyshev,24,False,71792
4,73,direct,0,False,10250
0,117,direct,0,False,6875
1,107,certificate,97,False,309000
0,20,cg,1,False,9084
1,208,cg,7,False,30041
1,219,cost_gated_certificate,48,False,167125
4,15,certificate,2,True,36375
3,75,cg,3,False,14792
2,55,cg,2,False,10375
1,85,direct,0,False,7542
0,16,direct,0,False,7417
2,7,direct,0,False,7042
3,60,direct,0,False,6917
4,5,interval_chebyshev,157,False,456166
0,149,certificate,2,True,35667
0,214,direct,0,False,7666
4,157,interval_chebyshev,42,False,123875
0,111,interval_chebyshev,20,False,59667
4,150,interval_chebyshev,335,False,982250
4,46,certificate,24,False,98750
3,207,cost_gated_certificate,21,False,65167
4,182,cg,10,False,41458
2,212,interval_chebyshev,233,False,697500
0,87,cost_gated_certificate,2,True,35250
0,86,certificate,2,True,35083
3,213,certificate,2,True,35083
4,112,certificate,20,False,84125
1,178,direct,0,False,7917
4,193,cg,10,False,40167
3,105,cg,4,False,18125
1,176,direct,0,False,7625
2,154,certificate,2,True,35459
3,7,direct,0,False,7667
3,82,interval_chebyshev,26,False,77584
2,128,interval_chebyshev,218,False,638042
4,110,cg,6,False,25333
2,224,interval_chebyshev,324,False,904834
4,97,interval_chebyshev,132,False,372834
3,186,certificate,37,False,130041
2,175,cg,5,False,21500
0,47,cg,6,False,24250
4,38,direct,0,False,7625
3,117,interval_chebyshev,2012,False,5897041
4,51,interval_chebyshev,4344,False,12715500
0,34,interval_chebyshev,141,False,409500
0,216,cost_gated_certificate,2,True,52000
3,26,cost_gated_certificate,8535,False,24848459
2,109,cost_gated_certificate,27,False,214292
2,3,cg,6,False,40416
0,186,direct,0,False,14959
1,126,interval_chebyshev,62,False,190959
0,139,direct,0,False,9583
1,86,cost_gated_certificate,2,True,56500
2,27,interval_chebyshev,4446,False,12959875
1,27,cg,3,False,45791
0,21,interval_chebyshev,84,False,247500
1,18,cost_gated_certificate,2,True,110042
4,148,certificate,2,True,42708
1,100,cost_gated_certificate,181,False,557500
3,43,certificate,79,False,257125
4,223,interval_chebyshev,607,False,1771250
3,201,interval_chebyshev,54,False,160125
3,130,direct,0,False,16250
2,167,interval_chebyshev,12,False,39708
3,44,direct,0,False,8917
0,69,cost_gated_certificate,313,False,931333
2,222,direct,0,False,9375
0,179,interval_chebyshev,26,False,182625
0,158,interval_chebyshev,73,False,213333
1,124,direct,0,False,23084
0,148,interval_chebyshev,1280,False,3731166
1,2,direct,0,False,36000
0,54,direct,0,False,9125
1,140,certificate,2,True,84125
4,145,interval_chebyshev,14,False,43750
3,55,cost_gated_certificate,2,True,41792
2,202,certificate,2,True,37417
3,128,cost_gated_certificate,218,False,657458
0,106,certificate,191,False,578542
4,201,cg,2,False,14125
2,202,direct,0,False,7958
1,290,direct,0,False,52375
1,419,certificate,111,False,399458
2,355,cg,14,False,63084
4,334,cost_gated_certificate,448,False,1614709
0,355,direct,0,False,25500
2,279,interval_chebyshev,74,False,226375
3,394,certificate,68,False,237375
4,350,cost_gated_certificate,2,True,44667
0,341,certificate,68,False,232458
3,237,cost_gated_certificate,85,False,279708
0,305,cg,3,False,17666
3,388,direct,0,False,15750
2,354,cost_gated_certificate,187,False,681208
1,257,interval_chebyshev,5900,False,18413375
2,370,cg,11,False,62375
1,419,direct,0,False,39917
2,365,interval_chebyshev,106,False,452083
2,340,cg,10,False,43208
2,413,certificate,155,False,514083
3,412,direct,0,False,21167
2,312,direct,0,False,19083
3,250,certificate,2,True,54625
0,403,interval_chebyshev,179,False,595042
4,432,interval_chebyshev,2020,False,6650375
0,445,interval_chebyshev,1357,False,4198917
2,310,cg,14,False,71833
0,426,certificate,89,False,333708
2,381,interval_chebyshev,127,False,375209
1,269,certificate,344,False,1056583
2,326,direct,0,False,23416
4,429,cost_gated_certificate,90,False,312083
0,412,interval_chebyshev,153,False,534541
2,408,cg,19,False,79500
4,304,cost_gated_certificate,210,False,701667
1,266,cg,4,False,39125
3,234,certificate,388,False,1251333
0,359,cost_gated_certificate,2,True,68083
1,412,cost_gated_certificate,153,False,486625
2,243,cg,16,False,66959
3,403,certificate,179,False,561083
0,256,interval_chebyshev,11319,False,34502417
3,425,cost_gated_certificate,89,False,369750
3,440,certificate,136,False,420500
3,262,cg,2,False,21000
4,254,certificate,138,False,426916
