method,converged,failure,newton_updates,linear_systems,matrix_products,degree_two_acceptances,line_search_backtracks,maximum_preconditioned_relative_residual,maximum_original_relative_residual,final_scaled_gradient,quadratic_objective,maximum_control_fraction,feasibility_violation,solution_json,plant,horizon,state_index,relative_objective_gap_to_direct,relative_solution_distance_to_direct
cost_gated_certificate,True,,31,34,10414,3,1,0.04789036532539819,0.1081987330958957,3.567252623600174e-08,-149.05284562093757,0.996072858425667,0.0,"[-0.996072858425667,-0.9948849356102777,-0.9930908567023972,-0.9902097855318419,-0.9851680696272684,-0.9751111970706728,-0.949825960184387,-0.839201160501113,0.25691937185013486,0.7897354728484787,0.8546663461501633,0.865278315739059,0.8550209018244518,0.8270991371058543,0.7765785618655291,0.6946086949499019,0.576858599063255,0.4378920898905756,0.30667155162562504,0.20238431674986937,0.12776079266786153,0.07750606615025167,0.04497127410628673,0.024576919092102103,0.01221102301907353,0.005011724465257754,0.0010501787036860924,-0.0009433197021148281,-0.0017861682145772816,-0.001991557460769472,-0.0018721075027660987,-0.0016113750939211612,-0.0013120379763183873,-0.001027301679057259,-0.0007808896001753727,-0.0005792183939574983,-0.0004191391997602866,-0.0002959769180925819,-0.00020733408344757856,-0.0001434056668908203,-9.629414353169198e-05,-6.402181160875121e-05,-4.107646028161001e-05,-2.978286089682319e-05,-2.1156730474924742e-05,-1.345439982446389e-05,-5.5812566286846585e-06,-1.0180355579484518e-05,1.8559731737713035e-05,7.24024571926757e-07,4.693909638507534e-06,-1.106984310602675e-05,-9.875507806615737e-07,-2.649731584759777e-06,5.562145559642585e-06,-3.438371834945636e-06,3.818303216164406e-07,1.7839190012208594e-06,2.153182333389941e-06,1.2874274394891288e-07]",double_integrator,60,0,7.741649413047816e-09,7.7359752895184e-06
interval_chebyshev,True,,31,34,18981,0,1,0.04540419119082194,0.06629867148176802,3.568547007868996e-08,-149.05284562104595,0.9960728584358167,0.0,"[-0.9960728584358167,-0.9948849356104946,-0.9930908567097974,-0.9902097856231911,-0.9851680696315239,-0.9751111970182595,-0.9498259601673474,-0.8392011605136113,0.25691937180464963,0.7897354728840522,0.8546663461297743,0.8652783157262318,0.8550209018162431,0.8270991371051557,0.7765785618690839,0.694608694958018,0.5768585990675017,0.43789208989777223,0.3066715516373364,0.2023843167638298,0.12776079268048124,0.07750606616214183,0.04497127411904013,0.024576919109041254,0.012211023042159161,0.005011724492008358,0.0010501787313814093,-0.0009433196763052077,-0.0017861681906849362,-0.001991557438277441,-0.0018721074852354987,-0.0016113750824471996,-0.0013120379618795379,-0.001027301654743377,-0.0007808895731261619,-0.00057921838099009,-0.0004191392008722987,-0.0002959769133175047,-0.0002073340661876924,-0.00014340567202745288,-9.629417660644092e-05,-6.402185186161951e-05,-4.10765716252382e-05,-2.9782837916419335e-05,-2.1156758892155333e-05,-1.3454423291383287e-05,-5.58123562025999e-06,-1.0180272050632958e-05,1.8559390023033153e-05,7.23916317051302e-07,4.693929386589407e-06,-1.1069932237046373e-05,-9.875091734918127e-07,-2.6496010903242005e-06,5.561293785960833e-06,-3.4378160472111973e-06,3.8213126366864836e-07,1.784420746189837e-06,2.153753260186747e-06,1.3009234239338666e-07]",double_integrator,60,0,7.742376483896047e-09,7.735860695759025e-06
cg,True,,37,40,680,0,1,0.0494657914853533,0.6633112371582262,1.3968644281029839e-08,-149.05284501570637,0.9960728568215761,0.0,"[-0.9960728568215761,-0.9948849295370406,-0.9930908282263223,-0.9902096755623732,-0.9851678702724118,-0.9751108714269437,-0.9498243812949629,-0.8392008295552964,0.25691428785164416,0.7897361508606185,0.854669882148622,0.8652773948290814,0.8550186339185848,0.8271034524075598,0.7765813071936645,0.6946007328486163,0.5768720365095106,0.4378616725999905,0.30669331852809034,0.2023879546449129,0.1277352781421019,0.07750226644113621,0.04498848128629297,0.024589244118195703,0.012211105520058257,0.005009184582886392,0.0010519045006248734,-0.000940371658358815,-0.0017870286293277739,-0.0019947023627891075,-0.001871319560089979,-0.0016048894927717524,-0.0013069184904546483,-0.0010320613104527732,-0.0007938869602787148,-0.0005889623695327749,-0.0004200262568358348,-0.000296587862874874,-0.00021294397548747243,-0.00014359211154998526,-8.196732857002339e-05,-5.481253694439198e-05,-5.053397956065096e-05,-2.763053060150889e-05,-2.518364235250641e-05,2.7298143020940775e-06,-1.1287446055619215e-06,2.53210798259343e-06,-9.64027647875235e-06,-1.4783687313933263e-05,9.46177292510613e-06,2.866748935904527e-07,4.7288716090146854e-08,4.260909530672118e-07,4.570235254427862e-07,2.6229476971305943e-07,2.286461592948802e-07,8.2498527687451e-08,1.984749497851813e-07,4.818483598925008e-07]",double_integrator,60,0,3.681135106611078e-09,1.8464711513230446e-05
direct,True,,35,38,0,0,0,0.0,0.0,2.5390656087964946e-08,-149.0528444670227,0.9960728785172135,0.0,"[-0.9960728785172135,-0.994884933215106,-0.9930908347212224,-0.9902096801942417,-0.9851679034937619,-0.9751109546464779,-0.9498243923008759,-0.8391972533110983,0.25691610439102996,0.7897356720909243,0.854662854982451,0.8652777398706035,0.8550205127249574,0.8270980378957721,0.7765789045169188,0.6946088538305424,0.5768581077451792,0.43789240961217196,0.30667232166453595,0.2023852512100019,0.1277616036536078,0.0775064999512659,0.044971333248022854,0.024576939335142108,0.012211375577999698,0.0050123832552428456,0.0010506992486099102,-0.0009433149377040136,-0.0017866068018769154,-0.001992117985325511,-0.001872663595595948,-0.0016120437418302438,-0.0013128333660555238,-0.0010279004731567369,-0.0007807726125706431,-0.0005784948238038017,-0.00041952500235011345,-0.00029841494932411427,-0.0002084566380369536,-0.00014307489232318816,-9.647365219938069e-05,-6.385773073616633e-05,-4.14290221211099e-05,-2.627610764377584e-05,-1.6225319407331667e-05,-9.689729728749086e-06,-5.5336073975257435e-06,-2.958973015414524e-06,-1.414994966897476e-06,-5.280896788350259e-07,-4.946016512351842e-08,1.8337569720949822e-07,2.7422395539470023e-07,2.876972623365389e-07,2.626921134601213e-07,2.2153371032210573e-07,1.760425171682508e-07,1.3144453230573497e-07,8.878242839315751e-08,4.628461652442678e-08]",double_integrator,60,0,0.0,0.0
certificate,True,,30,33,11352,4,1,0.048098637202471727,0.05255766099273514,3.105415135102249e-08,-788.093148113508,0.9977997172130815,0.0,"[-0.9977997172130815,-0.9973217391077841,-0.9966722239302249,-0.9957617023859164,-0.9944350404601702,-0.9924034970207744,-0.9890790425188862,-0.9830986421820789,-0.9706162158134727,-0.9362155889752166,-0.7366338590322407,0.5168667534785876,0.811537811889023,0.8558860436471689,0.8601021609067715,0.8448096273220372,0.8105194792675222,0.7509170796976162,0.6576079554271055,0.5313752327503432,0.3932275084070921,0.27061938074561154,0.1767185095971361,0.11078981309433035,0.06681893355813773,0.03851536915366076,0.020853117840383704,0.01019403077414551,0.004025198960416198,0.0006599487316044959,-0.0010082563646095094,-0.0016894666759133036,-0.0018284079569354128,-0.001695385389721011,-0.0014480293315855004,-0.0011731602405270884,-0.0009150279384701126,-0.0006931381482783878,-0.0005126571849302545,-0.0003705804558930802,-0.0002601461496072646,-0.00017848531306091745,-0.00012751794489006843,-9.00645134260762e-05,-6.001984666152165e-05,-3.968469755513299e-05,-6.31197668638471e-06,-2.0843367137693622e-05,-8.299415439200886e-06,-5.538973683479004e-06,-1.5130614020077465e-06,2.3944934344738813e-07,1.3588480949166919e-06,-6.562728209093533e-06,2.556067572581869e-06,6.7491879605753785e-06,-1.2665219912676992e-06,-2.8022336094063466e-06,1.1057660496584644e-06,1.3966174732563211e-06]",double_integrator,60,1,8.48706382299971e-10,5.915031230631242e-06
cost_gated_certificate,True,,30,33,11352,4,1,0.048098637202471727,0.05255766099273514,3.105415135102249e-08,-788.093148113508,0.9977997172130815,0.0,"[-0.9977997172130815,-0.9973217391077841,-0.9966722239302249,-0.9957617023859164,-0.9944350404601702,-0.9924034970207744,-0.9890790425188862,-0.9830986421820789,-0.9706162158134727,-0.9362155889752166,-0.7366338590322407,0.5168667534785876,0.811537811889023,0.8558860436471689,0.8601021609067715,0.8448096273220372,0.8105194792675222,0.7509170796976162,0.6576079554271055,0.5313752327503432,0.3932275084070921,0.27061938074561154,0.1767185095971361,0.11078981309433035,0.06681893355813773,0.03851536915366076,0.020853117840383704,0.01019403077414551,0.004025198960416198,0.0006599487316044959,-0.0010082563646095094,-0.0016894666759133036,-0.0018284079569354128,-0.001695385389721011,-0.0014480293315855004,-0.0011731602405270884,-0.0009150279384701126,-0.0006931381482783878,-0.0005126571849302545,-0.0003705804558930802,-0.0002601461496072646,-0.00017848531306091745,-0.00012751794489006843,-9.00645134260762e-05,-6.001984666152165e-05,-3.968469755513299e-05,-6.31197668638471e-06,-2.0843367137693622e-05,-8.299415439200886e-06,-5.538973683479004e-06,-1.5130614020077465e-06,2.3944934344738813e-07,1.3588480949166919e-06,-6.562728209093533e-06,2.556067572581869e-06,6.7491879605753785e-06,-1.2665219912676992e-06,-2.8022336094063466e-06,1.1057660496584644e-06,1.3966174732563211e-06]",double_integrator,60,1,8.48706382299971e-10,5.915031230631242e-06
interval_chebyshev,True,,31,34,24102,0,1,0.048999519034625134,0.059153192298514394,2.925464831386666e-08,-788.0931479796827,0.9977997137952344,0.0,"[-0.9977997137952344,-0.9973217294051637,-0.996672223455912,-0.9957616882521317,-0.9944350355101671,-0.9924034858593808,-0.9890790322572294,-0.9830986298122236,-0.9706162004049185,-0.9362155799801365,-0.7366338424073431,0.5168667382700206,0.8115377898677971,0.8558860688973672,0.8601021596932558,0.8448096298776476,0.810519474630552,0.7509170744150029,0.6576079491534896,0.5313752285811494,0.393227504494093,0.27061937716556356,0.1767185065810137,0.11078981104615185,0.06681893282824465,0.03851536961204093,0.020853118710405134,0.0101940312553455,0.0040251993929337135,0.0006599511263772137,-0.0010082493440258745,-0.0016894539242657736,-0.0018283917154851422,-0.0016953701157908646,-0.0014480180974272396,-0.0011731546366016059,-0.0009150335356377892,-0.0006931620043302328,-0.0005126886064373037,-0.0003705859576684439,-0.00026011747321188323,-0.00017849118368730766,-0.0001275975181935418,-9.011984534088258e-05,-6.015026214761655e-05,-3.9676383705232956e-05,-6.21612179079183e-06,-2.0813662289045768e-05,-8.630167312991238e-06,-5.571235486058603e-06,-1.5822984400108881e-06,2.4928386153562647e-07,1.7806515569478262e-06,-6.1242845587434654e-06,2.3340252668267524e-06,6.7691911506343775e-06,-1.346968914181401e-06,-3.1419556452954575e-06,7.424633643633693e-07,1.2119384320032677e-06]",double_integrator,60,1,6.78897363417438e-10,5.9262149245644395e-06
cg,True,,44,47,806,0,2,0.04975081235135322,0.21787631446464437,7.1001429866687775e-09,-788.0931468787073,0.9977997165824486,0.0,"[-0.9977997165824486,-0.9973217470157214,-0.9966722264707311,-0.9957617102236725,-0.9944349930128547,-0.9924034645304867,-0.9890789637266991,-0.9830983860109415,-0.9706151665594559,-0.9362114825897576,-0.7366287970216305,0.5168542176860147,0.8115255624169213,0.8558913877151364,0.8601061986305938,0.8448128572963389,0.8105253613579413,0.7509106412327669,0.6576074569685542,0.5313781620030603,0.39323462481189614,0.27062385301148456,0.17671974456044826,0.11078763330041977,0.0668104756678117,0.03850461223421206,0.020848770713926598,0.010196963183772029,0.004028509952848926,0.0006600999819989959,-0.0010068474009275897,-0.0016827325914079171,-0.0018215166082807112,-0.0016981034312122006,-0.0014605752692855324,-0.0011823634354798942,-0.0009097583410143927,-0.0006786600717323719,-0.0005004468324145257,-0.00036319985005755373,-0.00026386407825111635,-0.00020033106526707047,-0.00013684587243045294,-8.034450508733658e-05,-6.363856414395538e-05,-2.821276617912189e-05,-3.598133524290175e-05,-3.6001311790913857e-06,5.940195450642501e-06,-4.225941951760902e-06,-1.0953973353514666e-05,-5.37269493347165e-07,-9.876521145104039e-07,-3.854344153872251e-07,4.5526029220355733e-07,1.9317879883834162e-07,1.7739284618464914e-07,1.2774472815877283e-07,8.995950560595673e-08,7.392201261744996e-07]",double_integrator,60,1,7.181143981417423e-10,1.3196629719762379e-05
direct,True,,30,33,0,0,1,0.0,0.0,1.8776354017289286e-09,-788.0931474446484,0.9977997168920438,0.0,"[-0.9977997168920438,-0.9973217474222521,-0.9966722262774683,-0.9957617115909745,-0.9944349956156434,-0.9924034695334828,-0.9890789703651787,-0.98309841111906,-0.9706153038614947,-0.9362143941464979,-0.7366365325711247,0.5168655631955479,0.8115391703764969,0.8558852746985253,0.8601017589716863,0.8448094805196981,0.8105194964230792,0.7509173136141164,0.6576082818959178,0.5313755180991193,0.3932278230609201,0.27061970920751666,0.1767188242231628,0.11079008796390043,0.06681915449883219,0.0385155410947077,0.02085327868772784,0.01019424289039815,0.0040254889369868395,0.0006602079999478383,-0.0010083110878079547,-0.0016900987866462663,-0.0018294975587315036,-0.0016963876165430052,-0.001448486752282253,-0.0011731232331937886,-0.0009147195729716106,-0.0006925043254454828,-0.0005116589919053447,-0.00037013635151576704,-0.0002626825863411147,-0.00018309474297048116,-0.00012539511088994384,-8.436386023292266e-05,-5.5709199402912596e-05,-3.6047032927485116e-05,-2.279245565939274e-05,-1.402123696434454e-05,-8.33215320779052e-06,-4.724720556073933e-06,-2.4975528733105664e-06,-1.1675864191509072e-06,-4.080111256560042e-07,-1.8601915997433454e-09,1.9188621744452307e-07,2.6252117151454246e-07,2.645317357400564e-07,2.2911496449378622e-07,1.7173173995360123e-07,9.67606514875812e-08]",double_integrator,60,1,0.0,0.0
certificate,True,,32,35,34993,6,1,0.04730719676977412,0.05857962506799705,2.9052808846745142e-08,-1619.3184698952632,0.9983231806510151,0.0,"[-0.9983231806510151,-0.9980262203524367,-0.9976408861305324,-0.9971300496058285,-0.9964352228956448,-0.9954601134293748,-0.9940374430903133,-0.9918555251595802,-0.9882778343904371,-0.9818273661013004,-0.968331090280579,-0.9311011652895337,-0.7214424537023497,0.4574703026660202,0.7819599691412072,0.8326607982990013,0.8364457714856441,0.817125918836415,0.7754253509373409,0.7054701414712581,0.6026063109853966,0.47528775009181845,0.34704186665449244,0.23873076174061592,0.15729664946029004,0.10014560122275865,0.0617056944640245,0.03663276826208412,0.02071850167421632,0.010905173642572019,0.005060646945077056,0.0017369120980444057,-2.8793180254149586e-05,-0.0008634045726384062,-0.001165616999867444,-0.0011821814495774497,-0.0010614121868956167,-0.0008890020201173518,-0.0007109526477977877,-0.0005483947404265324,-0.00040815095820850313,-0.00029615589577503085,-0.0002185769522092484,-0.0001577168814672073,-0.00011110610954584622,-7.647126432512321e-05,-3.372765822103464e-05,-3.888985239051677e-05,-2.6888287775015817e-05,-1.3956168027403236e-05,-1.0402134094606363e-05,-6.94831464500281e-06,8.645859982116006e-06,1.0784094339029736e-05,-4.74981295545746e-06,-4.042324788683415e-06,-3.67852657197873e-06,3.2856201301613398e-06,2.9067589756358073e-07,-8.050835931387146e-07]",double_integrator,60,2,4.479207509660198e-10,6.78167509461284e-06
cost_gated_certificate,True,,32,35,34993,6,1,0.04730719676977412,0.05857962506799705,2.9052808846745142e-08,-1619.3184698952632,0.9983231806510151,0.0,"[-0.9983231806510151,-0.9980262203524367,-0.9976408861305324,-0.9971300496058285,-0.9964352228956448,-0.9954601134293748,-0.9940374430903133,-0.9918555251595802,-0.9882778343904371,-0.9818273661013004,-0.968331090280579,-0.9311011652895337,-0.7214424537023497,0.4574703026660202,0.7819599691412072,0.8326607982990013,0.8364457714856441,0.817125918836415,0.7754253509373409,0.7054701414712581,0.6026063109853966,0.47528775009181845,0.34704186665449244,0.23873076174061592,0.15729664946029004,0.10014560122275865,0.0617056944640245,0.03663276826208412,0.02071850167421632,0.010905173642572019,0.005060646945077056,0.0017369120980444057,-2.8793180254149586e-05,-0.0008634045726384062,-0.001165616999867444,-0.0011821814495774497,-0.0010614121868956167,-0.0008890020201173518,-0.0007109526477977877,-0.0005483947404265324,-0.00040815095820850313,-0.00029615589577503085,-0.0002185769522092484,-0.0001577168814672073,-0.00011110610954584622,-7.647126432512321e-05,-3.372765822103464e-05,-3.888985239051677e-05,-2.6888287775015817e-05,-1.3956168027403236e-05,-1.0402134094606363e-05,-6.94831464500281e-06,8.645859982116006e-06,1.0784094339029736e-05,-4.74981295545746e-06,-4.042324788683415e-06,-3.67852657197873e-06,3.2856201301613398e-06,2.9067589756358073e-07,-8.050835931387146e-07]",double_integrator,60,2,4.479207509660198e-10,6.78167509461284e-06
interval_chebyshev,True,,32,35,26509,0,1,0.049548300555733636,0.050230026409910956,1.684130341082221e-08,-1619.3184698288287,0.9983231764289126,0.0,"[-0.9983231764289126,-0.9980262164855669,-0.9976408902080536,-0.9971300512049334,-0.9964352176980326,-0.9954601120481147,-0.9940374304636268,-0.9918555160342281,-0.9882778148967633,-0.9818273376886558,-0.9683311983702536,-0.9311012185777656,-0.7214423861192467,0.4574703044640559,0.7819598918145961,0.8326608198875374,0.8364457853821958,0.8171259212863498,0.7754253468416475,0.7054701310031426,0.6026063038982714,0.47528774469657886,0.347041862871674,0.23873076050422615,0.15729665193057757,0.1001456083244571,0.06170570639959725,0.03663278433987856,0.020718521550993383,0.010905200136633304,0.005060687179418962,0.0017369725965120438,-2.87146192071627e-05,-0.0008633202007486482,-0.0011655405426946785,-0.0011821218743934662,-0.001061378570313452,-0.0008890027457945982,-0.0007109752061044387,-0.0005483782527092894,-0.0004080256791467256,-0.00029603287110231344,-0.00021865197306321154,-0.00015788194318176084,-0.00011137564752685609,-7.654630106181073e-05,-3.351990493736135e-05,-3.900452507906207e-05,-2.7444550798815415e-05,-1.4112321900708413e-05,-1.065923157501213e-05,-7.057357333301414e-06,9.842120530289991e-06,1.1711407312722664e-05,-5.267612779198669e-06,-4.811327968267146e-06,-4.338479446113593e-06,3.6812320750844314e-06,2.126091771560074e-07,-4.7534209911656344e-07]",double_integrator,60,2,4.0689454364288045e-10,7.191703754822346e-06
cg,True,,50,53,905,0,2,0.049932931622964256,0.17786705826742763,2.127670292805327e-09,-1619.3184691478154,0.9983231751445708,0.0,"[-0.9983231751445708,-0.9980262148654702,-0.9976408893794149,-0.9971300570165359,-0.9964352249723168,-0.9954601180762986,-0.9940374240928168,-0.9918554570515434,-0.9882778684012341,-0.9818272219320242,-0.9683296371020961,-0.9310993181994744,-0.7214367509075518,0.45745398452784497,0.7819630710049502,0.8326642975709997,0.836446578906628,0.8171269662197084,0.7754290389606004,0.7054713760794654,0.6025983572579067,0.47529106222393996,0.34704388119341334,0.23873200673477826,0.15729874772705224,0.10014378677902967,0.06169831027791856,0.03662692798910487,0.020719251364188205,0.010909009445856203,0.005062264433760533,0.0017363242471688928,-2.8596281376879135e-05,-0.0008624293419618789,-0.0011662668027001362,-0.0011836211771060695,-0.0010599014386864524,-0.0008850608039498817,-0.0007090208591559022,-0.0005489787592347338,-0.00041319243137916784,-0.0003076007304698574,-0.00021575936029370426,-0.00014556272099365233,-0.00011395068125060113,-6.793670696802421e-05,-5.5516688468178885e-05,-2.731060318538543e-05,-1.1087873090139754e-05,-1.9171490664585507e-05,-8.023494674468448e-06,-3.807518549653235e-06,-2.7181227443684295e-06,-1.8362222146292258e-06,-5.017275967094608e-07,-1.3110364953305764e-08,1.1010705197806838e-07,1.519167529316585e-07,1.6732322211479862e-07,3.294662901783162e-08]",double_integrator,60,2,1.3660939882249928e-11,7.430431519573926e-06
direct,True,,31,34,0,0,1,0.0,0.0,1.4623684285079722e-09,-1619.3184691699369,0.9983231751188353,0.0,"[-0.9983231751188353,-0.9980262147824562,-0.9976408891596306,-0.9971300567123852,-0.9964352244424107,-0.9954601204825495,-0.9940374230851968,-0.9918554565268216,-0.9882778668281496,-0.9818272213378446,-0.9683297060750335,-0.9310997392136938,-0.721444844009367,0.4574692265314395,0.7819615691316492,0.8326604006367845,0.8364451713515717,0.8171257624009137,0.7754252470151031,0.7054703746642935,0.6026065736140517,0.475288016715338,0.34704214385781373,0.23873102935209908,0.1572968839650694,0.1001457814094593,0.06170581542385685,0.03663285832649879,0.02071859746728527,0.010905220692658237,0.005060405682787118,0.0017360838795550738,-3.0186148757059475e-05,-0.0008648775334583957,-0.0011666912905212619,-0.0011828205927138658,-0.0010616549913153234,-0.0008885478193821387,-0.0007096504259248742,-0.0005474891945498722,-0.00041092871045675215,-0.00030138651011594114,-0.00021659261000758876,-0.00015277475478463803,-0.00010585878062515599,-7.207098689015826e-05,-4.8191195689385276e-05,-3.161253166144966e-05,-2.0302986493665503e-05,-1.2724588868585547e-05,-7.741258430426202e-06,-4.531347975223475e-06,-2.511950236299143e-06,-1.2770622264263072e-06,-5.491050975662026e-07,-1.4213893627790932e-07,6.526260041205503e-08,1.494355959027303e-07,1.5504734903574981e-07,1.0388010342046614e-07]",double_integrator,60,2,0.0,0.0
certificate,True,,38,41,82611,8,0,0.049339177719927206,0.062677393332041,1.2133260639629264e-07,-2158.3176245353156,0.9981297181436245,0.0,"[-0.9981297181436245,-0.9978236703443257,-0.9974298771883008,-0.9969131594153328,-0.9962190963774458,-0.9952599478427292,-0.9938886694086537,-0.9918399323330068,-0.9885978862067885,-0.9830489338945952,-0.9723901460761079,-0.9476212104873547,-0.8629557103127592,-0.26849972494923,0.5658213156990329,0.7350837867951505,0.7649426606127322,0.751014569287116,0.7071866647958979,0.6340705334065063,0.5344567083153724,0.4210911431493382,0.31241042734066066,0.2213185787704628,0.15151275247821364,0.10094703439244479,0.06563864382025242,0.04163566405484734,0.0256836955930736,0.015311748341730115,0.008722969404196222,0.004647111218417209,0.0022065715798258267,0.0008073379484212181,5.437771917478747e-05,-0.00031026979183086765,-0.0004497354969495366,-0.0004629458527331945,-0.0004130522399273956,-0.00034753020301677014,-0.00028950017170634786,-0.00023084163461644446,-0.00017115604496439622,-0.00010602250203202703,-5.799101244639295e-05,-7.513039166841167e-05,-4.944870744669769e-05,2.0315984642864433e-05,-3.178198863481669e-05,-3.6023939960901034e-06,-2.3182375213442018e-05,-3.121228469115158e-05,1.256946942116221e-05,-3.240454654359178e-06,1.105993699541585e-05,-7.033025246437564e-05,3.9244467620606434e-05,1.1861106513096385e-05,4.640498364482157e-06,1.1549995556247982e-05]",double_integrator,60,3,8.752981012929074e-09,3.401459984101976e-05
cost_gated_certificate,True,,38,41,82611,8,0,0.049339177719927206,0.062677393332041,1.2133260639629264e-07,-2158.3176245353156,0.9981297181436245,0.0,"[-0.9981297181436245,-0.9978236703443257,-0.9974298771883008,-0.9969131594153328,-0.9962190963774458,-0.9952599478427292,-0.9938886694086537,-0.9918399323330068,-0.9885978862067885,-0.9830489338945952,-0.9723901460761079,-0.9476212104873547,-0.8629557103127592,-0.26849972494923,0.5658213156990329,0.7350837867951505,0.7649426606127322,0.751014569287116,0.7071866647958979,0.6340705334065063,0.5344567083153724,0.4210911431493382,0.31241042734066066,0.2213185787704628,0.15151275247821364,0.10094703439244479,0.06563864382025242,0.04163566405484734,0.0256836955930736,0.015311748341730115,0.008722969404196222,0.004647111218417209,0.0022065715798258267,0.0008073379484212181,5.437771917478747e-05,-0.00031026979183086765,-0.0004497354969495366,-0.0004629458527331945,-0.0004130522399273956,-0.00034753020301677014,-0.00028950017170634786,-0.00023084163461644446,-0.00017115604496439622,-0.00010602250203202703,-5.799101244639295e-05,-7.513039166841167e-05,-4.944870744669769e-05,2.0315984642864433e-05,-3.178198863481669e-05,-3.6023939960901034e-06,-2.3182375213442018e-05,-3.121228469115158e-05,1.256946942116221e-05,-3.240454654359178e-06,1.105993699541585e-05,-7.033025246437564e-05,3.9244467620606434e-05,1.1861106513096385e-05,4.640498364482157e-06,1.1549995556247982e-05]",double_integrator,60,3,8.752981012929074e-09,3.401459984101976e-05
interval_chebyshev,True,,37,40,67845,0,0,0.049115748333921405,0.05166212780417871,1.3378839383632205e-06,-2158.317618225829,0.9981294523876992,0.0,"[-0.9981294523876992,-0.9978223586237732,-0.9974295923185327,-0.9969134002217673,-0.9962193664102461,-0.9952603493733864,-0.9938891559343753,-0.991840139243583,-0.9885975381267667,-0.9830479119915003,-0.9723886963740926,-0.9476215926588615,-0.8629551133828716,-0.2685058051226499,0.5658024355277352,0.7350995546548871,0.7649436782027513,0.7510139585344698,0.7071862322054439,0.634070723480119,0.5344569141283819,0.42109098338326234,0.3124100341477482,0.22131807880716317,0.151512600974654,0.10094811706094593,0.065641712203642,0.041640434946614166,0.025688586697928464,0.015314839475600027,0.008723472572907544,0.004645873075045412,0.002205094017838921,0.0008065797349497229,5.4797447524767045e-05,-0.0003081804838963323,-0.00044677531253985256,-0.00046319298555703276,-0.00041975670047402435,-0.0003540775845999201,-0.000286381300297048,-0.00022370951308919922,-0.00016813275062817337,-0.00012002698792531052,-8.392548880318977e-05,-6.560533937830312e-05,-4.5770183424893266e-05,-2.2281455978275305e-05,-2.4042637853410394e-05,-1.3163473397472905e-05,-1.3192081829378051e-05,-1.1680652706174164e-05,-3.124303620761524e-06,-4.817074926320327e-06,-1.7175859929035261e-06,-1.6619763415152896e-05,3.390214300402581e-06,-6.337681424694337e-07,-2.825950027782688e-06,9.210730087005334e-07]",double_integrator,60,3,1.167631656853565e-08,2.0921060948117655e-05
cg,True,,46,49,826,0,3,0.04972640835010089,0.3747716112195902,2.0778679745367656e-08,-2158.3176313693466,0.9981297101694512,0.0,"[-0.9981297101694512,-0.9978236570592933,-0.9974298276788749,-0.996913078446788,-0.9962190719567923,-0.9952603077592387,-0.9938890177227476,-0.9918397516137655,-0.9885970665942659,-0.9830468956868391,-0.9723867804559894,-0.947619710347308,-0.8629741408815776,-0.26874579486110856,0.5660185578886885,0.7350691987196938,0.7649913967604791,0.7510561441320726,0.7072071090992874,0.6340873194455022,0.5345140915655524,0.4210773988262466,0.31234028531495256,0.22128201564526215,0.1515306466225812,0.10096636386957802,0.06561669309281501,0.04159006693905906,0.025659357044769283,0.015326238803144281,0.008754464967877868,0.004666562348620451,0.002211274130258665,0.0008196897269551744,9.040828969050216e-05,-0.0002655158768351744,-0.0004313104350169216,-0.0004912914933706831,-0.0004728611229925701,-0.0003995056123705814,-0.00030383899809143997,-0.00021266747012851177,-0.00015089068073885655,-0.00011015778145903219,-3.28080428845874e-05,-2.4549471304116514e-05,-0.00014505795553899925,-5.237063353827551e-05,-2.169931824359578e-05,3.520181156543232e-05,5.904906118655987e-05,-6.074681636343134e-05,-1.4506493603201532e-05,1.5610128925896727e-06,-1.8217160398702382e-06,-7.721986921718383e-07,-1.2375880142664204e-06,-1.8828400207955104e-06,-2.8110141840983753e-06,-3.6667077617819093e-06]",double_integrator,60,3,5.586611606566226e-09,0.00010761806984710531
direct,True,,30,33,0,0,1,0.0,0.0,1.6407786087400678e-07,-2158.317643427029,0.9981297347830602,0.0,"[-0.9981297347830602,-0.9978236889829418,-0.9974298716524153,-0.9969131414593265,-0.9962191576294399,-0.995260466290509,-0.9938893008792512,-0.9918403344958077,-0.9885982802407799,-0.9830507743768022,-0.9724016805959359,-0.9476754088123587,-0.8629533191815209,-0.26845107005861507,0.5658212460834005,0.7351092486413363,0.7649465623211263,0.7510148754762853,0.7071861363876623,0.6340697324551138,0.5344549964327833,0.42108846105337533,0.31240747288065546,0.2213158820284787,0.15151100836377057,0.10094730527773368,0.06564175884668098,0.0416411921020142,0.025689650504502268,0.01531572905878723,0.008723915216989299,0.0046459545683446455,0.002205154072939081,0.0008069811973489808,5.575249968607995e-05,-0.00030672761479361,-0.00044529540346317613,-0.00046254061459068775,-0.00042034818104661116,-0.00035455158801581094,-0.00028472211109062243,-0.00022058422325579337,-0.00016613167827555028,-0.0001222044208321087,-8.805464548824365e-05,-6.226269509762523e-05,-4.324476621419181e-05,-2.9511656589119855e-05,-1.9781218309707977e-05,-1.3009163949957846e-05,-8.37778155681409e-06,-5.265918638268156e-06,-3.2133614999010146e-06,-1.886453471898617e-06,-1.0480815977753255e-06,-5.330518309821438e-07,-2.287828242800639e-07,-6.073994856719916e-08,1.812598720595075e-08,3.464572799381309e-08]",double_integrator,60,3,0.0,0.0
