method,converged,failure,newton_updates,linear_systems,matrix_products,degree_two_acceptances,line_search_backtracks,maximum_preconditioned_relative_residual,maximum_original_relative_residual,final_scaled_gradient,quadratic_objective,maximum_control_fraction,feasibility_violation,solution_json,plant,horizon,state_index,relative_objective_gap_to_direct,relative_solution_distance_to_direct
certificate,True,,33,36,561,20,0,0.04966407155921544,0.04511794168665021,2.4831684743189833e-06,-7.612026818487892,0.9861270943053205,0.0,"[-0.9861270943053205,-0.9762531515243235,-0.9456871409590147,-0.5538429958695201,0.8452072320323036,0.928309706091454,0.9453941661044589,0.9499331889100783,0.9487532869370261,0.94295089622209,0.9314709358449376,0.9109833844123455,0.8738144048132692,0.802933568052766,0.6685772791381482,0.4646862449214504,0.258336745734306,0.10767618567171941,0.020177481708057183,-0.013488187278982697]",damped_oscillator,20,0,2.6129606433220156e-08,1.1278654468130666e-06
cost_gated_certificate,True,,33,36,585,18,0,0.04966407155921544,0.04511794168665021,2.483168469089684e-06,-7.612026818487886,0.9861270943053194,0.0,"[-0.9861270943053194,-0.9762531515243225,-0.9456871409590407,-0.553842995869516,0.8452072320323067,0.9283097060915223,0.9453941661044852,0.9499331889100793,0.9487532869370222,0.9429508962220766,0.9314709358448817,0.9109833844122474,0.8738144048132572,0.8029335680527367,0.6685772791380878,0.4646862449215115,0.25833674573433046,0.10767618567166207,0.020177481707998116,-0.013488187278996134]",damped_oscillator,20,0,2.6129605616453578e-08,1.1278654330150464e-06
interval_chebyshev,True,,35,38,11620,0,0,0.04699734631602778,0.04699793180726973,1.452547641390906e-06,-7.612026637837497,0.9861270136170199,0.0,"[-0.9861270136170199,-0.9762532124746971,-0.9456869574003778,-0.5538429624026187,0.8452077159547466,0.928308824368595,0.9453941217006485,0.9499331711245096,0.94875326937441,0.9429509168420547,0.9314711174990266,0.9109834269775944,0.8738143249412498,0.8029324316213905,0.6685766688574428,0.46468926680123157,0.25833587001997166,0.10767478502176998,0.02017801165602671,-0.013487696497754142]",damped_oscillator,20,0,2.3973726779506136e-09,4.3514241627995107e-08
cg,True,,33,36,170,0,0,0.049711477292877615,0.04526905873754877,2.080902497184355e-06,-7.612025663214018,0.9861269370111577,0.0,"[-0.9861269370111577,-0.976253380119646,-0.9456881628065994,-0.5538238707768851,0.8451976282174011,0.9283084093208508,0.9453921183284331,0.9499336781117468,0.9487525358689555,0.9429516845682089,0.9314710537351288,0.9109837027487603,0.8738164031981935,0.8029340592384285,0.6685712976890629,0.4646826899079633,0.2583327234737815,0.10767172044326896,0.020184843234194682,-0.01349012429037259]",damped_oscillator,20,0,1.2563994609639237e-07,7.166942452976175e-06
direct,True,,34,37,0,0,0,0.0,0.0,8.584169526369931e-07,-7.612026619588632,0.9861269642611082,0.0,"[-0.9861269642611082,-0.9762532518146267,-0.9456869853834691,-0.5538429216174959,0.845207709484763,0.9283087340943025,0.9453941235730202,0.9499331752125297,0.9487532686768855,0.9429509158192362,0.9314711581848818,0.9109834549742609,0.8738142922243075,0.8029324527163886,0.6685766727183867,0.4646893009251025,0.258335918788689,0.10767479140471768,0.020178023226668177,-0.013487671024416448]",damped_oscillator,20,0,0.0,0.0
certificate,True,,29,32,1314,11,1,0.04970555944800759,0.04934150824717014,3.46678095266498e-06,-7.491798429890098,0.9906249040831329,0.0,"[-0.9906249040831329,-0.9861839758429172,-0.9770156401893906,-0.9514135371028993,-0.7636264252210644,0.7288607786959758,0.9049415679723938,0.9319464200462407,0.9389134365868637,0.9378619374582514,0.9306921090250595,0.9160951924573613,0.8896384785274707,0.8412382158860215,0.7506274301668812,0.5943760863700337,0.39340653100147577,0.21321180307420884,0.08820023640471146,0.019204342751743667]",damped_oscillator,20,1,1.1615520231832146e-07,8.485506795489967e-07
cost_gated_certificate,True,,29,32,1328,10,1,0.04722797868726437,0.049341508220589476,3.466780938216759e-06,-7.491798429890097,0.9906249040831329,0.0,"[-0.9906249040831329,-0.9861839758429175,-0.9770156401893908,-0.9514135371028873,-0.7636264252210654,0.7288607786959751,0.904941567972395,0.9319464200462414,0.9389134365868633,0.9378619374582491,0.9306921090250582,0.9160951924573606,0.8896384785274696,0.8412382158860217,0.7506274301668798,0.5943760863700333,0.39340653100147566,0.21321180307420962,0.0882002364047111,0.019204342751743795]",damped_oscillator,20,1,1.1615520219976801e-07,8.485506763966001e-07
interval_chebyshev,True,,29,32,6122,0,1,0.04702568416513238,0.04934128452784704,3.4667259608769306e-06,-7.491798429876738,0.99062490408342,0.0,"[-0.99062490408342,-0.9861839758538918,-0.9770156401918075,-0.9514135370500157,-0.7636264251564148,0.7288607787532336,0.9049415679509981,0.9319464200388996,0.9389134365722659,0.9378619374368089,0.9306921090042409,0.916095192446465,0.8896384785417316,0.8412382158811648,0.7506274301802487,0.594376086383952,0.3934065310019122,0.2132118030648213,0.08820023638695626,0.01920434274313424]",damped_oscillator,20,1,1.1615341903738218e-07,8.485282591981936e-07
cg,True,,37,40,196,0,0,0.04958446312563748,0.05141303439450762,4.315245399437166e-07,-7.491797416848728,0.9906249133377119,0.0,"[-0.9906249133377119,-0.9861839601194533,-0.9770156986354491,-0.9514111313978606,-0.7636231012104713,0.7288581757310976,0.9049416046195458,0.9319465147259932,0.938912985339781,0.9378610431585648,0.9306913623934566,0.9160953147061281,0.8896381762852756,0.8412375631678826,0.7506280824978776,0.5943753990308616,0.3934054687777566,0.21321084216505612,0.08820080029493539,0.01920234231883518]",damped_oscillator,20,1,1.906486493948695e-08,1.3784139684238278e-06
direct,True,,34,37,0,0,0,0.0,0.0,1.4824186098417481e-06,-7.491797559678837,0.9906249572209269,0.0,"[-0.9906249572209269,-0.986183957404409,-0.9770156915628093,-0.951410939403713,-0.7636260235113055,0.7288611238623014,0.9049415027994735,0.9319462970431263,0.9389129704643836,0.9378609574968855,0.930691335389024,0.9160947891595079,0.8896385219149923,0.8412380955543909,0.7506274169981162,0.5943760703317893,0.3934064315839519,0.21321163913185562,0.08820003033342548,0.019204096840833282]",damped_oscillator,20,1,0.0,0.0
certificate,True,,38,41,1318,21,0,0.04905833527109368,0.04745021035841889,6.148047229830718e-07,-7.6320247054452,0.991883519660084,0.0,"[-0.991883519660084,-0.9889362348948608,-0.9837400575832699,-0.9731854104886829,-0.9451838836384084,-0.7931242794775384,0.42218195532932606,0.8306740367160363,0.8859454709180149,0.8981683968341927,0.8946685238042092,0.8789648891898647,0.8477760991608893,0.7920879730116925,0.6976530594274163,0.5572226570636512,0.39331273406995226,0.24379058872627227,0.1283363304060356,0.04850062264533037]",damped_oscillator,20,2,2.3778640067378806e-08,3.0341868186680294e-07
cost_gated_certificate,True,,38,41,1318,21,0,0.04905833527109368,0.04745021035841889,6.148047229830718e-07,-7.6320247054452,0.991883519660084,0.0,"[-0.991883519660084,-0.9889362348948608,-0.9837400575832699,-0.9731854104886829,-0.9451838836384084,-0.7931242794775384,0.42218195532932606,0.8306740367160363,0.8859454709180149,0.8981683968341927,0.8946685238042092,0.8789648891898647,0.8477760991608893,0.7920879730116925,0.6976530594274163,0.5572226570636512,0.39331273406995226,0.24379058872627227,0.1283363304060356,0.04850062264533037]",damped_oscillator,20,2,2.3778640067378806e-08,3.0341868186680294e-07
interval_chebyshev,True,,33,36,17549,0,0,0.04977615909172739,0.04977670997593294,4.18647577190144e-06,-7.632024608850951,0.9918836230592118,0.0,"[-0.9918836230592118,-0.9889362349358278,-0.9837400099143557,-0.9731853840561209,-0.9451834568429744,-0.7931240603623916,0.42218130103684204,0.8306740984884105,0.8859453187209411,0.8981682017664797,0.8946682778212107,0.8789646187545564,0.8477756907481986,0.7920880371266882,0.6976531078053775,0.5572225771933059,0.3933127401916061,0.2437904814875435,0.12833623201685798,0.048500612299927366]",damped_oscillator,20,2,1.112220156400112e-08,4.923296479098691e-08
cg,True,,40,43,214,0,0,0.04962435982038039,0.04591038996164131,2.3405839041488537e-07,-7.632024468784292,0.9918835120945304,0.0,"[-0.9918835120945304,-0.9889362354973309,-0.9837400208344175,-0.9731853963921843,-0.9451834927894547,-0.793123611795887,0.4221804509989229,0.8306756491073651,0.8859450106386261,0.8981681487554434,0.894668014214758,0.8789649371754391,0.847775494217898,0.7920880775211836,0.6976508621753539,0.5572241729466502,0.39331182524612035,0.24379028449082663,0.1283394406828609,0.04849927123866486]",damped_oscillator,20,2,7.230289202276079e-09,1.4302169379306944e-06
direct,True,,33,36,0,0,0,0.0,0.0,1.5385978587009486e-06,-7.632024523966036,0.9918835522797309,0.0,"[-0.9918835522797309,-0.9889362338537006,-0.9837400172142862,-0.973185386122674,-0.9451834401459402,-0.7931240789493611,0.4221812722155225,0.8306740502011304,0.8859453478438332,0.8981682155681984,0.8946682834361992,0.8789646165428541,0.8477756697398499,0.7920879848718384,0.6976531334912008,0.5572226136140017,0.3933127861080811,0.24379053772741693,0.12833630394233683,0.04850066787913945]",damped_oscillator,20,2,0.0,0.0
certificate,True,,36,39,1560,16,0,0.04869523167894297,0.04879753030530731,4.6310031809345847e-08,-8.117685058517115,0.9911935854924683,0.0,"[-0.9911935854924683,-0.9885797721554316,-0.984304775843417,-0.9766495838423742,-0.9608012804952778,-0.9179308955705991,-0.7064569887312684,0.16941460474460432,0.6437931660544913,0.7525987533940278,0.7729422413896487,0.7572295765344818,0.7136873240206568,0.641444097189541,0.5422456834185038,0.4272498045230547,0.31299075570243334,0.21147255958721883,0.12673450205024267,0.05742074335748592]",damped_oscillator,20,3,3.171786514693894e-09,4.528712867752223e-07
cost_gated_certificate,True,,36,39,1577,15,0,0.04869523167905339,0.048797530305455944,4.6310031770590946e-08,-8.117685058517115,0.9911935854924683,0.0,"[-0.9911935854924683,-0.9885797721554316,-0.984304775843417,-0.9766495838423742,-0.9608012804952778,-0.9179308955705993,-0.7064569887312663,0.16941460474460146,0.6437931660544924,0.7525987533940275,0.7729422413896488,0.7572295765344815,0.713687324020657,0.6414440971895411,0.5422456834185037,0.42724980452305483,0.312990755702433,0.21147255958721897,0.12673450205024286,0.05742074335748595]",damped_oscillator,20,3,3.171786514693894e-09,4.5287128671683335e-07
interval_chebyshev,True,,33,36,16018,0,0,0.04737605983217882,0.04737601609557279,4.172645549111434e-07,-8.117685041894218,0.9911936000000319,0.0,"[-0.9911936000000319,-0.988579790920353,-0.9843047785321491,-0.9766495668625307,-0.9608012897100715,-0.9179309129061958,-0.7064560647747588,0.16941475965010344,0.6437920719124411,0.7525984467289795,0.7729422757274499,0.7572297302675178,0.7136874329287505,0.6414441796303426,0.5422457626270404,0.42724984288321227,0.31299068820262504,0.21147242531260338,0.12673437370656443,0.057420796217494484]",damped_oscillator,20,3,5.219525083539711e-09,6.591813473346881e-08
cg,True,,34,37,221,0,2,0.049934999950579886,0.050630253338088224,1.0104877876135298e-07,-8.117684950465632,0.9911935857676196,0.0,"[-0.9911935857676196,-0.9885797709792364,-0.9843047729645567,-0.9766495755268624,-0.9608012641562572,-0.9179308115704953,-0.7064538483368772,0.16941145377947195,0.6437914487325344,0.7525988334206917,0.7729416345491217,0.7572305022544275,0.7136875528869767,0.6414447773568877,0.5422464061038381,0.42725036348842754,0.31299095784838454,0.21147177881475618,0.12673384755701014,0.057422645106943684]",damped_oscillator,20,3,1.6482414028138876e-08,1.5087644498494023e-06
direct,True,,33,36,0,0,0,0.0,0.0,1.190909307164478e-06,-8.117685084264679,0.9911936359886226,0.0,"[-0.9911936359886226,-0.9885797723956611,-0.9843047758831023,-0.9766495824816337,-0.9608012855927083,-0.9179309446711075,-0.7064561522379118,0.16941473012112454,0.6437920849479972,0.7525985654473402,0.7729422834896958,0.7572297472733037,0.7136874519670179,0.6414442016416095,0.5422457881750513,0.42724987101164796,0.3129907354843974,0.21147248193065096,0.12673442698950801,0.0574208758407069]",damped_oscillator,20,3,0.0,0.0
certificate,True,,29,32,1433,10,1,0.04957807397920593,0.049578151432976114,3.21797117679821e-07,-8.66034757126257,0.986859561944389,0.0,"[-0.986859561944389,-0.9836824350745745,-0.9786419665682772,-0.9701139742429514,-0.9541589591253735,-0.9190659250132472,-0.8177893859765865,-0.4642816592166187,0.04916213658318642,0.3317343626977957,0.4374536404562413,0.45710504428164334,0.4321824436450486,0.38241757267604826,0.32045130373187714,0.2555325923905246,0.19368105205204184,0.13772885641581026,0.08793967821932062,0.04285142800078643]",damped_oscillator,20,4,7.175618738283637e-08,1.187886871965731e-06
cost_gated_certificate,True,,29,32,1447,9,1,0.04957807397920593,0.049578151432976114,3.2179711770989726e-07,-8.660347571262568,0.986859561944389,0.0,"[-0.986859561944389,-0.9836824350745745,-0.9786419665682772,-0.9701139742429514,-0.9541589591253735,-0.9190659250132478,-0.8177893859765865,-0.4642816592166156,0.049162136583182234,0.3317343626977986,0.4374536404562416,0.4571050442816423,0.4321824436450482,0.3824175726760478,0.3204513037318775,0.2555325923905248,0.19368105205204192,0.13772885641581023,0.08793967821932099,0.042851428000786514]",damped_oscillator,20,4,7.175618758795016e-08,1.1878868718251223e-06
interval_chebyshev,True,,29,32,5296,0,1,0.04957807397920593,0.049578151432976114,3.2179710536438067e-07,-8.660347571259914,0.9868595619444636,0.0,"[-0.9868595619444636,-0.9836824350750835,-0.9786419665686423,-0.9701139742431674,-0.9541589591255526,-0.9190659249885894,-0.8177893859740972,-0.46428165922265463,0.049162136578470156,0.3317343626966287,0.43745364045203133,0.45710504427560233,0.43218244364168223,0.38241757266974047,0.3204513037231637,0.25553259238429854,0.19368105204745165,0.1377288564184018,0.08793967822219316,0.042851427995197165]",damped_oscillator,20,4,7.175649402795222e-08,1.1878931058005793e-06
cg,True,,32,35,195,0,1,0.048668395874581626,0.04615556208974961,5.392138156447145e-08,-8.660347484340882,0.9868595743217089,0.0,"[-0.9868595743217089,-0.9836824072793744,-0.9786419698852136,-0.9701139530234825,-0.9541586430416782,-0.9190657151314345,-0.8177900097885183,-0.4642801192450007,0.04915967189690569,0.3317355093424189,0.4374531821206853,0.45710430703965166,0.43218366050377,0.38241853644461915,0.32045109781077075,0.2555324295411941,0.19367941200250224,0.13772959914385555,0.08793900772170386,0.042850876295151864]",damped_oscillator,20,4,8.17929302124919e-08,1.926207614043744e-06
direct,True,,28,31,0,0,1,0.0,0.0,1.5663275282698188e-06,-8.660348192696137,0.9868595821191848,0.0,"[-0.9868595821191848,-0.98368243448242,-0.9786420667517692,-0.9701143342360815,-0.9541601336583773,-0.9190679902644914,-0.8177886903451166,-0.4642802710561267,0.04916325314984605,0.33173469146797746,0.4374535837719381,0.45710495917453825,0.43218261362176175,0.38241783913979643,0.3204511119797656,0.25553177530174637,0.19368052864746474,0.13772873153307585,0.08793956837635764,0.04285144680986714]",damped_oscillator,20,4,0.0,0.0
certificate,True,,20,23,388,3,0,0.04948472532672244,0.05382562453794692,1.3720874846137898e-06,-8.55493404646595,0.9438395858123608,0.0,"[-0.9438395858123608,-0.9405283335114454,-0.9316649368721858,-0.9152029294253542,-0.8859665810965596,-0.8327068026681357,-0.7342386265389835,-0.5720637154350094,-0.37742430809022,-0.21082188889848397,-0.09502104000674765,-0.02342636115529168,0.016784137139700915,0.036488828823556564,0.043452586933187314,0.0428526640897287,0.03795628754433555,0.030661683100330454,0.021880221538365306,0.011786971214891744]",damped_oscillator,20,5,4.4831603633467324e-08,1.4133355285791548e-06
cost_gated_certificate,True,,20,23,396,2,0,0.04948472532672244,0.053825331127920234,1.3720874749439674e-06,-8.554934046465947,0.943839585812355,0.0,"[-0.943839585812355,-0.9405283335114292,-0.9316649368721802,-0.9152029294253611,-0.8859665810965573,-0.8327068026681338,-0.7342386265389893,-0.5720637154350107,-0.37742430809021776,-0.2108218888984786,-0.09502104000675057,-0.023426361155290235,0.016784137139705727,0.036488828823562615,0.04345258693319077,0.04285266408972708,0.037956287544332536,0.030661683100335523,0.021880221538369812,0.011786971214896642]",damped_oscillator,20,5,4.483160321818489e-08,1.413335519631708e-06
interval_chebyshev,True,,20,23,592,0,0,0.046009097020537335,0.05382496083947305,1.3720874627889775e-06,-8.55493404646594,0.9438395858123478,0.0,"[-0.9438395858123478,-0.9405283335114087,-0.9316649368721729,-0.91520292942537,-0.8859665810965532,-0.8327068026681325,-0.7342386265389953,-0.5720637154350088,-0.37742430809022065,-0.2108218888984776,-0.0950210400067493,-0.02342636115528346,0.01678413713971131,0.036488828823569415,0.04345258693319653,0.04285266408972373,0.03795628754432873,0.030661683100341577,0.021880221538375544,0.011786971214903]",damped_oscillator,20,5,4.483160238762002e-08,1.4133355080406033e-06
cg,True,,19,22,114,0,0,0.04839607062664531,0.057553384738775866,7.138144100072255e-07,-8.554933840871627,0.943839060066155,0.0,"[-0.943839060066155,-0.9405261915112703,-0.9316645879013005,-0.9152056477538134,-0.8859685233021634,-0.8327102036732157,-0.7342277054498985,-0.5720618658807046,-0.3774197289257198,-0.2108439796654618,-0.09500234310766952,-0.023428704383315607,0.016786923981528343,0.03650080538991775,0.04344525785855594,0.04283087331379882,0.03794592736305189,0.03067755528447174,0.021879336047641106,0.011801937672721472]",damped_oscillator,20,5,2.079935138135272e-08,1.9002304973805265e-05
direct,True,,20,23,0,0,0,0.0,0.0,5.254637668265901e-07,-8.554933662934555,0.943839632543149,0.0,"[-0.943839632543149,-0.9405262698041299,-0.9316639877132619,-0.9152038790015805,-0.8859659167436675,-0.8327066686761865,-0.7342395630891283,-0.5720638883029372,-0.3774243594552073,-0.210821874582709,-0.09502088422382679,-0.023426081411410022,0.016784515920831616,0.03648940799312963,0.043453011408789904,0.04285186609870255,0.03795562943875334,0.030662720239070365,0.02188107102200291,0.011787963412342495]",damped_oscillator,20,5,0.0,0.0
certificate,True,,17,20,260,1,0,0.044926406854523974,0.04362172021529559,3.707257925726794e-07,-7.945819077485975,0.9034855840244674,0.0,"[0.8000032308778766,-0.43405369466589105,-0.8380464472891028,-0.891345054330776,-0.9034855840244674,-0.9008463550957526,-0.8870633846552279,-0.859520086990298,-0.810507435636687,-0.7270018792387652,-0.5991891026975745,-0.44294220339789836,-0.2953311327678627,-0.17951539090046806,-0.09808258010223224,-0.04483019942678051,-0.012410838378383908,0.005099194402217117,0.011730686919230706,0.009776782013267088]",damped_oscillator,20,6,5.2397706822188627e-08,3.886779129108456e-06
cost_gated_certificate,True,,18,21,286,0,0,0.0453907032607394,0.04362202441784141,3.707257932429568e-07,-7.945819077485975,0.9034855840244681,0.0,"[0.8000032308778754,-0.4340536946658764,-0.8380464472891057,-0.8913450543307775,-0.9034855840244681,-0.9008463550957524,-0.8870633846552297,-0.8595200869902975,-0.8105074356366875,-0.7270018792387705,-0.5991891026975725,-0.44294220339790097,-0.2953311327678585,-0.17951539090046634,-0.09808258010223019,-0.0448301994267838,-0.012410838378388073,0.005099194402215276,0.01173068691923167,0.009776782013268875]",damped_oscillator,20,6,5.2397706822188627e-08,3.886779134074311e-06
interval_chebyshev,True,,18,21,286,0,0,0.0453907032607394,0.04362202441784141,3.707257932429568e-07,-7.945819077485975,0.9034855840244681,0.0,"[0.8000032308778754,-0.4340536946658764,-0.8380464472891057,-0.8913450543307775,-0.9034855840244681,-0.9008463550957524,-0.8870633846552297,-0.8595200869902975,-0.8105074356366875,-0.7270018792387705,-0.5991891026975725,-0.44294220339790097,-0.2953311327678585,-0.17951539090046634,-0.09808258010223019,-0.0448301994267838,-0.012410838378388073,0.005099194402215276,0.01173068691923167,0.009776782013268875]",damped_oscillator,20,6,5.2397706822188627e-08,3.886779134074311e-06
cg,True,,16,19,100,0,0,0.04678242738373203,0.046524097632580176,9.509938610237863e-08,-7.945818989514299,0.9034856043234486,0.0,"[0.8000016952097433,-0.4340549614944316,-0.8380463695398588,-0.8913447854164475,-0.9034856043234486,-0.9008460006009641,-0.8870630145673363,-0.8595211910240298,-0.8105083041594094,-0.7269992125753422,-0.5991898434414576,-0.442942831107825,-0.29533176285976087,-0.17951631447894184,-0.09808309132957042,-0.04482772421995427,-0.01240635637748347,0.005101147820903604,0.011730331903978616,0.009774823831061125]",damped_oscillator,20,6,6.346914838139423e-08,3.5881730341776444e-06
direct,True,,17,20,0,0,0,0.0,0.0,4.114705912815801e-07,-7.9458194938286955,0.9034859289835891,0.0,"[0.800009309609905,-0.43406012459144894,-0.8380474478927019,-0.8913448581090018,-0.9034859289835891,-0.9008465286944998,-0.8870630995172044,-0.8595211883040883,-0.8105076490382788,-0.7269994597644954,-0.5991887713893498,-0.44294247908097173,-0.2953316356928341,-0.1795164430446527,-0.0980835316240498,-0.04482829226913418,-0.01240673731736485,0.005100360122547229,0.01173074371781758,0.009777103791716714]",damped_oscillator,20,6,0.0,0.0
certificate,True,,33,36,355,19,0,0.04640411695734466,0.04901130826838196,5.002110007576428e-06,-7.773134579855191,0.9704938453916042,0.0,"[0.9704938453916042,0.9248602604314733,0.16405048761703336,-0.8546904996395909,-0.922232858214629,-0.9377685621592282,-0.9410545985805722,-0.9379169199785385,-0.928852640208726,-0.911774474821444,-0.881246995881712,-0.82544948562735,-0.7225884656020939,-0.5558979017571741,-0.3603687171645525,-0.19543336521154606,-0.08217822313381494,-0.014833269509166672,0.017089596151710785,0.021030275457045066]",damped_oscillator,20,7,1.681067183698729e-07,4.284485175260541e-06
cost_gated_certificate,True,,33,36,388,17,0,0.04472541316411037,0.04899008805393162,5.0020582571717576e-06,-7.7731345798789295,0.9704938454091133,0.0,"[0.9704938454091133,0.9248602603549478,0.1640504881165055,-0.854690499715627,-0.9222328583016816,-0.937768562163695,-0.9410545985891989,-0.9379169199886367,-0.9288526402228672,-0.9117744748429635,-0.8812469958843753,-0.825449485707896,-0.7225884654837476,-0.5558979018282142,-0.36036871721473024,-0.19543336519391383,-0.08217822317713423,-0.014833269437122796,0.017089596480569128,0.021030275572042526]",damped_oscillator,20,7,1.681036644743834e-07,4.284298303146466e-06
interval_chebyshev,True,,33,36,6195,0,0,0.04895705146649766,0.04895787221889367,3.2140251408713955e-06,-7.773135250827372,0.970494491227863,0.0,"[0.970494491227863,0.9248590674346795,0.16406027355046499,-0.8546901739381468,-0.9222335149080255,-0.9377691065605254,-0.9410549919900661,-0.9379173162760708,-0.9288531355413796,-0.9117749755278426,-0.8812474320308232,-0.8254524729958521,-0.7225878755861957,-0.555898809534738,-0.3603685439320261,-0.19543255150516223,-0.0821777062224738,-0.014831683161409093,0.017093181367217675,0.021032787413716714]",damped_oscillator,20,7,8.178734987839962e-08,8.339266040185257e-07
cg,True,,35,38,149,0,0,0.04761241006773298,0.046390841764093936,4.9514288734081383e-08,-7.773135803841354,0.9704959746627585,0.0,"[0.9704959746627585,0.9248590845296571,0.16406194973615054,-0.8546901430804533,-0.9222335042478145,-0.9377692264783489,-0.9410549976895051,-0.937917305600892,-0.9288531984985049,-0.9117750012840868,-0.8812473817450127,-0.8254527770626545,-0.7225881854624059,-0.5558989134076786,-0.36036868927010446,-0.1954326480824343,-0.08217762902590629,-0.014830621246013247,0.017093331301675438,0.021032592114019512]",damped_oscillator,20,7,1.0643092241225756e-08,3.6717387418178624e-07
direct,True,,33,36,0,0,0,0.0,0.0,3.148425417299033e-07,-7.7731358865715565,0.97049611995764,0.0,"[0.97049611995764,0.924859097587619,0.16406225601195368,-0.8546903046673686,-0.9222334757583006,-0.9377692228517739,-0.9410550359973588,-0.9379173766869554,-0.9288531948733314,-0.9117750491531091,-0.8812474614019203,-0.825452881547549,-0.722587982399378,-0.5558988991968444,-0.3603685244276973,-0.19543240065568485,-0.08217750917099863,-0.014831491550144921,0.01709342775296093,0.021033137352672978]",damped_oscillator,20,7,0.0,0.0
certificate,True,,36,39,1207,19,0,0.04769340654861,0.04579083285109865,1.2537673699141643e-07,-18.140945575792102,0.9861386307740443,0.0,"[-0.9861386307740443,-0.9762510627161717,-0.9454791601847583,-0.5369790924828713,0.8500285504112297,0.929836112304003,0.9465153774007935,0.9510419635592303,0.9500482147038942,0.944659175029479,0.9339813104985637,0.9150930129155834,0.881357262037666,0.8182631586789845,0.6994333032157947,0.5120125738725116,0.30932014604790115,0.15158833142403474,0.04937393550715501,-0.009751232037105142,-0.04000424075585519,-0.05221630998382256,-0.053812061984712896,-0.04966802440579872,-0.042879040377761336,-0.035322435173092914,-0.028060874977211964,-0.02162806669071539,-0.016228541699671282,-0.011874007236369066,-0.008473371407995148,-0.0058897378661754195,-0.0039750232227412025,-0.00258990031140023,-0.0016121492334713761,-0.0009392800173577425,-0.0004916240725418206,-0.00020906066402900486,-4.775396002857385e-05,1.9134290049025966e-05]",damped_oscillator,40,0,6.276733235157265e-09,9.258908344952841e-07
cost_gated_certificate,True,,36,39,1221,18,0,0.04577606277542293,0.04579083035142588,1.2537673759154957e-07,-18.140945575792102,0.9861386307740443,0.0,"[-0.9861386307740443,-0.9762510627161711,-0.9454791601847594,-0.5369790924828661,0.8500285504112297,0.9298361123040024,0.9465153774007935,0.95104196355923,0.9500482147038938,0.9446591750294788,0.9339813104985635,0.9150930129155829,0.8813572620376642,0.8182631586789813,0.6994333032157949,0.5120125738725169,0.30932014604790103,0.15158833142403702,0.049373935507158954,-0.00975123203710753,-0.04000424075585565,-0.05221630998382862,-0.053812061984711126,-0.049668024405798164,-0.04287904037776104,-0.03532243517309392,-0.02806087497721015,-0.021628066690711534,-0.016228541699670918,-0.011874007236371236,-0.008473371407995403,-0.0058897378661740525,-0.003975023222740346,-0.002589900311401259,-0.0016121492334711784,-0.0009392800173597522,-0.0004916240725396809,-0.0002090606640300983,-4.7753960028021105e-05,1.913429005116826e-05]",damped_oscillator,40,0,6.276733235157265e-09,9.25890835991997e-07
interval_chebyshev,True,,35,38,12914,0,0,0.04494722016383964,0.044833535335900974,1.0022763870244288e-06,-18.140945701841122,0.9861388591881076,0.0,"[-0.9861388591881076,-0.9762510105906567,-0.9454789233841316,-0.5369798784871768,0.8500284782906908,0.9298361700769552,0.9465153764646075,0.951041971668008,0.950048214713823,0.9446591711356526,0.9339811984812744,0.9150930744485538,0.881357284729509,0.8182633339018908,0.6994335576948953,0.5120126486445009,0.3093202063338386,0.15158837718708404,0.04937395356723322,-0.009751252263311383,-0.04000430866914907,-0.052216428971759245,-0.053812221958707045,-0.0496681978013924,-0.042879185932587674,-0.0353225105535271,-0.02806085624126621,-0.02162796567213323,-0.016228401108687954,-0.011873860016834428,-0.008473229735307937,-0.0058897350090664,-0.00397538571251454,-0.002590276522996108,-0.00161204169840833,-0.000939201886721567,-0.0004915038861978422,-0.00020867037088536815,-4.786011283535764e-05,1.781984746573216e-05]",damped_oscillator,40,0,6.71582595055788e-10,4.845724832280202e-07
cg,True,,34,37,215,0,0,0.04893232977230327,0.05631261221377899,1.2041251721209607e-07,-18.140945678918573,0.9861386171026614,0.0,"[-0.9861386171026614,-0.9762510667729396,-0.945478413968265,-0.5369818206501554,0.8500278352753873,0.9298365135676091,0.9465155265839359,0.9510420728934326,0.9500482997549423,0.9446593544133135,0.9339812431353318,0.9150934150793085,0.8813576306864306,0.8182647228073275,0.6994332286908903,0.5120099977443924,0.30931682481659756,0.15159252197184953,0.04937360783892858,-0.009751909419029805,-0.04000286722696385,-0.05221545774048594,-0.053813118236364,-0.04966992321163816,-0.04287995966200612,-0.03532157599991163,-0.028059089687661215,-0.021627110958216008,-0.01622945085588169,-0.011875865753421836,-0.008474061012842102,-0.005888745226402684,-0.003974729960634765,-0.002591415065181131,-0.001611722907817551,-0.0009363975295649953,-0.0004931614166678104,-0.00020838821807375388,-4.804660418868985e-05,1.695176003179257e-05]",damped_oscillator,40,0,5.919981236266444e-10,2.3891983408500643e-06
