system,method,products,accepted_degree_two,preconditioned_relative_residual,original_relative_residual,original_residual_norm,original_gradient_norm
8,direct,0,False,0.0,3.1535500182535553e-16,7.065258007974698e-16,2.2404141260101076
9,certificate,22,False,0.03128268364043259,0.0287037955872377,0.025653065767886375,0.8937168497427657
9,cost_gated_certificate,22,False,0.03128268364043259,0.0287037955872377,0.025653065767886375,0.8937168497427657
9,interval_chebyshev,22,False,0.03128268364043259,0.0287037955872377,0.025653065767886375,0.8937168497427657
9,cg,4,False,0.04776528727799279,0.05054034002369088,0.04516875347090123,0.8937168497427657
9,direct,0,False,0.0,3.7602437524974424e-16,3.36059320074693e-16,0.8937168497427657
10,certificate,22,False,0.03954551251955095,0.0370783087455474,0.011204234497609785,0.3021776040137015
10,cost_gated_certificate,22,False,0.03954551251955095,0.0370783087455474,0.011204234497609785,0.3021776040137015
10,interval_chebyshev,22,False,0.03954551251955095,0.0370783087455474,0.011204234497609785,0.3021776040137015
10,cg,6,False,0.03689409856572555,0.029255289775058105,0.008840293368953598,0.3021776040137015
10,direct,0,False,0.0,2.3595626668538976e-16,7.130069931900905e-17,0.3021776040137015
11,certificate,23,False,0.032401264617340046,0.025699027413616245,0.0018604176926526259,0.07239253309901181
11,cost_gated_certificate,23,False,0.032401264617340046,0.025699027413616245,0.0018604176926526259,0.07239253309901181
11,interval_chebyshev,23,False,0.032401264617340046,0.025699027413616245,0.0018604176926526259,0.07239253309901181
11,cg,7,False,0.037264151166336565,0.029325421525615597,0.0021229415484356005,0.07239253309901181
11,direct,0,False,0.0,2.373185841513058e-16,1.7180093458184023e-17,0.07239253309901181
12,certificate,23,False,0.028318149803885802,0.017553849737881048,0.0001235898114188867,0.0070406100806583195
12,cost_gated_certificate,23,False,0.028318149803885802,0.017553849737881048,0.0001235898114188867,0.0070406100806583195
12,interval_chebyshev,23,False,0.028318149803885802,0.017553849737881048,0.0001235898114188867,0.0070406100806583195
12,cg,7,False,0.04621505491976749,0.03930419474985111,0.0002767255097679595,0.0070406100806583195
12,direct,0,False,0.0,5.515634214734035e-16,3.8833429853480386e-18,0.0070406100806583195
13,certificate,23,False,0.028672105742432664,0.017867037379053048,1.971500818762396e-06,0.00011034290559406024
13,cost_gated_certificate,23,False,0.028672105742432664,0.017867037379053048,1.971500818762396e-06,0.00011034290559406024
13,interval_chebyshev,23,False,0.028672105742432664,0.017867037379053048,1.971500818762396e-06,0.00011034290559406024
13,cg,7,False,0.04723782887828209,0.040212361408411675,4.437148798602601e-06,0.00011034290559406024
13,direct,0,False,0.0,6.601273548764786e-16,7.284037039919198e-20,0.00011034290559406024
14,certificate,29,False,0.03477483518437993,0.01892007180450722,0.0561340435158813,2.9669043593433297
14,cost_gated_certificate,29,False,0.03477483518437993,0.01892007180450722,0.0561340435158813,2.9669043593433297
14,interval_chebyshev,29,False,0.03477483518437993,0.01892007180450722,0.0561340435158813,2.9669043593433297
14,cg,6,False,0.046125470789279005,0.0329074002420837,0.09763310923289387,2.9669043593433297
14,direct,0,False,0.0,2.5715257071515066e-16,7.629470830711244e-16,2.9669043593433297
15,certificate,2,True,0.026091538699935107,0.022128967235364522,3.756495177109864,169.75465403132648
15,cost_gated_certificate,2,True,0.026091538699935107,0.022128967235364522,3.756495177109864,169.75465403132648
15,interval_chebyshev,3183,False,0.018477502582199566,0.018419069942423726,3.1267228456549443,169.75465403132648
15,cg,2,False,0.027208269339046243,0.02331399426942682,3.957659031294878,169.75465403132648
15,direct,0,False,0.0,3.3490008598048603e-16,5.68508482306789e-14,169.75465403132648
16,certificate,2,True,0.02115602638104235,0.018084276052637443,1.526727963390175,84.42295168169113
16,cost_gated_certificate,2,True,0.02115602638104235,0.018084276052637443,1.526727963390175,84.42295168169113
16,interval_chebyshev,1600,False,0.009042700914751583,0.009026958828992893,0.7620825090526822,84.42295168169113
16,cg,2,False,0.02183172977341159,0.018804911328997562,1.5875661205064473,84.42295168169113
16,direct,0,False,0.0,3.373258332664138e-16,2.847804252283665e-14,84.42295168169113
17,certificate,2,True,0.013347748896138044,0.011451554016007627,0.4767672634931888,41.633411747151236
17,cost_gated_certificate,2,True,0.013347748896138044,0.011451554016007627,0.4767672634931888,41.633411747151236
17,interval_chebyshev,833,False,0.044029752462584164,0.044041009085439474,1.83357746501413,41.633411747151236
17,cg,2,False,0.013571448104562319,0.01169546834782466,0.48692224930075867,41.633411747151236
17,direct,0,False,0.0,2.1336325415476046e-17,8.883040211937218e-16,41.633411747151236
18,certificate,2,True,0.005081281272003642,0.004179688965102275,0.08447667581285605,20.21123497900972
18,cost_gated_certificate,2,True,0.005081281272003642,0.004179688965102275,0.08447667581285605,20.21123497900972
18,interval_chebyshev,434,False,0.04905773233897591,0.04905972447882402,0.9915576194469875,20.21123497900972
18,cg,2,False,0.005103432801826255,0.004203340325178356,0.0849546990089269,20.21123497900972
18,direct,0,False,0.0,1.7577954397935391e-16,3.552721667869895e-15,20.21123497900972
19,certificate,2,True,0.0026580576473470836,0.0014210679023942303,0.013509511176359804,9.50659089097631
19,cost_gated_certificate,2,True,0.0026580576473470836,0.0014210679023942303,0.013509511176359804,9.50659089097631
19,interval_chebyshev,232,False,0.049876195641639774,0.04987834218481156,0.47417299347112907,9.50659089097631
19,cg,1,False,0.028281255761111703,0.026265429816730735,0.24969469584331,9.50659089097631
19,direct,0,False,0.0,1.1681065496634814e-17,1.110471108472062e-16,9.50659089097631
20,certificate,2,True,0.003966377394360746,0.002209198534893105,0.009253629292010087,4.188681617271595
20,cost_gated_certificate,2,True,0.003966377394360746,0.002209198534893105,0.009253629292010087,4.188681617271595
20,interval_chebyshev,132,False,0.048721195865343896,0.04872105861676573,0.20407700260205844,4.188681617271595
20,cg,1,False,0.007528495733816035,0.005536938760908291,0.023192473603775122,4.188681617271595
20,direct,0,False,0.0,1.8001107726680128e-18,7.540090902527071e-18,4.188681617271595
21,certificate,2,True,0.008642756500297681,0.005533823697066073,0.008861905006766884,1.6014071809814425
21,cost_gated_certificate,2,True,0.008642756500297681,0.005533823697066073,0.008861905006766884,1.6014071809814425
21,interval_chebyshev,84,False,0.04071192157805118,0.04070923711886952,0.06519206465443395,1.6014071809814425
21,cg,1,False,0.015902713883868755,0.009865297556899228,0.015798358350137105,1.6014071809814425
21,direct,0,False,0.0,1.3867098643787845e-16,2.2206871347539876e-16,1.6014071809814425
22,certificate,2,True,0.01642017018118646,0.010460609287957508,0.004636607679926843,0.44324451399447756
22,cost_gated_certificate,2,True,0.01642017018118646,0.010460609287957508,0.004636607679926843,0.44324451399447756
22,interval_chebyshev,63,False,0.026993633087714686,0.026973101571424365,0.011955679296949672,0.44324451399447756
22,cg,1,False,0.030115333094581698,0.0187819026322817,0.0083249753041373,0.44324451399447756
22,direct,0,False,0.0,1.2532082176974821e-16,5.554776673872059e-17,0.44324451399447756
23,certificate,2,True,0.02142295082974461,0.013641903937672104,0.0007824981848038781,0.05735989553796887
23,cost_gated_certificate,2,True,0.02142295082974461,0.013641903937672104,0.0007824981848038781,0.05735989553796887
23,interval_chebyshev,56,False,0.02538164502753867,0.025325573818150468,0.0014526722686482303,0.05735989553796887
23,cg,1,False,0.039249037843171596,0.024478315494065615,0.0014040736196850485,0.05735989553796887
23,direct,0,False,0.0,3.964599672608637e-18,2.27409023070697e-19,0.05735989553796887
24,certificate,2,True,0.022331931849136614,0.01421946878570301,2.0863554249183563e-05,0.0014672527197472284
24,cost_gated_certificate,2,True,0.022331931849136614,0.01421946878570301,2.0863554249183563e-05,0.0014672527197472284
24,interval_chebyshev,55,False,0.02535537964146677,0.02529132078770439,3.710875921175888e-05,0.0014672527197472284
24,cg,1,False,0.040906613744467794,0.02551165603568228,3.743204670361062e-05,0.0014672527197472284
24,direct,0,False,0.0,1.478613370285005e-16,2.1694994890052893e-19,0.0014672527197472284
25,certificate,58,False,0.037595713922097,0.0369669405088696,0.09559441974354732,2.5859435059444813
25,cost_gated_certificate,58,False,0.037595713922097,0.0369669405088696,0.09559441974354732,2.5859435059444813
25,interval_chebyshev,58,False,0.037595713922097,0.0369669405088696,0.09559441974354732,2.5859435059444813
25,cg,7,False,0.047968696824476305,0.03284756409467898,0.08494194505673024,2.5859435059444813
25,direct,0,False,0.0,2.076115320530057e-16,5.368716930716546e-16,2.5859435059444813
26,certificate,8535,False,0.04576981506471453,0.045770545686859954,8.043756304016473,175.74088714274856
26,cost_gated_certificate,8535,False,0.04576981506471453,0.045770545686859954,8.043756304016473,175.74088714274856
26,interval_chebyshev,8535,False,0.04576981506471453,0.045770545686859954,8.043756304016473,175.74088714274856
26,cg,3,False,0.02605464720370347,0.020848894251877297,3.664003171770267,175.74088714274856
26,direct,0,False,0.0,1.6176460396783696e-16,2.842865500960305e-14,175.74088714274856
27,certificate,4446,False,0.033920265315403944,0.033960503449429184,2.9673309533683248,87.37594122498794
27,cost_gated_certificate,4446,False,0.033920265315403944,0.033960503449429184,2.9673309533683248,87.37594122498794
27,interval_chebyshev,4446,False,0.033920265315403944,0.033960503449429184,2.9673309533683248,87.37594122498794
27,cg,3,False,0.021873288365873232,0.017521758390963125,1.5309801313272333,87.37594122498794
27,direct,0,False,0.0,1.6426154407855768e-16,1.4352507020933822e-14,87.37594122498794
28,certificate,2,True,0.04944843499475283,0.04219437580361925,1.8180251748601186,43.0869076798661
28,cost_gated_certificate,2,True,0.04944843499475283,0.04219437580361925,1.8180251748601186,43.0869076798661
28,interval_chebyshev,2305,False,0.04624619096979757,0.04624335280508303,1.9924830731200895,43.0869076798661
28,cg,3,False,0.01516972245256292,0.012152187583689843,0.5236001845268594,43.0869076798661
28,direct,0,False,0.0,1.665967656451855e-16,7.178139461118396e-15,43.0869076798661
29,certificate,2,True,0.03441221604767435,0.02950038490536809,0.6169184759965011,20.912217856664046
29,cost_gated_certificate,2,True,0.03441221604767435,0.02950038490536809,0.6169184759965011,20.912217856664046
