actual_squared_residual,actual_to_chebyshev_actual,atomic_pattern,certificate,certificate_to_actual,certificate_to_chebyshev_bound,chebyshev_interval_bound,coverage_slack,covered,degree,design_value,family,name,raw_certificate_excess,scaled_certificate_excess,solver,source
0.1428497195464909,0.7165812278886637,False,0.14284971954653786,1.0000000000003288,0.5643663436009465,0.2531152347517455,2.2016880279730594e-13,True,2,0.14284971954649092,three_point,three_point_k10_3,-4.696243394164412e-14,-0.21330194534817523,linear algebra,heldout_synthetic
2.8434187540753874e-31,3.764832125041927e-30,True,4.576339307504895e-13,1.6094496461155305e+18,6.051772814220628e-12,0.07561981336694072,8.49581674577616e-13,True,3,nan,three_point,three_point_k10_3,-4.576339307504895e-13,-0.5386579589043161,analytic,heldout_synthetic
2.8434187540753874e-31,1.651629240446217e-29,True,4.576339307504895e-13,1.6094496461155305e+18,2.1797674371323855e-11,0.020994621855280778,8.49581674577616e-13,True,4,nan,three_point,three_point_k10_3,-4.576339307504895e-13,-0.5386579589043161,analytic,heldout_synthetic
2.8434187540753874e-31,1.8505762193253725e-28,True,4.576339307504895e-13,1.6094496461155305e+18,2.9636626604148614e-10,0.001544149868549576,8.49581674577616e-13,True,6,nan,three_point,three_point_k10_3,-4.576339307504895e-13,-0.5386579589043161,analytic,heldout_synthetic
2.8434187540753874e-31,3.3205853670024856e-27,True,4.576339307504895e-13,1.6094496461155305e+18,4.06626850448105e-09,0.00011254395282706354,8.49581674577616e-13,True,8,nan,three_point,three_point_k10_3,-4.576339307504895e-13,-0.5386579589043161,analytic,heldout_synthetic
0.00015140318104216508,0.00017863918627069746,False,0.00015140318120493435,1.0000000010750716,0.00017712827413296397,0.8547657450288332,6.523448538442618e-13,True,2,0.0001514031810419536,three_point,three_point_k100_0,-1.6276926638122968e-13,-0.2495141418254961,linear algebra,heldout_synthetic
1.2995552740245874e-26,1.846675429768656e-26,True,1.5445493772858754e-09,1.1885214951285347e+17,2.1753005418649218e-09,0.710039531347566,2.250430964802383e-09,True,3,nan,three_point,three_point_k100_0,-1.5445493772858754e-09,-0.6863349293727421,analytic,heldout_synthetic
1.2995552740245874e-26,2.341959809187602e-26,True,1.5445493772858754e-09,1.1885214951285347e+17,2.772657575477056e-09,0.5570645978597355,2.250430964802383e-09,True,4,nan,three_point,three_point_k100_0,-1.5445493772858754e-09,-0.6863349293727421,analytic,heldout_synthetic
1.2995552740245874e-26,4.29989536194275e-26,True,1.5445493772858754e-09,1.1885214951285347e+17,5.097879222918326e-09,0.3029788093727502,2.250430964802383e-09,True,6,nan,three_point,three_point_k100_0,-1.5445493772858754e-09,-0.6863349293727421,analytic,heldout_synthetic
1.2995552740245874e-26,8.800363945422097e-26,True,1.5445493772858754e-09,1.1885214951285347e+17,1.0362975124745846e-08,0.14904497585810386,2.250430964802383e-09,True,8,nan,three_point,three_point_k100_0,-1.5445493772858754e-09,-0.6863349293727421,analytic,heldout_synthetic
0.4205912318033536,0.6180505392948159,False,0.4205912318036066,1.0000000000006015,0.4920543836129267,0.8547657450288332,1.1038568692154092e-12,True,2,0.42059123180335434,three_point,three_point_k100_1,-2.529643161608419e-13,-0.22916405488389263,linear algebra,heldout_synthetic
3.5226759041501617e-28,6.314311404452174e-28,True,1.2942109606228769e-09,3.6739427521508045e+18,1.8227308529802935e-09,0.710039531347566,2.250430964801421e-09,True,3,nan,three_point,three_point_k100_1,-1.2942109606228769e-09,-0.5750947177964549,analytic,heldout_synthetic
3.5226759041501617e-28,6.9768446019814555e-28,True,1.2942109606228769e-09,3.6739427521508045e+18,2.3232690887112326e-09,0.5570645978597355,2.250430964801421e-09,True,4,nan,three_point,three_point_k100_1,-1.2942109606228769e-09,-0.5750947177964549,analytic,heldout_synthetic
3.5226759041501617e-28,1.2363802273016751e-27,True,1.2942109606228769e-09,3.6739427521508045e+18,4.271622042816298e-09,0.3029788093727502,2.250430964801421e-09,True,6,nan,three_point,three_point_k100_1,-1.2942109606228769e-09,-0.5750947177964549,analytic,heldout_synthetic
3.5226759041501617e-28,3.038908836062236e-27,True,1.2942109606228769e-09,3.6739427521508045e+18,8.683358517599493e-09,0.14904497585810386,2.250430964801421e-09,True,8,nan,three_point,three_point_k100_1,-1.2942109606228769e-09,-0.5750947177964549,analytic,heldout_synthetic
0.00011849734355271477,0.00013954195084796915,False,0.00011849734371510712,1.0000000013704302,0.00013863136701987273,0.8547657450288332,6.523769820743784e-13,True,2,0.00011849734355212638,three_point,three_point_k100_2,-1.623923434959651e-13,-0.2489240852422511,linear algebra,heldout_synthetic
9.986049736799403e-28,1.416121107871055e-27,True,1.2898908607894555e-09,1.2916928062516083e+18,1.8166465440894598e-09,0.710039531347566,2.250430964801436e-09,True,3,nan,three_point,three_point_k100_2,-1.2898908607894555e-09,-0.5731750411207426,analytic,heldout_synthetic
9.986049736799403e-28,1.798008152443221e-27,True,1.2898908607894555e-09,1.2916928062516083e+18,2.315513974044066e-09,0.5570645978597355,2.250430964801436e-09,True,4,nan,three_point,three_point_k100_2,-1.2898908607894555e-09,-0.5731750411207426,analytic,heldout_synthetic
9.986049736799403e-28,3.302257441036938e-27,True,1.2898908607894555e-09,1.2916928062516083e+18,4.2573632903894696e-09,0.3029788093727502,2.250430964801436e-09,True,6,nan,three_point,three_point_k100_2,-1.2898908607894555e-09,-0.5731750411207426,analytic,heldout_synthetic
9.986049736799403e-28,6.748031884450082e-27,True,1.2898908607894555e-09,1.2916928062516083e+18,8.654373308211863e-09,0.14904497585810386,2.250430964801436e-09,True,8,nan,three_point,three_point_k100_2,-1.2898908607894555e-09,-0.5731750411207426,analytic,heldout_synthetic
0.40092879260434394,0.6211008167616283,False,0.4009287926045758,1.0000000000005784,0.46905107619989095,0.8547657450288332,1.0181651538148234e-12,True,2,0.400928792604344,three_point,three_point_k100_3,-2.3187007869296394e-13,-0.22773326883580894,linear algebra,heldout_synthetic
3.2769680006487976e-28,6.214297052497655e-28,True,1.5720615920145065e-09,4.797305288618194e+18,2.2140479826960206e-09,0.710039531347566,2.250430964801632e-09,True,3,nan,three_point,three_point_k100_3,-1.5720615920145065e-09,-0.6985602387287977,analytic,heldout_synthetic
3.2769680006487976e-28,6.627714861412958e-28,True,1.5720615920145065e-09,4.797305288618194e+18,2.822045410989013e-09,0.5570645978597355,2.250430964801632e-09,True,4,nan,three_point,three_point_k100_3,-1.5720615920145065e-09,-0.6985602387287977,analytic,heldout_synthetic
3.2769680006487976e-28,1.1649743421565248e-27,True,1.5720615920145065e-09,4.797305288618194e+18,5.188684962057605e-09,0.3029788093727502,2.250430964801632e-09,True,6,nan,three_point,three_point_k100_3,-1.5720615920145065e-09,-0.6985602387287977,analytic,heldout_synthetic
3.2769680006487976e-28,2.9990838615114932e-27,True,1.5720615920145065e-09,4.797305288618194e+18,1.0547565142424964e-08,0.14904497585810386,2.250430964801632e-09,True,8,nan,three_point,three_point_k100_3,-1.5720615920145065e-09,-0.6985602387287977,analytic,heldout_synthetic
