name,family,source,dimension,condition,tolerance,observation_depth,chebyshev_horizon,sdp_horizon,operational_horizon,certificate,design_value,previous_design_value,actual_squared_residual,covered,design_calls,design_seconds,solver,status
ridge_breast_cancer_k100_3,ridge_breast_cancer,heldout_real_data,30,100.00000000000001,0.05,3,19,18,18,0.0019837926023887897,0.001983723539182217,0.002963745365536365,0.0014103608976761984,True,6,3.212571706972085,CLARABEL/CLARABEL,design=optimal; certificate=optimal_inaccurate
ridge_breast_cancer_k100_3,ridge_breast_cancer,heldout_real_data,30,100.00000000000001,0.05,4,19,17,17,0.0019306456264907013,0.0020186113980133463,0.0030635077911842557,0.0011841461646372583,True,6,4.98013479198562,CLARABEL/CLARABEL,design=optimal_inaccurate; certificate=optimal
ridge_breast_cancer_k100_3,ridge_breast_cancer,heldout_real_data,30,100.00000000000001,0.05,5,19,17,17,0.001818417432012609,0.0018666536958147329,0.002869911651837431,0.0010239244168110872,True,6,16.71450620808173,CLARABEL/CLARABEL,design=optimal_inaccurate; certificate=optimal_inaccurate
ridge_breast_cancer_k100_3,ridge_breast_cancer,heldout_real_data,30,100.00000000000001,0.05,6,19,17,17,0.0018013972185144667,0.001865774760102408,0.0026784456229955273,0.001072243925734507,True,6,8.98680091794813,CLARABEL/CLARABEL,design=optimal_inaccurate; certificate=optimal_inaccurate
ridge_wine_k30_0,ridge_wine,heldout_real_data,13,29.999999999999996,0.05,1,10,8,8,0.0018062568716033255,0.0018062430876412117,0.0037492096104204025,0.0012214707724105094,True,5,0.1721397919463925,CLARABEL/CLARABEL,design=optimal; certificate=optimal_inaccurate
ridge_wine_k30_0,ridge_wine,heldout_real_data,13,29.999999999999996,0.05,2,10,8,8,0.0014627120895468314,0.0014626987473457648,0.003019976360337169,0.0010291169642891074,True,5,0.1100987910758704,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k30_0,ridge_wine,heldout_real_data,13,29.999999999999996,0.05,3,10,6,6,0.0017482435260694068,0.0017482292604698085,0.0032328109636841347,0.0006737746879368086,True,5,0.1237394580966793,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k30_0,ridge_wine,heldout_real_data,13,29.999999999999996,0.05,4,10,4,4,0.0009918785717842327,0.0009917971620473764,,0.0009917970036614943,True,1,0.027842584007885307,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k30_0,ridge_wine,heldout_real_data,13,29.999999999999996,0.05,5,10,5,5,0.0002471637609620103,0.0002465543756310472,,0.0002465544464717411,True,1,0.026621958997566253,CLARABEL/CLARABEL,design=optimal_inaccurate; certificate=optimal
ridge_wine_k30_0,ridge_wine,heldout_real_data,13,29.999999999999996,0.05,6,10,6,6,7.0507387462726e-05,5.516718502991302e-05,,5.514733136441267e-05,True,1,0.013475332991220057,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k30_1,ridge_wine,heldout_real_data,13,29.999999999999996,0.05,1,10,10,10,0.0025000000000000005,0.004773573073771094,,0.0013930718007559234,True,2,0.03354345797561109,interval Chebyshev,no conditional SDP crossing before the fallback horizon
ridge_wine_k30_1,ridge_wine,heldout_real_data,13,29.999999999999996,0.05,2,10,10,10,0.0025000000000000005,0.004244390233413895,,0.0013930718007559234,True,2,0.03192487504566088,interval Chebyshev,no conditional SDP crossing before the fallback horizon
ridge_wine_k30_1,ridge_wine,heldout_real_data,13,29.999999999999996,0.05,3,10,9,9,0.0019274941832207668,0.001927465368573153,0.003995451617252939,0.0007090922946205024,True,5,0.13749404199188575,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k30_1,ridge_wine,heldout_real_data,13,29.999999999999996,0.05,4,10,8,8,0.002392701467739622,0.0023926142287649717,0.004819565745995592,0.0006287299873792755,True,5,0.08727304200874642,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k30_1,ridge_wine,heldout_real_data,13,29.999999999999996,0.05,5,10,7,7,0.001678651685267596,0.0016727607977832309,0.0028091908129913926,0.0004118416688193665,True,4,0.18720595800550655,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k30_1,ridge_wine,heldout_real_data,13,29.999999999999996,0.05,6,10,6,6,0.0005989115227293951,0.0005757600841866439,,0.0005756001113607193,True,1,0.06828100001439452,CLARABEL/CLARABEL,design=optimal_inaccurate; certificate=optimal
ridge_wine_k30_2,ridge_wine,heldout_real_data,13,29.999999999999996,0.05,1,10,6,6,0.0022557006655943655,0.0022556577215395814,0.004518733027292726,0.001368941670310043,True,5,0.1516483740415424,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k30_2,ridge_wine,heldout_real_data,13,29.999999999999996,0.05,2,10,6,6,0.0014368787418865686,0.0014368625279139696,0.0027984846201908483,0.0009491640675994608,True,5,0.09348354197572917,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k30_2,ridge_wine,heldout_real_data,13,29.999999999999996,0.05,3,10,3,3,0.0013331195632862447,0.001333109065485326,,0.0013331090402725152,True,1,0.01048316597007215,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k30_2,ridge_wine,heldout_real_data,13,29.999999999999996,0.05,4,10,4,4,0.00020057981266437264,0.0002005536317024209,,0.0002005536069839663,True,1,0.011431167018599808,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k30_2,ridge_wine,heldout_real_data,13,29.999999999999996,0.05,5,10,5,5,2.3220219962594157e-05,2.3059038624422183e-05,,2.305650712972032e-05,True,1,0.012181583035271615,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k30_2,ridge_wine,heldout_real_data,13,29.999999999999996,0.05,6,10,6,6,9.21220522798194e-06,3.790295376034078e-06,,3.7887609888600404e-06,True,1,0.07014112500473857,CLARABEL/CLARABEL,design=optimal_inaccurate; certificate=optimal
ridge_wine_k30_3,ridge_wine,heldout_real_data,13,29.999999999999996,0.05,1,10,10,10,0.0025000000000000005,0.004141658158605973,,0.001495167331960068,True,2,0.09127299895044416,interval Chebyshev,no conditional SDP crossing before the fallback horizon
ridge_wine_k30_3,ridge_wine,heldout_real_data,13,29.999999999999996,0.05,2,10,9,9,0.0024317331826288146,0.0024317020744739175,0.00504802775649018,0.0013450238044219883,True,5,0.08396158198593184,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k30_3,ridge_wine,heldout_real_data,13,29.999999999999996,0.05,3,10,9,9,0.0013771926213855222,0.0013771773213198033,0.0028477356502244026,0.0008245360861532869,True,5,0.2343529580393806,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k30_3,ridge_wine,heldout_real_data,13,29.999999999999996,0.05,4,10,7,7,0.002463874335276728,0.0024638059494945254,0.0045213820401389555,0.0008781320533591667,True,4,0.09203070908552036,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k30_3,ridge_wine,heldout_real_data,13,29.999999999999996,0.05,5,10,5,5,0.001777189332834439,0.0017768407768460883,,0.0017768407549072825,True,1,0.02150475000962615,CLARABEL/CLARABEL,design=optimal_inaccurate; certificate=optimal
ridge_wine_k30_3,ridge_wine,heldout_real_data,13,29.999999999999996,0.05,6,10,6,6,0.0003153550312902098,0.00030478549475307853,,0.0003046899141015157,True,1,0.022965500014834106,CLARABEL/CLARABEL,design=optimal_inaccurate; certificate=optimal
ridge_wine_k100_0,ridge_wine,heldout_real_data,13,100.00000000000001,0.05,1,19,17,17,0.0023078581905998543,0.0023078345147659026,0.003442320288501537,0.001264118014921946,True,7,2.756010083016008,CLARABEL/CLARABEL,design=optimal; certificate=optimal_inaccurate
ridge_wine_k100_0,ridge_wine,heldout_real_data,13,100.00000000000001,0.05,2,19,14,14,0.0018451434786816929,0.0018450831708632233,0.0027360095095996496,0.0009286975135041401,True,6,1.9680588329210877,CLARABEL/CLARABEL,design=optimal; certificate=optimal_inaccurate
ridge_wine_k100_0,ridge_wine,heldout_real_data,13,100.00000000000001,0.05,3,19,12,12,0.0018999017861220172,0.0018995969457638335,0.0027741980555217043,0.0004452916697302082,True,6,1.8757247919565998,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k100_0,ridge_wine,heldout_real_data,13,100.00000000000001,0.05,4,19,10,10,0.00193963405473771,0.001939603912609654,0.0027109639148171286,0.0014551149908095125,True,6,0.7862937080208212,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k100_0,ridge_wine,heldout_real_data,13,100.00000000000001,0.05,5,19,5,5,0.0010048227450552005,0.0010044824678311045,,0.001004478970267627,True,1,0.012926791969221085,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k100_0,ridge_wine,heldout_real_data,13,100.00000000000001,0.05,6,19,6,6,0.00022385011951087108,0.0002076791594419691,,0.0002076330855613748,True,1,0.02513804199406877,CLARABEL/CLARABEL,design=optimal_inaccurate; certificate=optimal
ridge_wine_k100_1,ridge_wine,heldout_real_data,13,100.00000000000001,0.05,1,19,17,17,0.0017300653680102293,0.0017296608954060844,0.0025799683250817425,0.0004953406814318143,True,7,3.3001604599994607,CLARABEL/CLARABEL,design=optimal; certificate=optimal_inaccurate
ridge_wine_k100_1,ridge_wine,heldout_real_data,13,100.00000000000001,0.05,2,19,15,15,0.002064739822009831,0.0020646443607697726,0.0030690522491788486,0.0014625996538497478,True,6,3.8055689579923637,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k100_1,ridge_wine,heldout_real_data,13,100.00000000000001,0.05,3,19,14,14,0.002481646981395663,0.0024810164570975212,0.003669378966130411,0.0013652947410735209,True,6,1.8454119979287498,CLARABEL/CLARABEL,design=optimal; certificate=optimal_inaccurate
ridge_wine_k100_1,ridge_wine,heldout_real_data,13,100.00000000000001,0.05,4,19,11,11,0.0017692265809809982,0.0017690825744888807,0.0025148041835714595,0.0009179981287642275,True,6,2.137309501937125,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k100_1,ridge_wine,heldout_real_data,13,100.00000000000001,0.05,5,19,5,5,0.0019390811514838902,0.0019374832398497857,,0.0019374746669418817,True,1,0.025175082962960005,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k100_1,ridge_wine,heldout_real_data,13,100.00000000000001,0.05,6,19,6,6,0.0006389444890828599,0.0006110598096405604,,0.0006109489236515619,True,1,0.018563333025667816,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k100_2,ridge_wine,heldout_real_data,13,100.00000000000001,0.05,1,19,14,14,0.0024271351480840203,0.0024268420604913418,0.0036065729866167667,0.001939700931298706,True,6,1.4125891670701094,CLARABEL/CLARABEL,design=optimal; certificate=optimal_inaccurate
ridge_wine_k100_2,ridge_wine,heldout_real_data,13,100.00000000000001,0.05,2,19,12,12,0.002115981943459865,0.002115953223799306,0.0031129536603268287,0.0008250424938415648,True,6,2.2904670001007617,CLARABEL/CLARABEL,design=optimal; certificate=optimal_inaccurate
ridge_wine_k100_2,ridge_wine,heldout_real_data,13,100.00000000000001,0.05,3,19,4,4,0.002426037139154874,0.0024260232750846137,0.00253183921173532,0.0013138702612127708,True,5,0.7650882509769872,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k100_2,ridge_wine,heldout_real_data,13,100.00000000000001,0.05,4,19,4,4,0.0006906829597844721,0.0006906428885060683,,0.0006906447373814782,True,1,0.01664824999170378,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k100_2,ridge_wine,heldout_real_data,13,100.00000000000001,0.05,5,19,5,5,0.00025153875360306444,0.0002509665886839502,,0.0002509665893163018,True,1,0.02099087496753782,CLARABEL/CLARABEL,design=optimal_inaccurate; certificate=optimal
ridge_wine_k100_2,ridge_wine,heldout_real_data,13,100.00000000000001,0.05,6,19,6,6,6.670144922793497e-05,4.575723930432448e-05,,4.569141149920398e-05,True,1,0.05512304202420637,CLARABEL/CLARABEL,design=optimal_inaccurate; certificate=optimal
ridge_wine_k100_3,ridge_wine,heldout_real_data,13,100.00000000000001,0.05,1,19,16,16,0.0022867037408223117,0.0022865234131579414,0.0034077460750373736,0.0012999681433752096,True,6,2.611723291047383,CLARABEL/CLARABEL,design=optimal; certificate=optimal_inaccurate
ridge_wine_k100_3,ridge_wine,heldout_real_data,13,100.00000000000001,0.05,2,19,15,15,0.0024689880717623882,0.0024688622549571743,0.0036726641474199686,0.002004364634020937,True,6,2.105051332968287,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k100_3,ridge_wine,heldout_real_data,13,100.00000000000001,0.05,3,19,12,12,0.002020186944837521,0.002020104388010653,0.002955466719170029,0.0010840802283261129,True,6,1.2859512499999255,CLARABEL/CLARABEL,design=optimal; certificate=optimal
ridge_wine_k100_3,ridge_wine,heldout_real_data,13,100.00000000000001,0.05,4,19,11,11,0.0021248433969671687,0.0021246167463015693,0.0030335507031382727,0.0009573385407266206,True,6,0.7468706270447001,CLARABEL/CLARABEL,design=optimal; certificate=optimal_inaccurate
ridge_wine_k100_3,ridge_wine,heldout_real_data,13,100.00000000000001,0.05,5,19,5,5,0.0020063423718958973,0.0020046592284535016,,0.002004659228266734,True,1,0.01977183303097263,CLARABEL/CLARABEL,design=optimal_inaccurate; certificate=optimal
ridge_wine_k100_3,ridge_wine,heldout_real_data,13,100.00000000000001,0.05,6,19,6,6,0.0008677652829192084,0.0007866736596953265,,0.0007863883999543969,True,1,0.02190787496510893,CLARABEL/CLARABEL,design=optimal_inaccurate; certificate=optimal
